model	aggregation	metric	dates	macro_mean	worst_date_value	best_date_value	direction	training_variability
target_semantic_resnet18_unet_single_run	acquisition_date	precision	4	0.6404469936708861	0.4430379746835443	0.89375	higher_is_better	not_estimated_one_completed_training_run
target_semantic_resnet18_unet_single_run	acquisition_date	many_to_one_spatial_recall	4	0.28370263394614037	0.2012987012987013	0.3977272727272727	higher_is_better	not_estimated_one_completed_training_run
target_semantic_resnet18_unet_single_run	acquisition_date	many_to_one_role_qualified_recall	4	0.24654522966211276	0.173469387755102	0.3272727272727272	higher_is_better	not_estimated_one_completed_training_run
target_semantic_resnet18_unet_single_run	acquisition_date	one_to_one_role_qualified_recall	4	0.1890963203463203	0.1168831168831168	0.2818181818181818	higher_is_better	not_estimated_one_completed_training_run
target_semantic_resnet18_unet_single_run	acquisition_date	crop_overlap_scene_frequency	4	0.1875	0.75	0.0	lower_is_better	not_estimated_one_completed_training_run
