model	k	truth_weed_instances	role_qualified_proposal_ceiling	exact_oracle_budget_ceiling	observed_ranked_queue_recall	proposal_generation_loss_from_perfect_recall	fixed_budget_loss_within_proposals	observed_ranking_gap_to_oracle
all_candidate_frozen_dinov2_linear	20	1712	0.30257009345794394	0.2488317757009346	0.17815420560747663	0.697429906542056	0.05373831775700935	0.07067757009345796
