seed	image_id	weed_components	candidates	accepted_candidates	eligible_weed_candidates	many_to_one_spatial_recalled	many_to_one_role_qualified_recalled	one_to_one_spatial_recalled	one_to_one_role_qualified_recalled	crop_overlap_image	confusion_00	confusion_01	confusion_02	confusion_10	confusion_11	confusion_12	confusion_20	confusion_21	confusion_22
20260810	035	3	0	0	0	0	0	0	0	0	339897	0	0	12242	0	0	7861	0	0
20260810	036	13	0	0	0	0	0	0	0	0	330501	0	0	2417	0	0	27082	0	0
20260810	037	4	0	0	0	0	0	0	0	0	350321	0	0	6335	0	0	3344	0	0
20260810	038	9	0	0	0	0	0	0	0	0	331759	0	0	3286	0	0	24955	0	0
20260810	039	6	0	0	0	0	0	0	0	0	351070	0	0	3313	0	0	5617	0	0
20260810	040	7	0	0	0	0	0	0	0	0	328431	0	0	3346	0	0	28223	0	0
20260810	041	4	0	0	0	0	0	0	0	0	345813	0	0	4106	0	0	10081	0	0
20260810	042	4	0	0	0	0	0	0	0	0	348346	0	0	3007	0	0	8647	0	0
20260810	043	5	0	0	0	0	0	0	0	0	352613	0	0	2898	0	0	4489	0	0
20260810	044	3	0	0	0	0	0	0	0	0	352182	0	0	3485	0	0	4333	0	0
20260810	045	5	0	0	0	0	0	0	0	0	339781	0	0	5311	0	0	14908	0	0
20260810	046	1	0	0	0	0	0	0	0	0	353499	0	0	1287	0	0	5214	0	0
20260810	047	4	0	0	0	0	0	0	0	0	351318	0	0	2077	0	0	6605	0	0
20260810	048	5	0	0	0	0	0	0	0	0	349469	0	0	2407	0	0	8124	0	0
20260810	049	2	0	0	0	0	0	0	0	0	350409	0	0	7434	0	0	2157	0	0
20260810	050	0	0	0	0	0	0	0	0	0	355728	0	0	4272	0	0	0	0	0
20260810	051	7	0	0	0	0	0	0	0	0	323714	0	0	7368	0	0	28918	0	0
20260810	052	10	0	0	0	0	0	0	0	0	329555	0	0	8242	0	0	22203	0	0
20260810	053	2	0	0	0	0	0	0	0	0	346608	0	0	3014	0	0	10378	0	0
20260810	054	5	0	0	0	0	0	0	0	0	334883	0	0	8272	0	0	16845	0	0
20260810	055	7	0	0	0	0	0	0	0	0	335457	0	0	11554	0	0	12989	0	0
20260810	056	10	0	0	0	0	0	0	0	0	334734	0	0	3925	0	0	21341	0	0
20260810	057	8	0	0	0	0	0	0	0	0	332205	0	0	467	0	0	27328	0	0
20260810	058	9	0	0	0	0	0	0	0	0	321120	0	0	6658	0	0	32222	0	0
20260810	059	7	0	0	0	0	0	0	0	0	329913	0	0	3286	0	0	26801	0	0
20260810	060	10	0	0	0	0	0	0	0	0	330839	0	0	5731	0	0	23430	0	0
20260811	001	8	0	0	0	0	0	0	0	0	316218	0	0	6579	0	0	37203	0	0
20260811	002	11	0	0	0	0	0	0	0	0	333358	0	0	2760	0	0	23882	0	0
20260811	003	7	0	0	0	0	0	0	0	0	338978	0	0	5355	0	0	15667	0	0
20260811	004	9	0	0	0	0	0	0	0	0	330667	0	0	2542	0	0	26791	0	0
20260811	005	5	0	0	0	0	0	0	0	0	349432	0	0	2215	0	0	8353	0	0
20260811	006	6	0	0	0	0	0	0	0	0	340500	0	0	7968	0	0	11532	0	0
20260811	007	5	0	0	0	0	0	0	0	0	319879	0	0	8765	0	0	31356	0	0
20260811	008	6	0	0	0	0	0	0	0	0	340101	0	0	2673	0	0	17226	0	0
20260811	009	3	0	0	0	0	0	0	0	0	340656	0	0	5033	0	0	14311	0	0
20260811	010	5	0	0	0	0	0	0	0	0	342084	0	0	3419	0	0	14497	0	0
20260811	011	5	0	0	0	0	0	0	0	0	341744	0	0	5529	0	0	12727	0	0
20260811	012	1	0	0	0	0	0	0	0	0	353479	0	0	1190	0	0	5331	0	0
20260811	013	7	0	0	0	0	0	0	0	0	339600	0	0	5959	0	0	14441	0	0
20260811	014	3	0	0	0	0	0	0	0	0	348286	0	0	1141	0	0	10573	0	0
20260811	015	3	0	0	0	0	0	0	0	0	347331	0	0	3330	0	0	9339	0	0
20260811	016	4	0	0	0	0	0	0	0	0	337231	0	0	2906	0	0	19863	0	0
20260811	017	5	0	0	0	0	0	0	0	0	346608	0	0	4416	0	0	8976	0	0
20260811	018	5	0	0	0	0	0	0	0	0	338584	0	0	4272	0	0	17144	0	0
20260811	019	3	0	0	0	0	0	0	0	0	350358	0	0	3186	0	0	6456	0	0
20260811	020	2	0	0	0	0	0	0	0	0	355383	0	0	3490	0	0	1127	0	0
20260811	021	2	0	0	0	0	0	0	0	0	354088	0	0	4190	0	0	1722	0	0
20260811	022	6	0	0	0	0	0	0	0	0	344419	0	0	6241	0	0	9340	0	0
20260811	023	6	0	0	0	0	0	0	0	0	342606	0	0	1480	0	0	15914	0	0
20260811	024	8	0	0	0	0	0	0	0	0	344522	0	0	569	0	0	14909	0	0
20260811	025	2	0	0	0	0	0	0	0	0	342958	0	0	7229	0	0	9813	0	0
20260811	026	4	0	0	0	0	0	0	0	0	347213	0	0	575	0	0	12212	0	0
20260811	027	5	0	0	0	0	0	0	0	0	340557	0	0	7195	0	0	12248	0	0
20260811	028	7	0	0	0	0	0	0	0	0	331720	0	0	4243	0	0	24037	0	0
20260811	029	9	0	0	0	0	0	0	0	0	310555	0	0	891	0	0	48554	0	0
20260811	030	3	0	0	0	0	0	0	0	0	353967	0	0	3206	0	0	2827	0	0
20260811	031	7	0	0	0	0	0	0	0	0	330307	0	0	4811	0	0	24882	0	0
20260811	032	5	0	0	0	0	0	0	0	0	335598	0	0	5631	0	0	18771	0	0
20260811	033	7	0	0	0	0	0	0	0	0	341839	0	0	3615	0	0	14546	0	0
20260811	034	7	0	0	0	0	0	0	0	0	331898	0	0	1674	0	0	26428	0	0
20260811	035	3	0	0	0	0	0	0	0	0	339897	0	0	12242	0	0	7861	0	0
20260811	036	13	0	0	0	0	0	0	0	0	330501	0	0	2417	0	0	27082	0	0
20260811	037	4	0	0	0	0	0	0	0	0	350321	0	0	6335	0	0	3344	0	0
20260811	038	9	0	0	0	0	0	0	0	0	331759	0	0	3286	0	0	24955	0	0
20260811	039	6	0	0	0	0	0	0	0	0	351070	0	0	3313	0	0	5617	0	0
20260811	040	7	0	0	0	0	0	0	0	0	328431	0	0	3346	0	0	28223	0	0
20260811	041	4	0	0	0	0	0	0	0	0	345813	0	0	4106	0	0	10081	0	0
20260811	042	4	0	0	0	0	0	0	0	0	348346	0	0	3007	0	0	8647	0	0
20260811	043	5	0	0	0	0	0	0	0	0	352613	0	0	2898	0	0	4489	0	0
20260811	044	3	0	0	0	0	0	0	0	0	352182	0	0	3485	0	0	4333	0	0
20260811	045	5	0	0	0	0	0	0	0	0	339781	0	0	5311	0	0	14908	0	0
20260811	046	1	0	0	0	0	0	0	0	0	353499	0	0	1287	0	0	5214	0	0
20260811	047	4	0	0	0	0	0	0	0	0	351318	0	0	2077	0	0	6605	0	0
20260811	048	5	0	0	0	0	0	0	0	0	349469	0	0	2407	0	0	8124	0	0
20260811	049	2	0	0	0	0	0	0	0	0	350409	0	0	7434	0	0	2157	0	0
20260811	050	0	0	0	0	0	0	0	0	0	355728	0	0	4272	0	0	0	0	0
20260811	051	7	0	0	0	0	0	0	0	0	323714	0	0	7368	0	0	28918	0	0
20260811	052	10	0	0	0	0	0	0	0	0	329555	0	0	8242	0	0	22203	0	0
20260811	053	2	0	0	0	0	0	0	0	0	346608	0	0	3014	0	0	10378	0	0
20260811	054	5	0	0	0	0	0	0	0	0	334883	0	0	8272	0	0	16845	0	0
20260811	055	7	0	0	0	0	0	0	0	0	335457	0	0	11554	0	0	12989	0	0
20260811	056	10	0	0	0	0	0	0	0	0	334734	0	0	3925	0	0	21341	0	0
20260811	057	8	0	0	0	0	0	0	0	0	332205	0	0	467	0	0	27328	0	0
20260811	058	9	0	0	0	0	0	0	0	0	321120	0	0	6658	0	0	32222	0	0
20260811	059	7	0	0	0	0	0	0	0	0	329913	0	0	3286	0	0	26801	0	0
20260811	060	10	0	0	0	0	0	0	0	0	330839	0	0	5731	0	0	23430	0	0
20260812	001	8	0	0	0	0	0	0	0	0	316218	0	0	6579	0	0	37203	0	0
20260812	002	11	0	0	0	0	0	0	0	0	333358	0	0	2760	0	0	23882	0	0
20260812	003	7	0	0	0	0	0	0	0	0	338978	0	0	5355	0	0	15667	0	0
20260812	004	9	0	0	0	0	0	0	0	0	330667	0	0	2542	0	0	26791	0	0
20260812	005	5	0	0	0	0	0	0	0	0	349432	0	0	2215	0	0	8353	0	0
20260812	006	6	0	0	0	0	0	0	0	0	340500	0	0	7968	0	0	11532	0	0
20260812	007	5	0	0	0	0	0	0	0	0	319879	0	0	8765	0	0	31356	0	0
20260812	008	6	0	0	0	0	0	0	0	0	340101	0	0	2673	0	0	17226	0	0
20260812	009	3	0	0	0	0	0	0	0	0	340656	0	0	5033	0	0	14311	0	0
20260812	010	5	0	0	0	0	0	0	0	0	342084	0	0	3419	0	0	14497	0	0
20260812	011	5	0	0	0	0	0	0	0	0	341744	0	0	5529	0	0	12727	0	0
20260812	012	1	0	0	0	0	0	0	0	0	353479	0	0	1190	0	0	5331	0	0
20260812	013	7	0	0	0	0	0	0	0	0	339600	0	0	5959	0	0	14441	0	0
20260812	014	3	0	0	0	0	0	0	0	0	348286	0	0	1141	0	0	10573	0	0
20260812	015	3	0	0	0	0	0	0	0	0	347331	0	0	3330	0	0	9339	0	0
20260812	016	4	0	0	0	0	0	0	0	0	337231	0	0	2906	0	0	19863	0	0
20260812	017	5	0	0	0	0	0	0	0	0	346608	0	0	4416	0	0	8976	0	0
20260812	018	5	0	0	0	0	0	0	0	0	338584	0	0	4272	0	0	17144	0	0
20260812	019	3	0	0	0	0	0	0	0	0	350358	0	0	3186	0	0	6456	0	0
20260812	020	2	0	0	0	0	0	0	0	0	355383	0	0	3490	0	0	1127	0	0
20260812	021	2	0	0	0	0	0	0	0	0	354088	0	0	4190	0	0	1722	0	0
20260812	022	6	0	0	0	0	0	0	0	0	344419	0	0	6241	0	0	9340	0	0
20260812	023	6	0	0	0	0	0	0	0	0	342606	0	0	1480	0	0	15914	0	0
20260812	024	8	0	0	0	0	0	0	0	0	344522	0	0	569	0	0	14909	0	0
20260812	025	2	0	0	0	0	0	0	0	0	342958	0	0	7229	0	0	9813	0	0
20260812	026	4	0	0	0	0	0	0	0	0	347213	0	0	575	0	0	12212	0	0
20260812	027	5	0	0	0	0	0	0	0	0	340557	0	0	7195	0	0	12248	0	0
20260812	028	7	0	0	0	0	0	0	0	0	331720	0	0	4243	0	0	24037	0	0
20260812	029	9	0	0	0	0	0	0	0	0	310555	0	0	891	0	0	48554	0	0
20260812	030	3	0	0	0	0	0	0	0	0	353967	0	0	3206	0	0	2827	0	0
20260812	031	7	0	0	0	0	0	0	0	0	330307	0	0	4811	0	0	24882	0	0
20260812	032	5	0	0	0	0	0	0	0	0	335598	0	0	5631	0	0	18771	0	0
20260812	033	7	0	0	0	0	0	0	0	0	341839	0	0	3615	0	0	14546	0	0
20260812	034	7	0	0	0	0	0	0	0	0	331898	0	0	1674	0	0	26428	0	0
20260812	035	3	0	0	0	0	0	0	0	0	339897	0	0	12242	0	0	7861	0	0
20260812	036	13	0	0	0	0	0	0	0	0	330501	0	0	2417	0	0	27082	0	0
20260812	037	4	0	0	0	0	0	0	0	0	350321	0	0	6335	0	0	3344	0	0
20260812	038	9	0	0	0	0	0	0	0	0	331759	0	0	3286	0	0	24955	0	0
20260812	039	6	0	0	0	0	0	0	0	0	351070	0	0	3313	0	0	5617	0	0
20260812	040	7	0	0	0	0	0	0	0	0	328431	0	0	3346	0	0	28223	0	0
20260812	041	4	0	0	0	0	0	0	0	0	345813	0	0	4106	0	0	10081	0	0
20260812	042	4	0	0	0	0	0	0	0	0	348346	0	0	3007	0	0	8647	0	0
20260812	043	5	0	0	0	0	0	0	0	0	352613	0	0	2898	0	0	4489	0	0
20260812	044	3	0	0	0	0	0	0	0	0	352182	0	0	3485	0	0	4333	0	0
20260812	045	5	0	0	0	0	0	0	0	0	339781	0	0	5311	0	0	14908	0	0
20260812	046	1	0	0	0	0	0	0	0	0	353499	0	0	1287	0	0	5214	0	0
20260812	047	4	0	0	0	0	0	0	0	0	351318	0	0	2077	0	0	6605	0	0
20260812	048	5	0	0	0	0	0	0	0	0	349469	0	0	2407	0	0	8124	0	0
20260812	049	2	0	0	0	0	0	0	0	0	350409	0	0	7434	0	0	2157	0	0
20260812	050	0	0	0	0	0	0	0	0	0	355728	0	0	4272	0	0	0	0	0
20260812	051	7	0	0	0	0	0	0	0	0	323714	0	0	7368	0	0	28918	0	0
20260812	052	10	0	0	0	0	0	0	0	0	329555	0	0	8242	0	0	22203	0	0
20260812	053	2	0	0	0	0	0	0	0	0	346608	0	0	3014	0	0	10378	0	0
20260812	054	5	0	0	0	0	0	0	0	0	334883	0	0	8272	0	0	16845	0	0
20260812	055	7	0	0	0	0	0	0	0	0	335457	0	0	11554	0	0	12989	0	0
20260812	056	10	0	0	0	0	0	0	0	0	334734	0	0	3925	0	0	21341	0	0
20260812	057	8	0	0	0	0	0	0	0	0	332205	0	0	467	0	0	27328	0	0
20260812	058	9	0	0	0	0	0	0	0	0	321120	0	0	6658	0	0	32222	0	0
20260812	059	7	0	0	0	0	0	0	0	0	329913	0	0	3286	0	0	26801	0	0
20260812	060	10	0	0	0	0	0	0	0	0	330839	0	0	5731	0	0	23430	0	0
20260813	001	8	0	0	0	0	0	0	0	0	316218	0	0	6579	0	0	37203	0	0
20260813	002	11	0	0	0	0	0	0	0	0	333358	0	0	2760	0	0	23882	0	0
20260813	003	7	0	0	0	0	0	0	0	0	338978	0	0	5355	0	0	15667	0	0
20260813	004	9	0	0	0	0	0	0	0	0	330667	0	0	2542	0	0	26791	0	0
20260813	005	5	0	0	0	0	0	0	0	0	349432	0	0	2215	0	0	8353	0	0
20260813	006	6	0	0	0	0	0	0	0	0	340500	0	0	7968	0	0	11532	0	0
20260813	007	5	0	0	0	0	0	0	0	0	319879	0	0	8765	0	0	31356	0	0
20260813	008	6	0	0	0	0	0	0	0	0	340101	0	0	2673	0	0	17226	0	0
20260813	009	3	0	0	0	0	0	0	0	0	340656	0	0	5033	0	0	14311	0	0
20260813	010	5	0	0	0	0	0	0	0	0	342084	0	0	3419	0	0	14497	0	0
20260813	011	5	0	0	0	0	0	0	0	0	341744	0	0	5529	0	0	12727	0	0
20260813	012	1	0	0	0	0	0	0	0	0	353479	0	0	1190	0	0	5331	0	0
20260813	013	7	0	0	0	0	0	0	0	0	339600	0	0	5959	0	0	14441	0	0
20260813	014	3	0	0	0	0	0	0	0	0	348286	0	0	1141	0	0	10573	0	0
20260813	015	3	0	0	0	0	0	0	0	0	347331	0	0	3330	0	0	9339	0	0
20260813	016	4	0	0	0	0	0	0	0	0	337231	0	0	2906	0	0	19863	0	0
20260813	017	5	0	0	0	0	0	0	0	0	346608	0	0	4416	0	0	8976	0	0
20260813	018	5	0	0	0	0	0	0	0	0	338584	0	0	4272	0	0	17144	0	0
20260813	019	3	0	0	0	0	0	0	0	0	350358	0	0	3186	0	0	6456	0	0
20260813	020	2	0	0	0	0	0	0	0	0	355383	0	0	3490	0	0	1127	0	0
20260813	021	2	0	0	0	0	0	0	0	0	354088	0	0	4190	0	0	1722	0	0
20260813	022	6	0	0	0	0	0	0	0	0	344419	0	0	6241	0	0	9340	0	0
20260813	023	6	0	0	0	0	0	0	0	0	342606	0	0	1480	0	0	15914	0	0
20260813	024	8	0	0	0	0	0	0	0	0	344522	0	0	569	0	0	14909	0	0
20260813	025	2	0	0	0	0	0	0	0	0	342958	0	0	7229	0	0	9813	0	0
20260813	026	4	0	0	0	0	0	0	0	0	347213	0	0	575	0	0	12212	0	0
20260813	027	5	0	0	0	0	0	0	0	0	340557	0	0	7195	0	0	12248	0	0
20260813	028	7	0	0	0	0	0	0	0	0	331720	0	0	4243	0	0	24037	0	0
20260813	029	9	0	0	0	0	0	0	0	0	310555	0	0	891	0	0	48554	0	0
20260813	030	3	0	0	0	0	0	0	0	0	353967	0	0	3206	0	0	2827	0	0
20260813	031	7	0	0	0	0	0	0	0	0	330307	0	0	4811	0	0	24882	0	0
20260813	032	5	0	0	0	0	0	0	0	0	335598	0	0	5631	0	0	18771	0	0
20260813	033	7	0	0	0	0	0	0	0	0	341839	0	0	3615	0	0	14546	0	0
20260813	034	7	0	0	0	0	0	0	0	0	331898	0	0	1674	0	0	26428	0	0
20260813	035	3	0	0	0	0	0	0	0	0	339897	0	0	12242	0	0	7861	0	0
20260813	036	13	0	0	0	0	0	0	0	0	330501	0	0	2417	0	0	27082	0	0
20260813	037	4	0	0	0	0	0	0	0	0	350321	0	0	6335	0	0	3344	0	0
20260813	038	9	0	0	0	0	0	0	0	0	331759	0	0	3286	0	0	24955	0	0
20260813	039	6	0	0	0	0	0	0	0	0	351070	0	0	3313	0	0	5617	0	0
20260813	040	7	0	0	0	0	0	0	0	0	328431	0	0	3346	0	0	28223	0	0
20260813	041	4	0	0	0	0	0	0	0	0	345813	0	0	4106	0	0	10081	0	0
20260813	042	4	0	0	0	0	0	0	0	0	348346	0	0	3007	0	0	8647	0	0
20260813	043	5	0	0	0	0	0	0	0	0	352613	0	0	2898	0	0	4489	0	0
20260813	044	3	0	0	0	0	0	0	0	0	352182	0	0	3485	0	0	4333	0	0
20260813	045	5	0	0	0	0	0	0	0	0	339781	0	0	5311	0	0	14908	0	0
20260813	046	1	0	0	0	0	0	0	0	0	353499	0	0	1287	0	0	5214	0	0
20260813	047	4	0	0	0	0	0	0	0	0	351318	0	0	2077	0	0	6605	0	0
20260813	048	5	0	0	0	0	0	0	0	0	349469	0	0	2407	0	0	8124	0	0
20260813	049	2	0	0	0	0	0	0	0	0	350409	0	0	7434	0	0	2157	0	0
20260813	050	0	0	0	0	0	0	0	0	0	355728	0	0	4272	0	0	0	0	0
20260813	051	7	0	0	0	0	0	0	0	0	323714	0	0	7368	0	0	28918	0	0
20260813	052	10	0	0	0	0	0	0	0	0	329555	0	0	8242	0	0	22203	0	0
20260813	053	2	0	0	0	0	0	0	0	0	346608	0	0	3014	0	0	10378	0	0
20260813	054	5	0	0	0	0	0	0	0	0	334883	0	0	8272	0	0	16845	0	0
20260813	055	7	0	0	0	0	0	0	0	0	335457	0	0	11554	0	0	12989	0	0
20260813	056	10	0	0	0	0	0	0	0	0	334734	0	0	3925	0	0	21341	0	0
20260813	057	8	0	0	0	0	0	0	0	0	332205	0	0	467	0	0	27328	0	0
20260813	058	9	0	0	0	0	0	0	0	0	321120	0	0	6658	0	0	32222	0	0
20260813	059	7	0	0	0	0	0	0	0	0	329913	0	0	3286	0	0	26801	0	0
20260813	060	10	0	0	0	0	0	0	0	0	330839	0	0	5731	0	0	23430	0	0
20260814	001	8	0	0	0	0	0	0	0	0	316218	0	0	6579	0	0	37203	0	0
20260814	002	11	0	0	0	0	0	0	0	0	333358	0	0	2760	0	0	23882	0	0
20260814	003	7	0	0	0	0	0	0	0	0	338978	0	0	5355	0	0	15667	0	0
20260814	004	9	0	0	0	0	0	0	0	0	330667	0	0	2542	0	0	26791	0	0
20260814	005	5	0	0	0	0	0	0	0	0	349432	0	0	2215	0	0	8353	0	0
20260814	006	6	0	0	0	0	0	0	0	0	340500	0	0	7968	0	0	11532	0	0
20260814	007	5	0	0	0	0	0	0	0	0	319879	0	0	8765	0	0	31356	0	0
20260814	008	6	0	0	0	0	0	0	0	0	340101	0	0	2673	0	0	17226	0	0
20260814	009	3	0	0	0	0	0	0	0	0	340656	0	0	5033	0	0	14311	0	0
20260814	010	5	0	0	0	0	0	0	0	0	342084	0	0	3419	0	0	14497	0	0
20260814	011	5	0	0	0	0	0	0	0	0	341744	0	0	5529	0	0	12727	0	0
20260814	012	1	0	0	0	0	0	0	0	0	353479	0	0	1190	0	0	5331	0	0
20260814	013	7	0	0	0	0	0	0	0	0	339600	0	0	5959	0	0	14441	0	0
20260814	014	3	0	0	0	0	0	0	0	0	348286	0	0	1141	0	0	10573	0	0
20260814	015	3	0	0	0	0	0	0	0	0	347331	0	0	3330	0	0	9339	0	0
20260814	016	4	0	0	0	0	0	0	0	0	337231	0	0	2906	0	0	19863	0	0
20260814	017	5	0	0	0	0	0	0	0	0	346608	0	0	4416	0	0	8976	0	0
20260814	018	5	0	0	0	0	0	0	0	0	338584	0	0	4272	0	0	17144	0	0
20260814	019	3	0	0	0	0	0	0	0	0	350358	0	0	3186	0	0	6456	0	0
20260814	020	2	0	0	0	0	0	0	0	0	355383	0	0	3490	0	0	1127	0	0
20260814	021	2	0	0	0	0	0	0	0	0	354088	0	0	4190	0	0	1722	0	0
20260814	022	6	0	0	0	0	0	0	0	0	344419	0	0	6241	0	0	9340	0	0
20260814	023	6	0	0	0	0	0	0	0	0	342606	0	0	1480	0	0	15914	0	0
20260814	024	8	0	0	0	0	0	0	0	0	344522	0	0	569	0	0	14909	0	0
20260814	025	2	0	0	0	0	0	0	0	0	342958	0	0	7229	0	0	9813	0	0
20260814	026	4	0	0	0	0	0	0	0	0	347213	0	0	575	0	0	12212	0	0
20260814	027	5	0	0	0	0	0	0	0	0	340557	0	0	7195	0	0	12248	0	0
20260814	028	7	0	0	0	0	0	0	0	0	331720	0	0	4243	0	0	24037	0	0
20260814	029	9	0	0	0	0	0	0	0	0	310555	0	0	891	0	0	48554	0	0
20260814	030	3	0	0	0	0	0	0	0	0	353967	0	0	3206	0	0	2827	0	0
20260814	031	7	0	0	0	0	0	0	0	0	330307	0	0	4811	0	0	24882	0	0
20260814	032	5	0	0	0	0	0	0	0	0	335598	0	0	5631	0	0	18771	0	0
20260814	033	7	0	0	0	0	0	0	0	0	341839	0	0	3615	0	0	14546	0	0
20260814	034	7	0	0	0	0	0	0	0	0	331898	0	0	1674	0	0	26428	0	0
20260814	035	3	0	0	0	0	0	0	0	0	339897	0	0	12242	0	0	7861	0	0
20260814	036	13	0	0	0	0	0	0	0	0	330501	0	0	2417	0	0	27082	0	0
20260814	037	4	0	0	0	0	0	0	0	0	350321	0	0	6335	0	0	3344	0	0
20260814	038	9	0	0	0	0	0	0	0	0	331759	0	0	3286	0	0	24955	0	0
20260814	039	6	0	0	0	0	0	0	0	0	351070	0	0	3313	0	0	5617	0	0
20260814	040	7	0	0	0	0	0	0	0	0	328431	0	0	3346	0	0	28223	0	0
20260814	041	4	0	0	0	0	0	0	0	0	345813	0	0	4106	0	0	10081	0	0
20260814	042	4	0	0	0	0	0	0	0	0	348346	0	0	3007	0	0	8647	0	0
20260814	043	5	0	0	0	0	0	0	0	0	352613	0	0	2898	0	0	4489	0	0
20260814	044	3	0	0	0	0	0	0	0	0	352182	0	0	3485	0	0	4333	0	0
20260814	045	5	0	0	0	0	0	0	0	0	339781	0	0	5311	0	0	14908	0	0
20260814	046	1	0	0	0	0	0	0	0	0	353499	0	0	1287	0	0	5214	0	0
20260814	047	4	0	0	0	0	0	0	0	0	351318	0	0	2077	0	0	6605	0	0
20260814	048	5	0	0	0	0	0	0	0	0	349469	0	0	2407	0	0	8124	0	0
20260814	049	2	0	0	0	0	0	0	0	0	350409	0	0	7434	0	0	2157	0	0
20260814	050	0	0	0	0	0	0	0	0	0	355728	0	0	4272	0	0	0	0	0
20260814	051	7	0	0	0	0	0	0	0	0	323714	0	0	7368	0	0	28918	0	0
20260814	052	10	0	0	0	0	0	0	0	0	329555	0	0	8242	0	0	22203	0	0
20260814	053	2	0	0	0	0	0	0	0	0	346608	0	0	3014	0	0	10378	0	0
20260814	054	5	0	0	0	0	0	0	0	0	334883	0	0	8272	0	0	16845	0	0
20260814	055	7	0	0	0	0	0	0	0	0	335457	0	0	11554	0	0	12989	0	0
20260814	056	10	0	0	0	0	0	0	0	0	334734	0	0	3925	0	0	21341	0	0
20260814	057	8	0	0	0	0	0	0	0	0	332205	0	0	467	0	0	27328	0	0
20260814	058	9	0	0	0	0	0	0	0	0	321120	0	0	6658	0	0	32222	0	0
20260814	059	7	0	0	0	0	0	0	0	0	329913	0	0	3286	0	0	26801	0	0
20260814	060	10	0	0	0	0	0	0	0	0	330839	0	0	5731	0	0	23430	0	0
