seed	checkpoint_sha256	validation_selected_epoch	validation_selected_component_threshold	validation_selected_component_minimum_area	validation_selected_ranking_policy	selected_validation_primary_recall	selected_test_primary_recall	validation_inference_seconds	test_inference_seconds	peak_gpu_memory_bytes
20260810	f21d828d6bb49fbfd8f91e55dfce95e3d704bbd6860c0ec718119eba37c061fb	38	0.5	16	mean_weed_probability	0.19081858407079647	0.20969626168224298	1.3030647430568933	1.0342310816049576	272473600
20260811	4c40277a53bffdac818d4347a0d6afa76c00dfe350f2dcdbbdd014905110628f	36	0.7	16	mean_weed_probability	0.1847345132743363	0.20677570093457945	0.9531106501817703	0.9853499690070748	272473600
20260812	a8f73b22c27f5e1b2429c2d03fd0891e2d6cc572c70716029140745b0392053b	40	0.3	16	mean_weed_probability	0.19524336283185842	0.21904205607476634	0.9240328809246421	0.9519752021878958	272473600
20260813	3e5e949b27c2e69a8262a11e4fc0c5a0a2892b1a4c8c894a410c5fd498c24943	39	0.5	16	conditional_weed_probability	0.1863938053097345	0.20969626168224298	0.9210892412811518	0.9399349773302674	272473600
20260814	40008b291a61424edc26e0aa165de20f49dbfbaf8e1f85d2de646b97e6244b10	31	0.5	16	mean_weed_probability	0.19081858407079647	0.21320093457943926	0.9222966302186251	0.9309126613661647	272473600
