model	k	stratum	minimum_instance_coverage	minimum_candidate_labeled_coverage	minimum_same_role_purity	selected_candidates	weed_truth_instances	many_to_one_recalled_instances	many_to_one_queued_recall	one_to_one_matches	one_to_one_queued_recall
all_candidate_component_masked_dinov2_linear	10	2023-05-25	0.25	0.75	0.75	80	392	3	0.007653061224489796	3	0.007653061224489796
all_candidate_component_masked_dinov2_linear	10	2023-05-25	0.25	0.75	0.9	80	392	2	0.00510204081632653	2	0.00510204081632653
all_candidate_component_masked_dinov2_linear	10	2023-05-25	0.5	0.25	0.5	80	392	16	0.04081632653061224	16	0.04081632653061224
all_candidate_component_masked_dinov2_linear	10	2023-05-25	0.5	0.25	0.75	80	392	16	0.04081632653061224	16	0.04081632653061224
all_candidate_component_masked_dinov2_linear	10	2023-05-25	0.5	0.25	0.9	80	392	15	0.03826530612244898	15	0.03826530612244898
all_candidate_component_masked_dinov2_linear	10	2023-05-25	0.5	0.5	0.5	80	392	8	0.02040816326530612	8	0.02040816326530612
all_candidate_component_masked_dinov2_linear	10	2023-05-25	0.5	0.5	0.75	80	392	8	0.02040816326530612	8	0.02040816326530612
all_candidate_component_masked_dinov2_linear	10	2023-05-25	0.5	0.5	0.9	80	392	7	0.017857142857142856	7	0.017857142857142856
all_candidate_component_masked_dinov2_linear	10	2023-05-25	0.5	0.75	0.5	80	392	3	0.007653061224489796	3	0.007653061224489796
all_candidate_component_masked_dinov2_linear	10	2023-05-25	0.5	0.75	0.75	80	392	3	0.007653061224489796	3	0.007653061224489796
all_candidate_component_masked_dinov2_linear	10	2023-05-25	0.5	0.75	0.9	80	392	2	0.00510204081632653	2	0.00510204081632653
all_candidate_component_masked_dinov2_linear	10	2023-05-25	0.75	0.25	0.5	80	392	10	0.025510204081632654	10	0.025510204081632654
all_candidate_component_masked_dinov2_linear	10	2023-05-25	0.75	0.25	0.75	80	392	10	0.025510204081632654	10	0.025510204081632654
all_candidate_component_masked_dinov2_linear	10	2023-05-25	0.75	0.25	0.9	80	392	10	0.025510204081632654	10	0.025510204081632654
all_candidate_component_masked_dinov2_linear	10	2023-05-25	0.75	0.5	0.5	80	392	5	0.012755102040816327	5	0.012755102040816327
all_candidate_component_masked_dinov2_linear	10	2023-05-25	0.75	0.5	0.75	80	392	5	0.012755102040816327	5	0.012755102040816327
all_candidate_component_masked_dinov2_linear	10	2023-05-25	0.75	0.5	0.9	80	392	5	0.012755102040816327	5	0.012755102040816327
all_candidate_component_masked_dinov2_linear	10	2023-05-25	0.75	0.75	0.5	80	392	1	0.002551020408163265	1	0.002551020408163265
all_candidate_component_masked_dinov2_linear	10	2023-05-25	0.75	0.75	0.75	80	392	1	0.002551020408163265	1	0.002551020408163265
all_candidate_component_masked_dinov2_linear	10	2023-05-25	0.75	0.75	0.9	80	392	1	0.002551020408163265	1	0.002551020408163265
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.25	0.25	0.5	80	440	80	0.18181818181818182	67	0.15227272727272728
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.25	0.25	0.75	80	440	80	0.18181818181818182	67	0.15227272727272728
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.25	0.25	0.9	80	440	80	0.18181818181818182	67	0.15227272727272728
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.25	0.5	0.5	80	440	64	0.14545454545454545	52	0.11818181818181818
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.25	0.5	0.75	80	440	64	0.14545454545454545	52	0.11818181818181818
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.25	0.5	0.9	80	440	64	0.14545454545454545	52	0.11818181818181818
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.25	0.75	0.5	80	440	19	0.04318181818181818	17	0.038636363636363635
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.25	0.75	0.75	80	440	19	0.04318181818181818	17	0.038636363636363635
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.25	0.75	0.9	80	440	19	0.04318181818181818	17	0.038636363636363635
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.5	0.25	0.5	80	440	67	0.15227272727272728	57	0.12954545454545455
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.5	0.25	0.75	80	440	67	0.15227272727272728	57	0.12954545454545455
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.5	0.25	0.9	80	440	67	0.15227272727272728	57	0.12954545454545455
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.5	0.5	0.5	80	440	52	0.11818181818181818	43	0.09772727272727273
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.5	0.5	0.75	80	440	52	0.11818181818181818	43	0.09772727272727273
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.5	0.5	0.9	80	440	52	0.11818181818181818	43	0.09772727272727273
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.5	0.75	0.5	80	440	12	0.02727272727272727	10	0.022727272727272728
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.5	0.75	0.75	80	440	12	0.02727272727272727	10	0.022727272727272728
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.5	0.75	0.9	80	440	12	0.02727272727272727	10	0.022727272727272728
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.75	0.25	0.5	80	440	53	0.12045454545454545	46	0.10454545454545454
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.75	0.25	0.75	80	440	53	0.12045454545454545	46	0.10454545454545454
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.75	0.25	0.9	80	440	53	0.12045454545454545	46	0.10454545454545454
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.75	0.5	0.5	80	440	41	0.09318181818181819	35	0.07954545454545454
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.75	0.5	0.75	80	440	41	0.09318181818181819	35	0.07954545454545454
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.75	0.5	0.9	80	440	41	0.09318181818181819	35	0.07954545454545454
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.75	0.75	0.5	80	440	6	0.013636363636363636	5	0.011363636363636364
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.75	0.75	0.75	80	440	6	0.013636363636363636	5	0.011363636363636364
all_candidate_component_masked_dinov2_linear	10	2023-05-30	0.75	0.75	0.9	80	440	6	0.013636363636363636	5	0.011363636363636364
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.25	0.25	0.5	80	726	112	0.15426997245179064	79	0.10881542699724518
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.25	0.25	0.75	80	726	112	0.15426997245179064	79	0.10881542699724518
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.25	0.25	0.9	80	726	112	0.15426997245179064	79	0.10881542699724518
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.25	0.5	0.5	80	726	110	0.15151515151515152	77	0.10606060606060606
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.25	0.5	0.75	80	726	110	0.15151515151515152	77	0.10606060606060606
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.25	0.5	0.9	80	726	110	0.15151515151515152	77	0.10606060606060606
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.25	0.75	0.5	80	726	46	0.06336088154269973	40	0.05509641873278237
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.25	0.75	0.75	80	726	46	0.06336088154269973	40	0.05509641873278237
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.25	0.75	0.9	80	726	46	0.06336088154269973	40	0.05509641873278237
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.5	0.25	0.5	80	726	110	0.15151515151515152	78	0.10743801652892562
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.5	0.25	0.75	80	726	110	0.15151515151515152	78	0.10743801652892562
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.5	0.25	0.9	80	726	110	0.15151515151515152	78	0.10743801652892562
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.5	0.5	0.5	80	726	108	0.1487603305785124	76	0.1046831955922865
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.5	0.5	0.75	80	726	108	0.1487603305785124	76	0.1046831955922865
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.5	0.5	0.9	80	726	108	0.1487603305785124	76	0.1046831955922865
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.5	0.75	0.5	80	726	45	0.06198347107438017	39	0.05371900826446281
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.5	0.75	0.75	80	726	45	0.06198347107438017	39	0.05371900826446281
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.5	0.75	0.9	80	726	45	0.06198347107438017	39	0.05371900826446281
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.75	0.25	0.5	80	726	94	0.12947658402203857	67	0.09228650137741047
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.75	0.25	0.75	80	726	94	0.12947658402203857	67	0.09228650137741047
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.75	0.25	0.9	80	726	94	0.12947658402203857	67	0.09228650137741047
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.75	0.5	0.5	80	726	92	0.12672176308539945	65	0.08953168044077135
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.75	0.5	0.75	80	726	92	0.12672176308539945	65	0.08953168044077135
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.75	0.5	0.9	80	726	92	0.12672176308539945	65	0.08953168044077135
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.75	0.75	0.5	80	726	34	0.046831955922865015	32	0.0440771349862259
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.75	0.75	0.75	80	726	34	0.046831955922865015	32	0.0440771349862259
all_candidate_component_masked_dinov2_linear	10	2023-06-06	0.75	0.75	0.9	80	726	34	0.046831955922865015	32	0.0440771349862259
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.25	0.25	0.5	20	154	10	0.06493506493506493	9	0.05844155844155844
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.25	0.25	0.75	20	154	10	0.06493506493506493	9	0.05844155844155844
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.25	0.25	0.9	20	154	10	0.06493506493506493	9	0.05844155844155844
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.25	0.5	0.5	20	154	10	0.06493506493506493	9	0.05844155844155844
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.25	0.5	0.75	20	154	10	0.06493506493506493	9	0.05844155844155844
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.25	0.5	0.9	20	154	10	0.06493506493506493	9	0.05844155844155844
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.25	0.75	0.5	20	154	7	0.045454545454545456	6	0.03896103896103896
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.25	0.75	0.75	20	154	7	0.045454545454545456	6	0.03896103896103896
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.25	0.75	0.9	20	154	7	0.045454545454545456	6	0.03896103896103896
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.5	0.25	0.5	20	154	9	0.05844155844155844	8	0.05194805194805195
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.5	0.25	0.75	20	154	9	0.05844155844155844	8	0.05194805194805195
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.5	0.25	0.9	20	154	9	0.05844155844155844	8	0.05194805194805195
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.5	0.5	0.5	20	154	9	0.05844155844155844	8	0.05194805194805195
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.5	0.5	0.75	20	154	9	0.05844155844155844	8	0.05194805194805195
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.5	0.5	0.9	20	154	9	0.05844155844155844	8	0.05194805194805195
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.5	0.75	0.5	20	154	6	0.03896103896103896	5	0.032467532467532464
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.5	0.75	0.75	20	154	6	0.03896103896103896	5	0.032467532467532464
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.5	0.75	0.9	20	154	6	0.03896103896103896	5	0.032467532467532464
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.75	0.25	0.5	20	154	6	0.03896103896103896	5	0.032467532467532464
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.75	0.25	0.75	20	154	6	0.03896103896103896	5	0.032467532467532464
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.75	0.25	0.9	20	154	6	0.03896103896103896	5	0.032467532467532464
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.75	0.5	0.5	20	154	6	0.03896103896103896	5	0.032467532467532464
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.75	0.5	0.75	20	154	6	0.03896103896103896	5	0.032467532467532464
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.75	0.5	0.9	20	154	6	0.03896103896103896	5	0.032467532467532464
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.75	0.75	0.5	20	154	3	0.01948051948051948	2	0.012987012987012988
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.75	0.75	0.75	20	154	3	0.01948051948051948	2	0.012987012987012988
all_candidate_component_masked_dinov2_linear	10	2023-06-15	0.75	0.75	0.9	20	154	3	0.01948051948051948	2	0.012987012987012988
all_candidate_component_masked_dinov2_linear	20	ALL	0.25	0.25	0.5	520	1712	494	0.2885514018691589	322	0.18808411214953272
all_candidate_component_masked_dinov2_linear	20	ALL	0.25	0.25	0.75	520	1712	494	0.2885514018691589	322	0.18808411214953272
all_candidate_component_masked_dinov2_linear	20	ALL	0.25	0.25	0.9	520	1712	425	0.24824766355140188	320	0.18691588785046728
all_candidate_component_masked_dinov2_linear	20	ALL	0.25	0.5	0.5	520	1712	424	0.24766355140186916	260	0.15186915887850466
all_candidate_component_masked_dinov2_linear	20	ALL	0.25	0.5	0.75	520	1712	424	0.24766355140186916	260	0.15186915887850466
all_candidate_component_masked_dinov2_linear	20	ALL	0.25	0.5	0.9	520	1712	355	0.20735981308411214	258	0.15070093457943926
all_candidate_component_masked_dinov2_linear	20	ALL	0.25	0.75	0.5	520	1712	218	0.12733644859813084	120	0.07009345794392523
all_candidate_component_masked_dinov2_linear	20	ALL	0.25	0.75	0.75	520	1712	218	0.12733644859813084	120	0.07009345794392523
all_candidate_component_masked_dinov2_linear	20	ALL	0.25	0.75	0.9	520	1712	149	0.08703271028037383	118	0.0689252336448598
all_candidate_component_masked_dinov2_linear	20	ALL	0.5	0.25	0.5	520	1712	450	0.2628504672897196	289	0.16880841121495327
all_candidate_component_masked_dinov2_linear	20	ALL	0.5	0.25	0.75	520	1712	450	0.2628504672897196	289	0.16880841121495327
all_candidate_component_masked_dinov2_linear	20	ALL	0.5	0.25	0.9	520	1712	383	0.22371495327102803	287	0.16764018691588786
all_candidate_component_masked_dinov2_linear	20	ALL	0.5	0.5	0.5	520	1712	386	0.22546728971962618	232	0.13551401869158877
all_candidate_component_masked_dinov2_linear	20	ALL	0.5	0.5	0.75	520	1712	386	0.22546728971962618	232	0.13551401869158877
all_candidate_component_masked_dinov2_linear	20	ALL	0.5	0.5	0.9	520	1712	319	0.1863317757009346	230	0.13434579439252337
all_candidate_component_masked_dinov2_linear	20	ALL	0.5	0.75	0.5	520	1712	195	0.11390186915887851	101	0.05899532710280374
all_candidate_component_masked_dinov2_linear	20	ALL	0.5	0.75	0.75	520	1712	195	0.11390186915887851	101	0.05899532710280374
all_candidate_component_masked_dinov2_linear	20	ALL	0.5	0.75	0.9	520	1712	128	0.07476635514018691	99	0.05782710280373832
all_candidate_component_masked_dinov2_linear	20	ALL	0.75	0.25	0.5	520	1712	359	0.20969626168224298	226	0.13200934579439252
all_candidate_component_masked_dinov2_linear	20	ALL	0.75	0.25	0.75	520	1712	359	0.20969626168224298	226	0.13200934579439252
all_candidate_component_masked_dinov2_linear	20	ALL	0.75	0.25	0.9	520	1712	298	0.17406542056074767	225	0.1314252336448598
all_candidate_component_masked_dinov2_linear	20	ALL	0.75	0.5	0.5	520	1712	310	0.1810747663551402	182	0.10630841121495327
all_candidate_component_masked_dinov2_linear	20	ALL	0.75	0.5	0.75	520	1712	310	0.1810747663551402	182	0.10630841121495327
all_candidate_component_masked_dinov2_linear	20	ALL	0.75	0.5	0.9	520	1712	249	0.14544392523364486	181	0.10572429906542057
all_candidate_component_masked_dinov2_linear	20	ALL	0.75	0.75	0.5	520	1712	144	0.08411214953271028	65	0.037967289719626166
all_candidate_component_masked_dinov2_linear	20	ALL	0.75	0.75	0.75	520	1712	144	0.08411214953271028	65	0.037967289719626166
all_candidate_component_masked_dinov2_linear	20	ALL	0.75	0.75	0.9	520	1712	83	0.04848130841121495	64	0.037383177570093455
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.25	0.25	0.5	160	392	29	0.07397959183673469	28	0.07142857142857142
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.25	0.25	0.75	160	392	29	0.07397959183673469	28	0.07142857142857142
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.25	0.25	0.9	160	392	28	0.07142857142857142	27	0.06887755102040816
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.25	0.5	0.5	160	392	15	0.03826530612244898	14	0.03571428571428571
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.25	0.5	0.75	160	392	15	0.03826530612244898	14	0.03571428571428571
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.25	0.5	0.9	160	392	14	0.03571428571428571	13	0.03316326530612245
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.25	0.75	0.5	160	392	4	0.01020408163265306	4	0.01020408163265306
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.25	0.75	0.75	160	392	4	0.01020408163265306	4	0.01020408163265306
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.25	0.75	0.9	160	392	3	0.007653061224489796	3	0.007653061224489796
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.5	0.25	0.5	160	392	27	0.06887755102040816	26	0.0663265306122449
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.5	0.25	0.75	160	392	27	0.06887755102040816	26	0.0663265306122449
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.5	0.25	0.9	160	392	26	0.0663265306122449	25	0.06377551020408163
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.5	0.5	0.5	160	392	13	0.03316326530612245	12	0.030612244897959183
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.5	0.5	0.75	160	392	13	0.03316326530612245	12	0.030612244897959183
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.5	0.5	0.9	160	392	12	0.030612244897959183	11	0.02806122448979592
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.5	0.75	0.5	160	392	4	0.01020408163265306	4	0.01020408163265306
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.5	0.75	0.75	160	392	4	0.01020408163265306	4	0.01020408163265306
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.5	0.75	0.9	160	392	3	0.007653061224489796	3	0.007653061224489796
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.75	0.25	0.5	160	392	16	0.04081632653061224	16	0.04081632653061224
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.75	0.25	0.75	160	392	16	0.04081632653061224	16	0.04081632653061224
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.75	0.25	0.9	160	392	16	0.04081632653061224	16	0.04081632653061224
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.75	0.5	0.5	160	392	8	0.02040816326530612	8	0.02040816326530612
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.75	0.5	0.75	160	392	8	0.02040816326530612	8	0.02040816326530612
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.75	0.5	0.9	160	392	8	0.02040816326530612	8	0.02040816326530612
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.75	0.75	0.5	160	392	1	0.002551020408163265	1	0.002551020408163265
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.75	0.75	0.75	160	392	1	0.002551020408163265	1	0.002551020408163265
all_candidate_component_masked_dinov2_linear	20	2023-05-25	0.75	0.75	0.9	160	392	1	0.002551020408163265	1	0.002551020408163265
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.25	0.25	0.5	160	440	150	0.3409090909090909	123	0.27954545454545454
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.25	0.25	0.75	160	440	150	0.3409090909090909	123	0.27954545454545454
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.25	0.25	0.9	160	440	150	0.3409090909090909	123	0.27954545454545454
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.25	0.5	0.5	160	440	105	0.23863636363636365	85	0.19318181818181818
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.25	0.5	0.75	160	440	105	0.23863636363636365	85	0.19318181818181818
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.25	0.5	0.9	160	440	105	0.23863636363636365	85	0.19318181818181818
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.25	0.75	0.5	160	440	26	0.05909090909090909	24	0.05454545454545454
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.25	0.75	0.75	160	440	26	0.05909090909090909	24	0.05454545454545454
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.25	0.75	0.9	160	440	26	0.05909090909090909	24	0.05454545454545454
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.5	0.25	0.5	160	440	124	0.2818181818181818	103	0.2340909090909091
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.5	0.25	0.75	160	440	124	0.2818181818181818	103	0.2340909090909091
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.5	0.25	0.9	160	440	124	0.2818181818181818	103	0.2340909090909091
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.5	0.5	0.5	160	440	84	0.19090909090909092	69	0.15681818181818183
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.5	0.5	0.75	160	440	84	0.19090909090909092	69	0.15681818181818183
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.5	0.5	0.9	160	440	84	0.19090909090909092	69	0.15681818181818183
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.5	0.75	0.5	160	440	17	0.038636363636363635	15	0.03409090909090909
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.5	0.75	0.75	160	440	17	0.038636363636363635	15	0.03409090909090909
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.5	0.75	0.9	160	440	17	0.038636363636363635	15	0.03409090909090909
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.75	0.25	0.5	160	440	99	0.225	85	0.19318181818181818
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.75	0.25	0.75	160	440	99	0.225	85	0.19318181818181818
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.75	0.25	0.9	160	440	99	0.225	85	0.19318181818181818
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.75	0.5	0.5	160	440	65	0.14772727272727273	56	0.12727272727272726
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.75	0.5	0.75	160	440	65	0.14772727272727273	56	0.12727272727272726
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.75	0.5	0.9	160	440	65	0.14772727272727273	56	0.12727272727272726
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.75	0.75	0.5	160	440	8	0.01818181818181818	7	0.015909090909090907
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.75	0.75	0.75	160	440	8	0.01818181818181818	7	0.015909090909090907
all_candidate_component_masked_dinov2_linear	20	2023-05-30	0.75	0.75	0.9	160	440	8	0.01818181818181818	7	0.015909090909090907
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.25	0.25	0.5	160	726	232	0.31955922865013775	157	0.2162534435261708
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.25	0.25	0.75	160	726	232	0.31955922865013775	157	0.2162534435261708
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.25	0.25	0.9	160	726	232	0.31955922865013775	157	0.2162534435261708
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.25	0.5	0.5	160	726	221	0.3044077134986226	147	0.2024793388429752
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.25	0.5	0.75	160	726	221	0.3044077134986226	147	0.2024793388429752
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.25	0.5	0.9	160	726	221	0.3044077134986226	147	0.2024793388429752
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.25	0.75	0.5	160	726	108	0.1487603305785124	81	0.1115702479338843
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.25	0.75	0.75	160	726	108	0.1487603305785124	81	0.1115702479338843
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.25	0.75	0.9	160	726	108	0.1487603305785124	81	0.1115702479338843
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.5	0.25	0.5	160	726	220	0.30303030303030304	148	0.20385674931129477
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.5	0.25	0.75	160	726	220	0.30303030303030304	148	0.20385674931129477
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.5	0.25	0.9	160	726	220	0.30303030303030304	148	0.20385674931129477
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.5	0.5	0.5	160	726	210	0.2892561983471074	139	0.19146005509641872
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.5	0.5	0.75	160	726	210	0.2892561983471074	139	0.19146005509641872
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.5	0.5	0.9	160	726	210	0.2892561983471074	139	0.19146005509641872
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.5	0.75	0.5	160	726	98	0.1349862258953168	73	0.10055096418732783
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.5	0.75	0.75	160	726	98	0.1349862258953168	73	0.10055096418732783
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.5	0.75	0.9	160	726	98	0.1349862258953168	73	0.10055096418732783
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.75	0.25	0.5	160	726	175	0.24104683195592286	117	0.16115702479338842
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.75	0.25	0.75	160	726	175	0.24104683195592286	117	0.16115702479338842
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.75	0.25	0.9	160	726	175	0.24104683195592286	117	0.16115702479338842
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.75	0.5	0.5	160	726	168	0.23140495867768596	110	0.15151515151515152
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.75	0.5	0.75	160	726	168	0.23140495867768596	110	0.15151515151515152
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.75	0.5	0.9	160	726	168	0.23140495867768596	110	0.15151515151515152
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.75	0.75	0.5	160	726	69	0.09504132231404959	52	0.07162534435261708
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.75	0.75	0.75	160	726	69	0.09504132231404959	52	0.07162534435261708
all_candidate_component_masked_dinov2_linear	20	2023-06-06	0.75	0.75	0.9	160	726	69	0.09504132231404959	52	0.07162534435261708
all_candidate_component_masked_dinov2_linear	20	2023-06-15	0.25	0.25	0.5	40	154	83	0.538961038961039	14	0.09090909090909091
all_candidate_component_masked_dinov2_linear	20	2023-06-15	0.25	0.25	0.75	40	154	83	0.538961038961039	14	0.09090909090909091
