model	k	stratum	minimum_instance_coverage	minimum_candidate_labeled_coverage	minimum_same_role_purity	selected_candidates	weed_truth_instances	many_to_one_recalled_instances	many_to_one_queued_recall	one_to_one_matches	one_to_one_queued_recall
all_candidate_role_plus_local_logistic	20	ALL	0.5	0.75	0.9	520	1712	123	0.07184579439252337	90	0.052570093457943924
all_candidate_role_plus_local_logistic	20	ALL	0.75	0.25	0.5	520	1712	365	0.21320093457943926	202	0.11799065420560748
all_candidate_role_plus_local_logistic	20	ALL	0.75	0.25	0.75	520	1712	316	0.18457943925233644	196	0.11448598130841121
all_candidate_role_plus_local_logistic	20	ALL	0.75	0.25	0.9	520	1712	255	0.14894859813084113	195	0.11390186915887851
all_candidate_role_plus_local_logistic	20	ALL	0.75	0.5	0.5	520	1712	320	0.18691588785046728	161	0.09404205607476636
all_candidate_role_plus_local_logistic	20	ALL	0.75	0.5	0.75	520	1712	271	0.1582943925233645	155	0.0905373831775701
all_candidate_role_plus_local_logistic	20	ALL	0.75	0.5	0.9	520	1712	210	0.12266355140186916	154	0.08995327102803738
all_candidate_role_plus_local_logistic	20	ALL	0.75	0.75	0.5	520	1712	149	0.08703271028037383	56	0.03271028037383177
all_candidate_role_plus_local_logistic	20	ALL	0.75	0.75	0.75	520	1712	136	0.0794392523364486	54	0.03154205607476635
all_candidate_role_plus_local_logistic	20	ALL	0.75	0.75	0.9	520	1712	75	0.04380841121495327	53	0.030957943925233645
all_candidate_role_plus_local_logistic	20	2023-05-25	0.25	0.25	0.5	160	392	22	0.05612244897959184	21	0.05357142857142857
all_candidate_role_plus_local_logistic	20	2023-05-25	0.25	0.25	0.75	160	392	22	0.05612244897959184	21	0.05357142857142857
all_candidate_role_plus_local_logistic	20	2023-05-25	0.25	0.25	0.9	160	392	21	0.05357142857142857	20	0.05102040816326531
all_candidate_role_plus_local_logistic	20	2023-05-25	0.25	0.5	0.5	160	392	14	0.03571428571428571	13	0.03316326530612245
all_candidate_role_plus_local_logistic	20	2023-05-25	0.25	0.5	0.75	160	392	14	0.03571428571428571	13	0.03316326530612245
all_candidate_role_plus_local_logistic	20	2023-05-25	0.25	0.5	0.9	160	392	13	0.03316326530612245	12	0.030612244897959183
all_candidate_role_plus_local_logistic	20	2023-05-25	0.25	0.75	0.5	160	392	3	0.007653061224489796	3	0.007653061224489796
all_candidate_role_plus_local_logistic	20	2023-05-25	0.25	0.75	0.75	160	392	3	0.007653061224489796	3	0.007653061224489796
all_candidate_role_plus_local_logistic	20	2023-05-25	0.25	0.75	0.9	160	392	2	0.00510204081632653	2	0.00510204081632653
all_candidate_role_plus_local_logistic	20	2023-05-25	0.5	0.25	0.5	160	392	20	0.05102040816326531	19	0.04846938775510204
all_candidate_role_plus_local_logistic	20	2023-05-25	0.5	0.25	0.75	160	392	20	0.05102040816326531	19	0.04846938775510204
all_candidate_role_plus_local_logistic	20	2023-05-25	0.5	0.25	0.9	160	392	19	0.04846938775510204	18	0.04591836734693878
all_candidate_role_plus_local_logistic	20	2023-05-25	0.5	0.5	0.5	160	392	12	0.030612244897959183	11	0.02806122448979592
all_candidate_role_plus_local_logistic	20	2023-05-25	0.5	0.5	0.75	160	392	12	0.030612244897959183	11	0.02806122448979592
all_candidate_role_plus_local_logistic	20	2023-05-25	0.5	0.5	0.9	160	392	11	0.02806122448979592	10	0.025510204081632654
all_candidate_role_plus_local_logistic	20	2023-05-25	0.5	0.75	0.5	160	392	3	0.007653061224489796	3	0.007653061224489796
all_candidate_role_plus_local_logistic	20	2023-05-25	0.5	0.75	0.75	160	392	3	0.007653061224489796	3	0.007653061224489796
all_candidate_role_plus_local_logistic	20	2023-05-25	0.5	0.75	0.9	160	392	2	0.00510204081632653	2	0.00510204081632653
all_candidate_role_plus_local_logistic	20	2023-05-25	0.75	0.25	0.5	160	392	14	0.03571428571428571	14	0.03571428571428571
all_candidate_role_plus_local_logistic	20	2023-05-25	0.75	0.25	0.75	160	392	14	0.03571428571428571	14	0.03571428571428571
all_candidate_role_plus_local_logistic	20	2023-05-25	0.75	0.25	0.9	160	392	14	0.03571428571428571	14	0.03571428571428571
all_candidate_role_plus_local_logistic	20	2023-05-25	0.75	0.5	0.5	160	392	7	0.017857142857142856	7	0.017857142857142856
all_candidate_role_plus_local_logistic	20	2023-05-25	0.75	0.5	0.75	160	392	7	0.017857142857142856	7	0.017857142857142856
all_candidate_role_plus_local_logistic	20	2023-05-25	0.75	0.5	0.9	160	392	7	0.017857142857142856	7	0.017857142857142856
all_candidate_role_plus_local_logistic	20	2023-05-25	0.75	0.75	0.5	160	392	0	0.0	0	0.0
all_candidate_role_plus_local_logistic	20	2023-05-25	0.75	0.75	0.75	160	392	0	0.0	0	0.0
all_candidate_role_plus_local_logistic	20	2023-05-25	0.75	0.75	0.9	160	392	0	0.0	0	0.0
all_candidate_role_plus_local_logistic	20	2023-05-30	0.25	0.25	0.5	160	440	123	0.27954545454545454	104	0.23636363636363636
all_candidate_role_plus_local_logistic	20	2023-05-30	0.25	0.25	0.75	160	440	123	0.27954545454545454	104	0.23636363636363636
all_candidate_role_plus_local_logistic	20	2023-05-30	0.25	0.25	0.9	160	440	123	0.27954545454545454	104	0.23636363636363636
all_candidate_role_plus_local_logistic	20	2023-05-30	0.25	0.5	0.5	160	440	84	0.19090909090909092	69	0.15681818181818183
all_candidate_role_plus_local_logistic	20	2023-05-30	0.25	0.5	0.75	160	440	84	0.19090909090909092	69	0.15681818181818183
all_candidate_role_plus_local_logistic	20	2023-05-30	0.25	0.5	0.9	160	440	84	0.19090909090909092	69	0.15681818181818183
all_candidate_role_plus_local_logistic	20	2023-05-30	0.25	0.75	0.5	160	440	21	0.04772727272727273	20	0.045454545454545456
all_candidate_role_plus_local_logistic	20	2023-05-30	0.25	0.75	0.75	160	440	21	0.04772727272727273	20	0.045454545454545456
all_candidate_role_plus_local_logistic	20	2023-05-30	0.25	0.75	0.9	160	440	21	0.04772727272727273	20	0.045454545454545456
all_candidate_role_plus_local_logistic	20	2023-05-30	0.5	0.25	0.5	160	440	104	0.23636363636363636	89	0.20227272727272727
all_candidate_role_plus_local_logistic	20	2023-05-30	0.5	0.25	0.75	160	440	104	0.23636363636363636	89	0.20227272727272727
all_candidate_role_plus_local_logistic	20	2023-05-30	0.5	0.25	0.9	160	440	104	0.23636363636363636	89	0.20227272727272727
all_candidate_role_plus_local_logistic	20	2023-05-30	0.5	0.5	0.5	160	440	68	0.15454545454545454	57	0.12954545454545455
all_candidate_role_plus_local_logistic	20	2023-05-30	0.5	0.5	0.75	160	440	68	0.15454545454545454	57	0.12954545454545455
all_candidate_role_plus_local_logistic	20	2023-05-30	0.5	0.5	0.9	160	440	68	0.15454545454545454	57	0.12954545454545455
all_candidate_role_plus_local_logistic	20	2023-05-30	0.5	0.75	0.5	160	440	13	0.029545454545454545	12	0.02727272727272727
all_candidate_role_plus_local_logistic	20	2023-05-30	0.5	0.75	0.75	160	440	13	0.029545454545454545	12	0.02727272727272727
all_candidate_role_plus_local_logistic	20	2023-05-30	0.5	0.75	0.9	160	440	13	0.029545454545454545	12	0.02727272727272727
all_candidate_role_plus_local_logistic	20	2023-05-30	0.75	0.25	0.5	160	440	85	0.19318181818181818	75	0.17045454545454544
all_candidate_role_plus_local_logistic	20	2023-05-30	0.75	0.25	0.75	160	440	85	0.19318181818181818	75	0.17045454545454544
all_candidate_role_plus_local_logistic	20	2023-05-30	0.75	0.25	0.9	160	440	85	0.19318181818181818	75	0.17045454545454544
all_candidate_role_plus_local_logistic	20	2023-05-30	0.75	0.5	0.5	160	440	53	0.12045454545454545	47	0.10681818181818181
all_candidate_role_plus_local_logistic	20	2023-05-30	0.75	0.5	0.75	160	440	53	0.12045454545454545	47	0.10681818181818181
all_candidate_role_plus_local_logistic	20	2023-05-30	0.75	0.5	0.9	160	440	53	0.12045454545454545	47	0.10681818181818181
all_candidate_role_plus_local_logistic	20	2023-05-30	0.75	0.75	0.5	160	440	5	0.011363636363636364	5	0.011363636363636364
all_candidate_role_plus_local_logistic	20	2023-05-30	0.75	0.75	0.75	160	440	5	0.011363636363636364	5	0.011363636363636364
all_candidate_role_plus_local_logistic	20	2023-05-30	0.75	0.75	0.9	160	440	5	0.011363636363636364	5	0.011363636363636364
all_candidate_role_plus_local_logistic	20	2023-06-06	0.25	0.25	0.5	160	726	247	0.3402203856749311	147	0.2024793388429752
all_candidate_role_plus_local_logistic	20	2023-06-06	0.25	0.25	0.75	160	726	205	0.28236914600550966	142	0.19559228650137742
all_candidate_role_plus_local_logistic	20	2023-06-06	0.25	0.25	0.9	160	726	205	0.28236914600550966	142	0.19559228650137742
all_candidate_role_plus_local_logistic	20	2023-06-06	0.25	0.5	0.5	160	726	238	0.3278236914600551	138	0.19008264462809918
all_candidate_role_plus_local_logistic	20	2023-06-06	0.25	0.5	0.75	160	726	196	0.2699724517906336	133	0.18319559228650137
all_candidate_role_plus_local_logistic	20	2023-06-06	0.25	0.5	0.9	160	726	196	0.2699724517906336	133	0.18319559228650137
all_candidate_role_plus_local_logistic	20	2023-06-06	0.25	0.75	0.5	160	726	110	0.15151515151515152	76	0.1046831955922865
all_candidate_role_plus_local_logistic	20	2023-06-06	0.25	0.75	0.75	160	726	109	0.15013774104683195	75	0.10330578512396695
all_candidate_role_plus_local_logistic	20	2023-06-06	0.25	0.75	0.9	160	726	109	0.15013774104683195	75	0.10330578512396695
all_candidate_role_plus_local_logistic	20	2023-06-06	0.5	0.25	0.5	160	726	233	0.3209366391184573	136	0.18732782369146006
all_candidate_role_plus_local_logistic	20	2023-06-06	0.5	0.25	0.75	160	726	191	0.2630853994490358	131	0.18044077134986225
all_candidate_role_plus_local_logistic	20	2023-06-06	0.5	0.25	0.9	160	726	191	0.2630853994490358	131	0.18044077134986225
all_candidate_role_plus_local_logistic	20	2023-06-06	0.5	0.5	0.5	160	726	225	0.30991735537190085	128	0.1763085399449036
all_candidate_role_plus_local_logistic	20	2023-06-06	0.5	0.5	0.75	160	726	183	0.25206611570247933	123	0.16942148760330578
all_candidate_role_plus_local_logistic	20	2023-06-06	0.5	0.5	0.9	160	726	183	0.25206611570247933	123	0.16942148760330578
all_candidate_role_plus_local_logistic	20	2023-06-06	0.5	0.75	0.5	160	726	101	0.13911845730027547	69	0.09504132231404959
all_candidate_role_plus_local_logistic	20	2023-06-06	0.5	0.75	0.75	160	726	100	0.13774104683195593	68	0.09366391184573003
all_candidate_role_plus_local_logistic	20	2023-06-06	0.5	0.75	0.9	160	726	100	0.13774104683195593	68	0.09366391184573003
all_candidate_role_plus_local_logistic	20	2023-06-06	0.75	0.25	0.5	160	726	186	0.256198347107438	104	0.14325068870523416
all_candidate_role_plus_local_logistic	20	2023-06-06	0.75	0.25	0.75	160	726	149	0.20523415977961432	99	0.13636363636363635
all_candidate_role_plus_local_logistic	20	2023-06-06	0.75	0.25	0.9	160	726	149	0.20523415977961432	99	0.13636363636363635
all_candidate_role_plus_local_logistic	20	2023-06-06	0.75	0.5	0.5	160	726	180	0.24793388429752067	98	0.1349862258953168
all_candidate_role_plus_local_logistic	20	2023-06-06	0.75	0.5	0.75	160	726	143	0.19696969696969696	93	0.128099173553719
all_candidate_role_plus_local_logistic	20	2023-06-06	0.75	0.5	0.9	160	726	143	0.19696969696969696	93	0.128099173553719
all_candidate_role_plus_local_logistic	20	2023-06-06	0.75	0.75	0.5	160	726	67	0.09228650137741047	45	0.06198347107438017
all_candidate_role_plus_local_logistic	20	2023-06-06	0.75	0.75	0.75	160	726	66	0.09090909090909091	44	0.06060606060606061
all_candidate_role_plus_local_logistic	20	2023-06-06	0.75	0.75	0.9	160	726	66	0.09090909090909091	44	0.06060606060606061
all_candidate_role_plus_local_logistic	20	2023-06-15	0.25	0.25	0.5	40	154	99	0.6428571428571429	15	0.09740259740259741
all_candidate_role_plus_local_logistic	20	2023-06-15	0.25	0.25	0.75	40	154	82	0.5324675324675324	14	0.09090909090909091
all_candidate_role_plus_local_logistic	20	2023-06-15	0.25	0.25	0.9	40	154	14	0.09090909090909091	13	0.08441558441558442
all_candidate_role_plus_local_logistic	20	2023-06-15	0.25	0.5	0.5	40	154	99	0.6428571428571429	15	0.09740259740259741
all_candidate_role_plus_local_logistic	20	2023-06-15	0.25	0.5	0.75	40	154	82	0.5324675324675324	14	0.09090909090909091
all_candidate_role_plus_local_logistic	20	2023-06-15	0.25	0.5	0.9	40	154	14	0.09090909090909091	13	0.08441558441558442
all_candidate_role_plus_local_logistic	20	2023-06-15	0.25	0.75	0.5	40	154	96	0.6233766233766234	12	0.07792207792207792
all_candidate_role_plus_local_logistic	20	2023-06-15	0.25	0.75	0.75	40	154	79	0.512987012987013	11	0.07142857142857142
all_candidate_role_plus_local_logistic	20	2023-06-15	0.25	0.75	0.9	40	154	11	0.07142857142857142	10	0.06493506493506493
all_candidate_role_plus_local_logistic	20	2023-06-15	0.5	0.25	0.5	40	154	93	0.6038961038961039	13	0.08441558441558442
all_candidate_role_plus_local_logistic	20	2023-06-15	0.5	0.25	0.75	40	154	77	0.5	12	0.07792207792207792
all_candidate_role_plus_local_logistic	20	2023-06-15	0.5	0.25	0.9	40	154	11	0.07142857142857142	11	0.07142857142857142
all_candidate_role_plus_local_logistic	20	2023-06-15	0.5	0.5	0.5	40	154	93	0.6038961038961039	13	0.08441558441558442
all_candidate_role_plus_local_logistic	20	2023-06-15	0.5	0.5	0.75	40	154	77	0.5	12	0.07792207792207792
all_candidate_role_plus_local_logistic	20	2023-06-15	0.5	0.5	0.9	40	154	11	0.07142857142857142	11	0.07142857142857142
all_candidate_role_plus_local_logistic	20	2023-06-15	0.5	0.75	0.5	40	154	90	0.5844155844155844	10	0.06493506493506493
all_candidate_role_plus_local_logistic	20	2023-06-15	0.5	0.75	0.75	40	154	74	0.4805194805194805	9	0.05844155844155844
all_candidate_role_plus_local_logistic	20	2023-06-15	0.5	0.75	0.9	40	154	8	0.05194805194805195	8	0.05194805194805195
all_candidate_role_plus_local_logistic	20	2023-06-15	0.75	0.25	0.5	40	154	80	0.5194805194805194	9	0.05844155844155844
all_candidate_role_plus_local_logistic	20	2023-06-15	0.75	0.25	0.75	40	154	68	0.44155844155844154	8	0.05194805194805195
all_candidate_role_plus_local_logistic	20	2023-06-15	0.75	0.25	0.9	40	154	7	0.045454545454545456	7	0.045454545454545456
all_candidate_role_plus_local_logistic	20	2023-06-15	0.75	0.5	0.5	40	154	80	0.5194805194805194	9	0.05844155844155844
all_candidate_role_plus_local_logistic	20	2023-06-15	0.75	0.5	0.75	40	154	68	0.44155844155844154	8	0.05194805194805195
all_candidate_role_plus_local_logistic	20	2023-06-15	0.75	0.5	0.9	40	154	7	0.045454545454545456	7	0.045454545454545456
all_candidate_role_plus_local_logistic	20	2023-06-15	0.75	0.75	0.5	40	154	77	0.5	6	0.03896103896103896
all_candidate_role_plus_local_logistic	20	2023-06-15	0.75	0.75	0.75	40	154	65	0.42207792207792205	5	0.032467532467532464
all_candidate_role_plus_local_logistic	20	2023-06-15	0.75	0.75	0.9	40	154	4	0.025974025974025976	4	0.025974025974025976
all_candidate_role_plus_local_logistic	50	ALL	0.25	0.25	0.5	1237	1712	790	0.4614485981308411	516	0.3014018691588785
all_candidate_role_plus_local_logistic	50	ALL	0.25	0.25	0.75	1237	1712	730	0.4264018691588785	509	0.2973130841121495
all_candidate_role_plus_local_logistic	50	ALL	0.25	0.25	0.9	1237	1712	661	0.3860981308411215	507	0.29614485981308414
all_candidate_role_plus_local_logistic	50	ALL	0.25	0.5	0.5	1237	1712	663	0.3872663551401869	398	0.2324766355140187
all_candidate_role_plus_local_logistic	50	ALL	0.25	0.5	0.75	1237	1712	603	0.3522196261682243	391	0.2283878504672897
all_candidate_role_plus_local_logistic	50	ALL	0.25	0.5	0.9	1237	1712	534	0.3119158878504673	389	0.2272196261682243
all_candidate_role_plus_local_logistic	50	ALL	0.25	0.75	0.5	1237	1712	316	0.18457943925233644	175	0.1022196261682243
all_candidate_role_plus_local_logistic	50	ALL	0.25	0.75	0.75	1237	1712	298	0.17406542056074767	173	0.10105140186915888
all_candidate_role_plus_local_logistic	50	ALL	0.25	0.75	0.9	1237	1712	229	0.13376168224299065	171	0.09988317757009346
all_candidate_role_plus_local_logistic	50	ALL	0.5	0.25	0.5	1237	1712	720	0.4205607476635514	460	0.26869158878504673
all_candidate_role_plus_local_logistic	50	ALL	0.5	0.25	0.75	1237	1712	661	0.3860981308411215	453	0.26460280373831774
all_candidate_role_plus_local_logistic	50	ALL	0.5	0.25	0.9	1237	1712	594	0.3469626168224299	451	0.26343457943925236
all_candidate_role_plus_local_logistic	50	ALL	0.5	0.5	0.5	1237	1712	602	0.3516355140186916	351	0.2050233644859813
all_candidate_role_plus_local_logistic	50	ALL	0.5	0.5	0.75	1237	1712	543	0.3171728971962617	344	0.20093457943925233
all_candidate_role_plus_local_logistic	50	ALL	0.5	0.5	0.9	1237	1712	476	0.2780373831775701	342	0.19976635514018692
all_candidate_role_plus_local_logistic	50	ALL	0.5	0.75	0.5	1237	1712	278	0.16238317757009346	144	0.08411214953271028
all_candidate_role_plus_local_logistic	50	ALL	0.5	0.75	0.75	1237	1712	261	0.15245327102803738	142	0.08294392523364486
all_candidate_role_plus_local_logistic	50	ALL	0.5	0.75	0.9	1237	1712	194	0.1133177570093458	140	0.08177570093457943
all_candidate_role_plus_local_logistic	50	ALL	0.75	0.25	0.5	1237	1712	557	0.3253504672897196	339	0.19801401869158877
all_candidate_role_plus_local_logistic	50	ALL	0.75	0.25	0.75	1237	1712	507	0.29614485981308414	332	0.1939252336448598
all_candidate_role_plus_local_logistic	50	ALL	0.75	0.25	0.9	1237	1712	446	0.2605140186915888	331	0.1933411214953271
all_candidate_role_plus_local_logistic	50	ALL	0.75	0.5	0.5	1237	1712	463	0.27044392523364486	251	0.1466121495327103
all_candidate_role_plus_local_logistic	50	ALL	0.75	0.5	0.75	1237	1712	413	0.24123831775700935	244	0.1425233644859813
all_candidate_role_plus_local_logistic	50	ALL	0.75	0.5	0.9	1237	1712	352	0.205607476635514	243	0.1419392523364486
all_candidate_role_plus_local_logistic	50	ALL	0.75	0.75	0.5	1237	1712	193	0.11273364485981309	83	0.04848130841121495
all_candidate_role_plus_local_logistic	50	ALL	0.75	0.75	0.75	1237	1712	180	0.10514018691588785	81	0.04731308411214953
all_candidate_role_plus_local_logistic	50	ALL	0.75	0.75	0.9	1237	1712	119	0.06950934579439252	80	0.04672897196261682
all_candidate_role_plus_local_logistic	50	2023-05-25	0.25	0.25	0.5	382	392	31	0.07908163265306123	30	0.07653061224489796
all_candidate_role_plus_local_logistic	50	2023-05-25	0.25	0.25	0.75	382	392	31	0.07908163265306123	30	0.07653061224489796
all_candidate_role_plus_local_logistic	50	2023-05-25	0.25	0.25	0.9	382	392	30	0.07653061224489796	29	0.07397959183673469
all_candidate_role_plus_local_logistic	50	2023-05-25	0.25	0.5	0.5	382	392	16	0.04081632653061224	15	0.03826530612244898
all_candidate_role_plus_local_logistic	50	2023-05-25	0.25	0.5	0.75	382	392	16	0.04081632653061224	15	0.03826530612244898
all_candidate_role_plus_local_logistic	50	2023-05-25	0.25	0.5	0.9	382	392	15	0.03826530612244898	14	0.03571428571428571
all_candidate_role_plus_local_logistic	50	2023-05-25	0.25	0.75	0.5	382	392	4	0.01020408163265306	4	0.01020408163265306
all_candidate_role_plus_local_logistic	50	2023-05-25	0.25	0.75	0.75	382	392	4	0.01020408163265306	4	0.01020408163265306
all_candidate_role_plus_local_logistic	50	2023-05-25	0.25	0.75	0.9	382	392	3	0.007653061224489796	3	0.007653061224489796
all_candidate_role_plus_local_logistic	50	2023-05-25	0.5	0.25	0.5	382	392	28	0.07142857142857142	27	0.06887755102040816
all_candidate_role_plus_local_logistic	50	2023-05-25	0.5	0.25	0.75	382	392	28	0.07142857142857142	27	0.06887755102040816
all_candidate_role_plus_local_logistic	50	2023-05-25	0.5	0.25	0.9	382	392	27	0.06887755102040816	26	0.0663265306122449
all_candidate_role_plus_local_logistic	50	2023-05-25	0.5	0.5	0.5	382	392	14	0.03571428571428571	13	0.03316326530612245
all_candidate_role_plus_local_logistic	50	2023-05-25	0.5	0.5	0.75	382	392	14	0.03571428571428571	13	0.03316326530612245
all_candidate_role_plus_local_logistic	50	2023-05-25	0.5	0.5	0.9	382	392	13	0.03316326530612245	12	0.030612244897959183
all_candidate_role_plus_local_logistic	50	2023-05-25	0.5	0.75	0.5	382	392	4	0.01020408163265306	4	0.01020408163265306
all_candidate_role_plus_local_logistic	50	2023-05-25	0.5	0.75	0.75	382	392	4	0.01020408163265306	4	0.01020408163265306
all_candidate_role_plus_local_logistic	50	2023-05-25	0.5	0.75	0.9	382	392	3	0.007653061224489796	3	0.007653061224489796
all_candidate_role_plus_local_logistic	50	2023-05-25	0.75	0.25	0.5	382	392	18	0.04591836734693878	18	0.04591836734693878
all_candidate_role_plus_local_logistic	50	2023-05-25	0.75	0.25	0.75	382	392	18	0.04591836734693878	18	0.04591836734693878
all_candidate_role_plus_local_logistic	50	2023-05-25	0.75	0.25	0.9	382	392	18	0.04591836734693878	18	0.04591836734693878
all_candidate_role_plus_local_logistic	50	2023-05-25	0.75	0.5	0.5	382	392	8	0.02040816326530612	8	0.02040816326530612
all_candidate_role_plus_local_logistic	50	2023-05-25	0.75	0.5	0.75	382	392	8	0.02040816326530612	8	0.02040816326530612
all_candidate_role_plus_local_logistic	50	2023-05-25	0.75	0.5	0.9	382	392	8	0.02040816326530612	8	0.02040816326530612
all_candidate_role_plus_local_logistic	50	2023-05-25	0.75	0.75	0.5	382	392	1	0.002551020408163265	1	0.002551020408163265
all_candidate_role_plus_local_logistic	50	2023-05-25	0.75	0.75	0.75	382	392	1	0.002551020408163265	1	0.002551020408163265
all_candidate_role_plus_local_logistic	50	2023-05-25	0.75	0.75	0.9	382	392	1	0.002551020408163265	1	0.002551020408163265
all_candidate_role_plus_local_logistic	50	2023-05-30	0.25	0.25	0.5	400	440	193	0.43863636363636366	168	0.38181818181818183
all_candidate_role_plus_local_logistic	50	2023-05-30	0.25	0.25	0.75	400	440	193	0.43863636363636366	168	0.38181818181818183
all_candidate_role_plus_local_logistic	50	2023-05-30	0.25	0.25	0.9	400	440	193	0.43863636363636366	168	0.38181818181818183
all_candidate_role_plus_local_logistic	50	2023-05-30	0.25	0.5	0.5	400	440	132	0.3	111	0.25227272727272726
all_candidate_role_plus_local_logistic	50	2023-05-30	0.25	0.5	0.75	400	440	132	0.3	111	0.25227272727272726
all_candidate_role_plus_local_logistic	50	2023-05-30	0.25	0.5	0.9	400	440	132	0.3	111	0.25227272727272726
all_candidate_role_plus_local_logistic	50	2023-05-30	0.25	0.75	0.5	400	440	33	0.075	31	0.07045454545454545
all_candidate_role_plus_local_logistic	50	2023-05-30	0.25	0.75	0.75	400	440	33	0.075	31	0.07045454545454545
all_candidate_role_plus_local_logistic	50	2023-05-30	0.25	0.75	0.9	400	440	33	0.075	31	0.07045454545454545
all_candidate_role_plus_local_logistic	50	2023-05-30	0.5	0.25	0.5	400	440	160	0.36363636363636365	140	0.3181818181818182
all_candidate_role_plus_local_logistic	50	2023-05-30	0.5	0.25	0.75	400	440	160	0.36363636363636365	140	0.3181818181818182
all_candidate_role_plus_local_logistic	50	2023-05-30	0.5	0.25	0.9	400	440	160	0.36363636363636365	140	0.3181818181818182
all_candidate_role_plus_local_logistic	50	2023-05-30	0.5	0.5	0.5	400	440	105	0.23863636363636365	89	0.20227272727272727
all_candidate_role_plus_local_logistic	50	2023-05-30	0.5	0.5	0.75	400	440	105	0.23863636363636365	89	0.20227272727272727
all_candidate_role_plus_local_logistic	50	2023-05-30	0.5	0.5	0.9	400	440	105	0.23863636363636365	89	0.20227272727272727
all_candidate_role_plus_local_logistic	50	2023-05-30	0.5	0.75	0.5	400	440	21	0.04772727272727273	19	0.04318181818181818
all_candidate_role_plus_local_logistic	50	2023-05-30	0.5	0.75	0.75	400	440	21	0.04772727272727273	19	0.04318181818181818
all_candidate_role_plus_local_logistic	50	2023-05-30	0.5	0.75	0.9	400	440	21	0.04772727272727273	19	0.04318181818181818
all_candidate_role_plus_local_logistic	50	2023-05-30	0.75	0.25	0.5	400	440	126	0.2863636363636364	112	0.2545454545454545
all_candidate_role_plus_local_logistic	50	2023-05-30	0.75	0.25	0.75	400	440	126	0.2863636363636364	112	0.2545454545454545
all_candidate_role_plus_local_logistic	50	2023-05-30	0.75	0.25	0.9	400	440	126	0.2863636363636364	112	0.2545454545454545
all_candidate_role_plus_local_logistic	50	2023-05-30	0.75	0.5	0.5	400	440	77	0.175	67	0.15227272727272728
all_candidate_role_plus_local_logistic	50	2023-05-30	0.75	0.5	0.75	400	440	77	0.175	67	0.15227272727272728
all_candidate_role_plus_local_logistic	50	2023-05-30	0.75	0.5	0.9	400	440	77	0.175	67	0.15227272727272728
all_candidate_role_plus_local_logistic	50	2023-05-30	0.75	0.75	0.5	400	440	9	0.020454545454545454	8	0.01818181818181818
all_candidate_role_plus_local_logistic	50	2023-05-30	0.75	0.75	0.75	400	440	9	0.020454545454545454	8	0.01818181818181818
all_candidate_role_plus_local_logistic	50	2023-05-30	0.75	0.75	0.9	400	440	9	0.020454545454545454	8	0.01818181818181818
all_candidate_role_plus_local_logistic	50	2023-06-06	0.25	0.25	0.5	398	726	461	0.6349862258953168	299	0.4118457300275482
all_candidate_role_plus_local_logistic	50	2023-06-06	0.25	0.25	0.75	398	726	418	0.5757575757575758	293	0.4035812672176309
all_candidate_role_plus_local_logistic	50	2023-06-06	0.25	0.25	0.9	398	726	418	0.5757575757575758	293	0.4035812672176309
all_candidate_role_plus_local_logistic	50	2023-06-06	0.25	0.5	0.5	398	726	410	0.5647382920110193	253	0.3484848484848485
all_candidate_role_plus_local_logistic	50	2023-06-06	0.25	0.5	0.75	398	726	367	0.5055096418732782	247	0.3402203856749311
all_candidate_role_plus_local_logistic	50	2023-06-06	0.25	0.5	0.9	398	726	367	0.5055096418732782	247	0.3402203856749311
all_candidate_role_plus_local_logistic	50	2023-06-06	0.25	0.75	0.5	398	726	177	0.24380165289256198	124	0.17079889807162535
all_candidate_role_plus_local_logistic	50	2023-06-06	0.25	0.75	0.75	398	726	176	0.24242424242424243	123	0.16942148760330578
all_candidate_role_plus_local_logistic	50	2023-06-06	0.25	0.75	0.9	398	726	176	0.24242424242424243	123	0.16942148760330578
all_candidate_role_plus_local_logistic	50	2023-06-06	0.5	0.25	0.5	398	726	435	0.5991735537190083	278	0.38292011019283745
all_candidate_role_plus_local_logistic	50	2023-06-06	0.5	0.25	0.75	398	726	392	0.5399449035812672	272	0.3746556473829201
all_candidate_role_plus_local_logistic	50	2023-06-06	0.5	0.25	0.9	398	726	392	0.5399449035812672	272	0.3746556473829201
all_candidate_role_plus_local_logistic	50	2023-06-06	0.5	0.5	0.5	398	726	386	0.5316804407713499	234	0.32231404958677684
all_candidate_role_plus_local_logistic	50	2023-06-06	0.5	0.5	0.75	398	726	343	0.4724517906336088	228	0.3140495867768595
all_candidate_role_plus_local_logistic	50	2023-06-06	0.5	0.5	0.9	398	726	343	0.4724517906336088	228	0.3140495867768595
all_candidate_role_plus_local_logistic	50	2023-06-06	0.5	0.75	0.5	398	726	159	0.2190082644628099	109	0.15013774104683195
all_candidate_role_plus_local_logistic	50	2023-06-06	0.5	0.75	0.75	398	726	158	0.21763085399449036	108	0.1487603305785124
all_candidate_role_plus_local_logistic	50	2023-06-06	0.5	0.75	0.9	398	726	158	0.21763085399449036	108	0.1487603305785124
all_candidate_role_plus_local_logistic	50	2023-06-06	0.75	0.25	0.5	398	726	330	0.45454545454545453	198	0.2727272727272727
all_candidate_role_plus_local_logistic	50	2023-06-06	0.75	0.25	0.75	398	726	292	0.4022038567493113	192	0.2644628099173554
