selected_epoch	selected_threshold	selected_minimum_area_pixels	test_background_iou	test_crop_iou	test_weed_iou	test_mean_iou	test_plant_role_mean_iou	test_candidates	test_candidates_per_image_recomputed	K20_eligible_weed_candidates	K20_accepted_candidates	K20_precision_recomputed	K20_many_to_one_spatial_recalled	K20_many_to_one_spatial_recall_recomputed	K20_many_to_one_qualified_recalled	K20_many_to_one_qualified_recall_recomputed	K20_one_to_one_qualified_recalled	K20_one_to_one_qualified_recall_recomputed	K20_AR_IoU_0.25	K20_AR_IoU_0.50	K20_AR_IoU_0.75	K20_crop_overlap_scenes	K20_crop_overlap_scene_frequency_recomputed	test_seconds_per_tile	test_peak_gpu_memory_bytes
36	0.3	16	0.9777776325814955	0.6956678731032607	0.7131364150119448	0.7955273068989004	0.7044021440576027	1347	51.80769230769231	355	518	0.6853281853281853	520	0.3037383177570093	453	0.26460280373831774	348	0.20327102803738317	0.2505841121495327	0.16355140186915887	0.030957943925233645	6	0.23076923076923078	0.0358090576214286	583768576
