repeat	seed	k	aggregation	stratum	images	accepted_candidates	weed_candidates	all_candidate_queue_precision	weed_truth_instances	spatial_recalled_weed_instances	queued_spatial_weed_instance_recall	role_qualified_recalled_weed_instances	queued_role_qualified_weed_instance_recall	one_to_one_spatial_matches	one_to_one_spatial_recall	one_to_one_role_qualified_matches	one_to_one_role_qualified_recall	crop_overlap_scene_numerator_0.00	crop_overlap_scene_frequency_0.00	crop_overlap_scene_numerator_0.01	crop_overlap_scene_frequency_0.01	crop_overlap_scene_numerator_0.10	crop_overlap_scene_frequency_0.10	crop_overlap_scene_numerator_0.50	crop_overlap_scene_frequency_0.50
511	2026081000	20	pooled_test	ALL	26	520	142	0.273076923076923	1712	323	0.1886682242990654	145	0.084696261682243	174	0.1016355140186915	110	0.0642523364485981	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	14	0.5384615384615384
512	2026081000	20	pooled_test	ALL	26	520	143	0.275	1712	297	0.1734813084112149	145	0.084696261682243	162	0.094626168224299	107	0.0625	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	17	0.6538461538461539
513	2026081000	20	pooled_test	ALL	26	520	134	0.2576923076923076	1712	321	0.1875	140	0.0817757009345794	169	0.098714953271028	98	0.0572429906542056	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	18	0.6923076923076923
514	2026081000	20	pooled_test	ALL	26	520	133	0.2557692307692307	1712	339	0.1980140186915887	145	0.084696261682243	160	0.0934579439252336	99	0.0578271028037383	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	16	0.6153846153846154
515	2026081000	20	pooled_test	ALL	26	520	132	0.2538461538461538	1712	234	0.1366822429906542	133	0.0776869158878504	165	0.0963785046728972	97	0.0566588785046729	18	0.6923076923076923	18	0.6923076923076923	18	0.6923076923076923	12	0.4615384615384615
516	2026081000	20	pooled_test	ALL	26	520	143	0.275	1712	256	0.1495327102803738	144	0.0841121495327102	162	0.094626168224299	108	0.0630841121495327	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	15	0.5769230769230769
517	2026081000	20	pooled_test	ALL	26	520	144	0.2769230769230769	1712	347	0.2026869158878504	166	0.0969626168224299	168	0.0981308411214953	113	0.0660046728971962	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	15	0.5769230769230769
518	2026081000	20	pooled_test	ALL	26	520	144	0.2769230769230769	1712	308	0.1799065420560747	154	0.0899532710280373	169	0.098714953271028	111	0.0648364485981308	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	14	0.5384615384615384
519	2026081000	20	pooled_test	ALL	26	520	132	0.2538461538461538	1712	248	0.1448598130841121	171	0.0998831775700934	157	0.0917056074766355	98	0.0572429906542056	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	16	0.6153846153846154
520	2026081000	20	pooled_test	ALL	26	520	145	0.2788461538461538	1712	276	0.161214953271028	153	0.0893691588785046	177	0.1033878504672897	109	0.0636682242990654	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	14	0.5384615384615384
521	2026081000	20	pooled_test	ALL	26	520	143	0.275	1712	312	0.1822429906542056	162	0.094626168224299	170	0.0992990654205607	116	0.0677570093457943	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	17	0.6538461538461539
522	2026081000	20	pooled_test	ALL	26	520	144	0.2769230769230769	1712	328	0.1915887850467289	151	0.0882009345794392	176	0.102803738317757	110	0.0642523364485981	19	0.7307692307692307	19	0.7307692307692307	19	0.7307692307692307	11	0.4230769230769231
523	2026081000	20	pooled_test	ALL	26	520	145	0.2788461538461538	1712	372	0.2172897196261682	155	0.0905373831775701	183	0.1068925233644859	111	0.0648364485981308	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	17	0.6538461538461539
524	2026081000	20	pooled_test	ALL	26	520	130	0.25	1712	299	0.1746495327102804	133	0.0776869158878504	166	0.0969626168224299	98	0.0572429906542056	23	0.8846153846153846	23	0.8846153846153846	23	0.8846153846153846	13	0.5
525	2026081000	20	pooled_test	ALL	26	520	136	0.2615384615384615	1712	282	0.1647196261682243	150	0.0876168224299065	159	0.0928738317757009	105	0.0613317757009345	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	17	0.6538461538461539
526	2026081000	20	pooled_test	ALL	26	520	159	0.3057692307692308	1712	313	0.1828271028037383	176	0.102803738317757	172	0.1004672897196261	121	0.0706775700934579	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	17	0.6538461538461539
527	2026081000	20	pooled_test	ALL	26	520	137	0.2634615384615384	1712	358	0.2091121495327103	163	0.0952102803738317	167	0.0975467289719626	106	0.0619158878504672	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	12	0.4615384615384615
528	2026081000	20	pooled_test	ALL	26	520	137	0.2634615384615384	1712	321	0.1875	148	0.0864485981308411	174	0.1016355140186915	108	0.0630841121495327	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	13	0.5
529	2026081000	20	pooled_test	ALL	26	520	144	0.2769230769230769	1712	292	0.1705607476635514	161	0.0940420560747663	155	0.0905373831775701	107	0.0625	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	13	0.5
530	2026081000	20	pooled_test	ALL	26	520	145	0.2788461538461538	1712	347	0.2026869158878504	162	0.094626168224299	170	0.0992990654205607	115	0.0671728971962616	20	0.7692307692307693	20	0.7692307692307693	19	0.7307692307692307	16	0.6153846153846154
531	2026081000	20	pooled_test	ALL	26	520	146	0.2807692307692307	1712	350	0.2044392523364486	168	0.0981308411214953	176	0.102803738317757	116	0.0677570093457943	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	13	0.5
532	2026081000	20	pooled_test	ALL	26	520	141	0.2711538461538461	1712	371	0.2167056074766355	160	0.0934579439252336	177	0.1033878504672897	108	0.0630841121495327	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	11	0.4230769230769231
533	2026081000	20	pooled_test	ALL	26	520	144	0.2769230769230769	1712	243	0.1419392523364486	165	0.0963785046728972	173	0.1010514018691588	110	0.0642523364485981	18	0.6923076923076923	18	0.6923076923076923	18	0.6923076923076923	13	0.5
534	2026081000	20	pooled_test	ALL	26	520	139	0.2673076923076923	1712	304	0.1775700934579439	137	0.0800233644859813	168	0.0981308411214953	108	0.0630841121495327	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	15	0.5769230769230769
535	2026081000	20	pooled_test	ALL	26	520	139	0.2673076923076923	1712	300	0.175233644859813	147	0.0858644859813084	171	0.0998831775700934	106	0.0619158878504672	19	0.7307692307692307	19	0.7307692307692307	19	0.7307692307692307	13	0.5
536	2026081000	20	pooled_test	ALL	26	520	146	0.2807692307692307	1712	291	0.1699766355140187	154	0.0899532710280373	167	0.0975467289719626	110	0.0642523364485981	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	17	0.6538461538461539
537	2026081000	20	pooled_test	ALL	26	520	145	0.2788461538461538	1712	322	0.1880841121495327	156	0.0911214953271028	166	0.0969626168224299	110	0.0642523364485981	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	13	0.5
538	2026081000	20	pooled_test	ALL	26	520	140	0.2692307692307692	1712	347	0.2026869158878504	166	0.0969626168224299	189	0.1103971962616822	112	0.0654205607476635	24	0.9230769230769232	24	0.9230769230769232	24	0.9230769230769232	18	0.6923076923076923
539	2026081000	20	pooled_test	ALL	26	520	148	0.2846153846153846	1712	369	0.2155373831775701	162	0.094626168224299	182	0.1063084112149532	115	0.0671728971962616	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	16	0.6153846153846154
540	2026081000	20	pooled_test	ALL	26	520	144	0.2769230769230769	1712	367	0.2143691588785046	160	0.0934579439252336	183	0.1068925233644859	114	0.0665887850467289	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	12	0.4615384615384615
541	2026081000	20	pooled_test	ALL	26	520	152	0.2923076923076923	1712	322	0.1880841121495327	175	0.1022196261682243	174	0.1016355140186915	117	0.0683411214953271	19	0.7307692307692307	19	0.7307692307692307	19	0.7307692307692307	12	0.4615384615384615
542	2026081000	20	pooled_test	ALL	26	520	151	0.2903846153846154	1712	320	0.1869158878504672	164	0.0957943925233644	177	0.1033878504672897	119	0.0695093457943925	19	0.7307692307692307	19	0.7307692307692307	19	0.7307692307692307	15	0.5769230769230769
543	2026081000	20	pooled_test	ALL	26	520	138	0.2653846153846154	1712	365	0.2132009345794392	157	0.0917056074766355	168	0.0981308411214953	104	0.0607476635514018	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	16	0.6153846153846154
544	2026081000	20	pooled_test	ALL	26	520	134	0.2576923076923076	1712	286	0.1670560747663551	142	0.0829439252336448	161	0.0940420560747663	104	0.0607476635514018	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	11	0.4230769230769231
545	2026081000	20	pooled_test	ALL	26	520	135	0.2596153846153846	1712	230	0.1343457943925233	128	0.0747663551401869	156	0.0911214953271028	99	0.0578271028037383	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	18	0.6923076923076923
546	2026081000	20	pooled_test	ALL	26	520	136	0.2615384615384615	1712	260	0.1518691588785046	163	0.0952102803738317	155	0.0905373831775701	104	0.0607476635514018	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	15	0.5769230769230769
547	2026081000	20	pooled_test	ALL	26	520	142	0.273076923076923	1712	321	0.1875	140	0.0817757009345794	172	0.1004672897196261	105	0.0613317757009345	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	15	0.5769230769230769
548	2026081000	20	pooled_test	ALL	26	520	138	0.2653846153846154	1712	336	0.1962616822429906	138	0.080607476635514	166	0.0969626168224299	98	0.0572429906542056	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	16	0.6153846153846154
549	2026081000	20	pooled_test	ALL	26	520	144	0.2769230769230769	1712	343	0.2003504672897196	168	0.0981308411214953	172	0.1004672897196261	110	0.0642523364485981	24	0.9230769230769232	24	0.9230769230769232	24	0.9230769230769232	19	0.7307692307692307
550	2026081000	20	pooled_test	ALL	26	520	137	0.2634615384615384	1712	302	0.1764018691588785	148	0.0864485981308411	168	0.0981308411214953	104	0.0607476635514018	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	12	0.4615384615384615
551	2026081000	20	pooled_test	ALL	26	520	139	0.2673076923076923	1712	306	0.1787383177570093	138	0.080607476635514	160	0.0934579439252336	101	0.0589953271028037	23	0.8846153846153846	23	0.8846153846153846	23	0.8846153846153846	14	0.5384615384615384
552	2026081000	20	pooled_test	ALL	26	520	140	0.2692307692307692	1712	343	0.2003504672897196	143	0.0835280373831775	165	0.0963785046728972	104	0.0607476635514018	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	17	0.6538461538461539
553	2026081000	20	pooled_test	ALL	26	520	149	0.2865384615384615	1712	318	0.1857476635514018	164	0.0957943925233644	164	0.0957943925233644	110	0.0642523364485981	19	0.7307692307692307	19	0.7307692307692307	19	0.7307692307692307	14	0.5384615384615384
554	2026081000	20	pooled_test	ALL	26	520	149	0.2865384615384615	1712	367	0.2143691588785046	175	0.1022196261682243	186	0.1086448598130841	122	0.0712616822429906	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	13	0.5
555	2026081000	20	pooled_test	ALL	26	520	134	0.2576923076923076	1712	341	0.1991822429906542	166	0.0969626168224299	161	0.0940420560747663	103	0.0601635514018691	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	18	0.6923076923076923
556	2026081000	20	pooled_test	ALL	26	520	144	0.2769230769230769	1712	322	0.1880841121495327	162	0.094626168224299	167	0.0975467289719626	111	0.0648364485981308	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	15	0.5769230769230769
557	2026081000	20	pooled_test	ALL	26	520	133	0.2557692307692307	1712	306	0.1787383177570093	141	0.0823598130841121	160	0.0934579439252336	99	0.0578271028037383	18	0.6923076923076923	18	0.6923076923076923	18	0.6923076923076923	14	0.5384615384615384
558	2026081000	20	pooled_test	ALL	26	520	135	0.2596153846153846	1712	318	0.1857476635514018	137	0.0800233644859813	165	0.0963785046728972	99	0.0578271028037383	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	15	0.5769230769230769
559	2026081000	20	pooled_test	ALL	26	520	148	0.2846153846153846	1712	277	0.1617990654205607	148	0.0864485981308411	167	0.0975467289719626	108	0.0630841121495327	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	14	0.5384615384615384
560	2026081000	20	pooled_test	ALL	26	520	135	0.2596153846153846	1712	282	0.1647196261682243	139	0.0811915887850467	155	0.0905373831775701	101	0.0589953271028037	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	15	0.5769230769230769
561	2026081000	20	pooled_test	ALL	26	520	146	0.2807692307692307	1712	369	0.2155373831775701	161	0.0940420560747663	177	0.1033878504672897	107	0.0625	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	14	0.5384615384615384
562	2026081000	20	pooled_test	ALL	26	520	145	0.2788461538461538	1712	291	0.1699766355140187	147	0.0858644859813084	168	0.0981308411214953	112	0.0654205607476635	18	0.6923076923076923	18	0.6923076923076923	18	0.6923076923076923	14	0.5384615384615384
563	2026081000	20	pooled_test	ALL	26	520	146	0.2807692307692307	1712	323	0.1886682242990654	158	0.0922897196261682	165	0.0963785046728972	109	0.0636682242990654	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	9	0.3461538461538461
564	2026081000	20	pooled_test	ALL	26	520	147	0.2826923076923077	1712	319	0.1863317757009346	173	0.1010514018691588	165	0.0963785046728972	111	0.0648364485981308	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	14	0.5384615384615384
565	2026081000	20	pooled_test	ALL	26	520	130	0.25	1712	294	0.1717289719626168	138	0.080607476635514	167	0.0975467289719626	98	0.0572429906542056	17	0.6538461538461539	17	0.6538461538461539	17	0.6538461538461539	11	0.4230769230769231
566	2026081000	20	pooled_test	ALL	26	520	139	0.2673076923076923	1712	332	0.1939252336448598	167	0.0975467289719626	164	0.0957943925233644	106	0.0619158878504672	19	0.7307692307692307	19	0.7307692307692307	19	0.7307692307692307	13	0.5
567	2026081000	20	pooled_test	ALL	26	520	149	0.2865384615384615	1712	324	0.1892523364485981	161	0.0940420560747663	188	0.1098130841121495	121	0.0706775700934579	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	16	0.6153846153846154
568	2026081000	20	pooled_test	ALL	26	520	145	0.2788461538461538	1712	326	0.1904205607476635	148	0.0864485981308411	169	0.098714953271028	112	0.0654205607476635	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	13	0.5
569	2026081000	20	pooled_test	ALL	26	520	131	0.2519230769230769	1712	319	0.1863317757009346	144	0.0841121495327102	163	0.0952102803738317	104	0.0607476635514018	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	13	0.5
570	2026081000	20	pooled_test	ALL	26	520	136	0.2615384615384615	1712	368	0.2149532710280373	165	0.0963785046728972	174	0.1016355140186915	100	0.058411214953271	17	0.6538461538461539	17	0.6538461538461539	17	0.6538461538461539	12	0.4615384615384615
571	2026081000	20	pooled_test	ALL	26	520	153	0.2942307692307692	1712	330	0.1927570093457944	163	0.0952102803738317	157	0.0917056074766355	111	0.0648364485981308	19	0.7307692307692307	19	0.7307692307692307	19	0.7307692307692307	16	0.6153846153846154
572	2026081000	20	pooled_test	ALL	26	520	140	0.2692307692307692	1712	314	0.183411214953271	151	0.0882009345794392	176	0.102803738317757	112	0.0654205607476635	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	15	0.5769230769230769
573	2026081000	20	pooled_test	ALL	26	520	137	0.2634615384615384	1712	358	0.2091121495327103	159	0.0928738317757009	172	0.1004672897196261	105	0.0613317757009345	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	12	0.4615384615384615
574	2026081000	20	pooled_test	ALL	26	520	130	0.25	1712	252	0.1471962616822429	141	0.0823598130841121	171	0.0998831775700934	98	0.0572429906542056	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	15	0.5769230769230769
575	2026081000	20	pooled_test	ALL	26	520	143	0.275	1712	340	0.1985981308411215	164	0.0957943925233644	162	0.094626168224299	106	0.0619158878504672	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	12	0.4615384615384615
576	2026081000	20	pooled_test	ALL	26	520	148	0.2846153846153846	1712	266	0.1553738317757009	139	0.0811915887850467	161	0.0940420560747663	104	0.0607476635514018	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	13	0.5
577	2026081000	20	pooled_test	ALL	26	520	146	0.2807692307692307	1712	325	0.1898364485981308	174	0.1016355140186915	166	0.0969626168224299	112	0.0654205607476635	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	14	0.5384615384615384
578	2026081000	20	pooled_test	ALL	26	520	126	0.2423076923076923	1712	296	0.1728971962616822	134	0.0782710280373831	154	0.0899532710280373	98	0.0572429906542056	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	13	0.5
579	2026081000	20	pooled_test	ALL	26	520	156	0.3	1712	350	0.2044392523364486	169	0.098714953271028	182	0.1063084112149532	120	0.0700934579439252	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	17	0.6538461538461539
580	2026081000	20	pooled_test	ALL	26	520	132	0.2538461538461538	1712	316	0.1845794392523364	145	0.084696261682243	161	0.0940420560747663	105	0.0613317757009345	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	17	0.6538461538461539
581	2026081000	20	pooled_test	ALL	26	520	134	0.2576923076923076	1712	323	0.1886682242990654	145	0.084696261682243	173	0.1010514018691588	103	0.0601635514018691	19	0.7307692307692307	19	0.7307692307692307	19	0.7307692307692307	17	0.6538461538461539
582	2026081000	20	pooled_test	ALL	26	520	135	0.2596153846153846	1712	359	0.2096962616822429	151	0.0882009345794392	165	0.0963785046728972	102	0.0595794392523364	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	13	0.5
583	2026081000	20	pooled_test	ALL	26	520	141	0.2711538461538461	1712	354	0.2067757009345794	161	0.0940420560747663	164	0.0957943925233644	105	0.0613317757009345	19	0.7307692307692307	19	0.7307692307692307	19	0.7307692307692307	13	0.5
584	2026081000	20	pooled_test	ALL	26	520	126	0.2423076923076923	1712	295	0.1723130841121495	128	0.0747663551401869	160	0.0934579439252336	98	0.0572429906542056	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	16	0.6153846153846154
585	2026081000	20	pooled_test	ALL	26	520	133	0.2557692307692307	1712	326	0.1904205607476635	168	0.0981308411214953	174	0.1016355140186915	106	0.0619158878504672	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	15	0.5769230769230769
586	2026081000	20	pooled_test	ALL	26	520	145	0.2788461538461538	1712	327	0.1910046728971962	168	0.0981308411214953	161	0.0940420560747663	103	0.0601635514018691	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	17	0.6538461538461539
587	2026081000	20	pooled_test	ALL	26	520	142	0.273076923076923	1712	343	0.2003504672897196	157	0.0917056074766355	175	0.1022196261682243	109	0.0636682242990654	22	0.8461538461538461	22	0.8461538461538461	21	0.8076923076923077	13	0.5
588	2026081000	20	pooled_test	ALL	26	520	147	0.2826923076923077	1712	320	0.1869158878504672	174	0.1016355140186915	169	0.098714953271028	118	0.0689252336448598	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	15	0.5769230769230769
589	2026081000	20	pooled_test	ALL	26	520	148	0.2846153846153846	1712	298	0.1740654205607476	138	0.080607476635514	165	0.0963785046728972	108	0.0630841121495327	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	14	0.5384615384615384
590	2026081000	20	pooled_test	ALL	26	520	142	0.273076923076923	1712	357	0.2085280373831775	178	0.1039719626168224	183	0.1068925233644859	109	0.0636682242990654	24	0.9230769230769232	24	0.9230769230769232	24	0.9230769230769232	16	0.6153846153846154
591	2026081000	20	pooled_test	ALL	26	520	127	0.2442307692307692	1712	313	0.1828271028037383	123	0.0718457943925233	151	0.0882009345794392	96	0.0560747663551401	23	0.8846153846153846	23	0.8846153846153846	23	0.8846153846153846	16	0.6153846153846154
592	2026081000	20	pooled_test	ALL	26	520	136	0.2615384615384615	1712	324	0.1892523364485981	143	0.0835280373831775	166	0.0969626168224299	101	0.0589953271028037	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	17	0.6538461538461539
593	2026081000	20	pooled_test	ALL	26	520	130	0.25	1712	335	0.1956775700934579	145	0.084696261682243	167	0.0975467289719626	104	0.0607476635514018	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	16	0.6153846153846154
594	2026081000	20	pooled_test	ALL	26	520	138	0.2653846153846154	1712	303	0.1769859813084112	148	0.0864485981308411	171	0.0998831775700934	105	0.0613317757009345	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	16	0.6153846153846154
595	2026081000	20	pooled_test	ALL	26	520	142	0.273076923076923	1712	314	0.183411214953271	158	0.0922897196261682	160	0.0934579439252336	109	0.0636682242990654	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	12	0.4615384615384615
596	2026081000	20	pooled_test	ALL	26	520	160	0.3076923076923077	1712	340	0.1985981308411215	177	0.1033878504672897	182	0.1063084112149532	123	0.0718457943925233	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	16	0.6153846153846154
597	2026081000	20	pooled_test	ALL	26	520	136	0.2615384615384615	1712	299	0.1746495327102804	131	0.076518691588785	165	0.0963785046728972	101	0.0589953271028037	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	12	0.4615384615384615
598	2026081000	20	pooled_test	ALL	26	520	144	0.2769230769230769	1712	340	0.1985981308411215	146	0.0852803738317757	169	0.098714953271028	104	0.0607476635514018	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	15	0.5769230769230769
599	2026081000	20	pooled_test	ALL	26	520	152	0.2923076923076923	1712	317	0.1851635514018691	159	0.0928738317757009	179	0.1045560747663551	115	0.0671728971962616	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	14	0.5384615384615384
600	2026081000	20	pooled_test	ALL	26	520	135	0.2596153846153846	1712	345	0.201518691588785	165	0.0963785046728972	171	0.0998831775700934	111	0.0648364485981308	19	0.7307692307692307	19	0.7307692307692307	19	0.7307692307692307	13	0.5
601	2026081000	20	pooled_test	ALL	26	520	140	0.2692307692307692	1712	286	0.1670560747663551	156	0.0911214953271028	161	0.0940420560747663	105	0.0613317757009345	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	13	0.5
602	2026081000	20	pooled_test	ALL	26	520	141	0.2711538461538461	1712	300	0.175233644859813	159	0.0928738317757009	159	0.0928738317757009	101	0.0589953271028037	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	13	0.5
603	2026081000	20	pooled_test	ALL	26	520	133	0.2557692307692307	1712	313	0.1828271028037383	148	0.0864485981308411	165	0.0963785046728972	102	0.0595794392523364	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	14	0.5384615384615384
604	2026081000	20	pooled_test	ALL	26	520	132	0.2538461538461538	1712	308	0.1799065420560747	154	0.0899532710280373	167	0.0975467289719626	106	0.0619158878504672	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	14	0.5384615384615384
605	2026081000	20	pooled_test	ALL	26	520	152	0.2923076923076923	1712	314	0.183411214953271	163	0.0952102803738317	180	0.1051401869158878	117	0.0683411214953271	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	17	0.6538461538461539
606	2026081000	20	pooled_test	ALL	26	520	137	0.2634615384615384	1712	289	0.1688084112149532	141	0.0823598130841121	173	0.1010514018691588	106	0.0619158878504672	18	0.6923076923076923	18	0.6923076923076923	18	0.6923076923076923	15	0.5769230769230769
607	2026081000	20	pooled_test	ALL	26	520	145	0.2788461538461538	1712	321	0.1875	137	0.0800233644859813	166	0.0969626168224299	110	0.0642523364485981	18	0.6923076923076923	18	0.6923076923076923	18	0.6923076923076923	12	0.4615384615384615
608	2026081000	20	pooled_test	ALL	26	520	138	0.2653846153846154	1712	345	0.201518691588785	181	0.1057242990654205	168	0.0981308411214953	108	0.0630841121495327	18	0.6923076923076923	18	0.6923076923076923	18	0.6923076923076923	15	0.5769230769230769
609	2026081000	20	pooled_test	ALL	26	520	139	0.2673076923076923	1712	289	0.1688084112149532	155	0.0905373831775701	156	0.0911214953271028	105	0.0613317757009345	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	15	0.5769230769230769
610	2026081000	20	pooled_test	ALL	26	520	145	0.2788461538461538	1712	228	0.1331775700934579	142	0.0829439252336448	165	0.0963785046728972	114	0.0665887850467289	19	0.7307692307692307	19	0.7307692307692307	19	0.7307692307692307	17	0.6538461538461539
611	2026081000	20	pooled_test	ALL	26	520	141	0.2711538461538461	1712	330	0.1927570093457944	139	0.0811915887850467	173	0.1010514018691588	110	0.0642523364485981	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	14	0.5384615384615384
612	2026081000	20	pooled_test	ALL	26	520	142	0.273076923076923	1712	315	0.1839953271028037	137	0.0800233644859813	162	0.094626168224299	107	0.0625	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	15	0.5769230769230769
613	2026081000	20	pooled_test	ALL	26	520	137	0.2634615384615384	1712	332	0.1939252336448598	157	0.0917056074766355	175	0.1022196261682243	105	0.0613317757009345	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	14	0.5384615384615384
614	2026081000	20	pooled_test	ALL	26	520	148	0.2846153846153846	1712	351	0.2050233644859813	159	0.0928738317757009	174	0.1016355140186915	112	0.0654205607476635	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	15	0.5769230769230769
615	2026081000	20	pooled_test	ALL	26	520	146	0.2807692307692307	1712	343	0.2003504672897196	168	0.0981308411214953	173	0.1010514018691588	115	0.0671728971962616	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	13	0.5
616	2026081000	20	pooled_test	ALL	26	520	132	0.2538461538461538	1712	317	0.1851635514018691	148	0.0864485981308411	173	0.1010514018691588	107	0.0625	18	0.6923076923076923	18	0.6923076923076923	18	0.6923076923076923	12	0.4615384615384615
617	2026081000	20	pooled_test	ALL	26	520	137	0.2634615384615384	1712	364	0.2126168224299065	150	0.0876168224299065	180	0.1051401869158878	106	0.0619158878504672	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	11	0.4230769230769231
618	2026081000	20	pooled_test	ALL	26	520	149	0.2865384615384615	1712	246	0.1436915887850467	167	0.0975467289719626	168	0.0981308411214953	118	0.0689252336448598	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	15	0.5769230769230769
619	2026081000	20	pooled_test	ALL	26	520	135	0.2596153846153846	1712	319	0.1863317757009346	141	0.0823598130841121	167	0.0975467289719626	100	0.058411214953271	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	18	0.6923076923076923
620	2026081000	20	pooled_test	ALL	26	520	151	0.2903846153846154	1712	315	0.1839953271028037	172	0.1004672897196261	179	0.1045560747663551	121	0.0706775700934579	19	0.7307692307692307	19	0.7307692307692307	19	0.7307692307692307	12	0.4615384615384615
621	2026081000	20	pooled_test	ALL	26	520	139	0.2673076923076923	1712	333	0.1945093457943925	146	0.0852803738317757	158	0.0922897196261682	99	0.0578271028037383	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	12	0.4615384615384615
