repeat	seed	k	aggregation	stratum	images	accepted_candidates	weed_candidates	all_candidate_queue_precision	weed_truth_instances	spatial_recalled_weed_instances	queued_spatial_weed_instance_recall	role_qualified_recalled_weed_instances	queued_role_qualified_weed_instance_recall	one_to_one_spatial_matches	one_to_one_spatial_recall	one_to_one_role_qualified_matches	one_to_one_role_qualified_recall	crop_overlap_scene_numerator_0.00	crop_overlap_scene_frequency_0.00	crop_overlap_scene_numerator_0.01	crop_overlap_scene_frequency_0.01	crop_overlap_scene_numerator_0.10	crop_overlap_scene_frequency_0.10	crop_overlap_scene_numerator_0.50	crop_overlap_scene_frequency_0.50
260	2026081000	20	pooled_test	ALL	26	520	146	0.2807692307692307	1712	355	0.2073598130841121	158	0.0922897196261682	175	0.1022196261682243	113	0.0660046728971962	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	13	0.5
261	2026081000	20	pooled_test	ALL	26	520	138	0.2653846153846154	1712	355	0.2073598130841121	152	0.0887850467289719	166	0.0969626168224299	104	0.0607476635514018	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	11	0.4230769230769231
262	2026081000	20	pooled_test	ALL	26	520	144	0.2769230769230769	1712	346	0.2021028037383177	156	0.0911214953271028	162	0.094626168224299	106	0.0619158878504672	19	0.7307692307692307	19	0.7307692307692307	19	0.7307692307692307	11	0.4230769230769231
263	2026081000	20	pooled_test	ALL	26	520	133	0.2557692307692307	1712	321	0.1875	144	0.0841121495327102	158	0.0922897196261682	103	0.0601635514018691	21	0.8076923076923077	21	0.8076923076923077	20	0.7692307692307693	12	0.4615384615384615
264	2026081000	20	pooled_test	ALL	26	520	137	0.2634615384615384	1712	310	0.1810747663551402	150	0.0876168224299065	162	0.094626168224299	102	0.0595794392523364	17	0.6538461538461539	17	0.6538461538461539	17	0.6538461538461539	13	0.5
265	2026081000	20	pooled_test	ALL	26	520	136	0.2615384615384615	1712	278	0.1623831775700934	148	0.0864485981308411	162	0.094626168224299	103	0.0601635514018691	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	15	0.5769230769230769
266	2026081000	20	pooled_test	ALL	26	520	129	0.248076923076923	1712	356	0.2079439252336448	146	0.0852803738317757	168	0.0981308411214953	99	0.0578271028037383	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	12	0.4615384615384615
267	2026081000	20	pooled_test	ALL	26	520	140	0.2692307692307692	1712	309	0.1804906542056074	150	0.0876168224299065	161	0.0940420560747663	107	0.0625	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	15	0.5769230769230769
268	2026081000	20	pooled_test	ALL	26	520	131	0.2519230769230769	1712	279	0.1629672897196261	137	0.0800233644859813	162	0.094626168224299	98	0.0572429906542056	16	0.6153846153846154	16	0.6153846153846154	16	0.6153846153846154	12	0.4615384615384615
269	2026081000	20	pooled_test	ALL	26	520	135	0.2596153846153846	1712	338	0.197429906542056	165	0.0963785046728972	164	0.0957943925233644	103	0.0601635514018691	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	15	0.5769230769230769
270	2026081000	20	pooled_test	ALL	26	520	150	0.2884615384615384	1712	339	0.1980140186915887	156	0.0911214953271028	169	0.098714953271028	110	0.0642523364485981	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	15	0.5769230769230769
271	2026081000	20	pooled_test	ALL	26	520	130	0.25	1712	285	0.1664719626168224	137	0.0800233644859813	160	0.0934579439252336	97	0.0566588785046729	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	15	0.5769230769230769
272	2026081000	20	pooled_test	ALL	26	520	138	0.2653846153846154	1712	295	0.1723130841121495	156	0.0911214953271028	167	0.0975467289719626	106	0.0619158878504672	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	16	0.6153846153846154
273	2026081000	20	pooled_test	ALL	26	520	143	0.275	1712	316	0.1845794392523364	148	0.0864485981308411	163	0.0952102803738317	107	0.0625	18	0.6923076923076923	18	0.6923076923076923	18	0.6923076923076923	15	0.5769230769230769
274	2026081000	20	pooled_test	ALL	26	520	151	0.2903846153846154	1712	338	0.197429906542056	162	0.094626168224299	172	0.1004672897196261	117	0.0683411214953271	20	0.7692307692307693	20	0.7692307692307693	19	0.7307692307692307	14	0.5384615384615384
275	2026081000	20	pooled_test	ALL	26	520	138	0.2653846153846154	1712	339	0.1980140186915887	156	0.0911214953271028	167	0.0975467289719626	100	0.058411214953271	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	14	0.5384615384615384
276	2026081000	20	pooled_test	ALL	26	520	145	0.2788461538461538	1712	345	0.201518691588785	168	0.0981308411214953	170	0.0992990654205607	110	0.0642523364485981	19	0.7307692307692307	19	0.7307692307692307	19	0.7307692307692307	14	0.5384615384615384
277	2026081000	20	pooled_test	ALL	26	520	133	0.2557692307692307	1712	333	0.1945093457943925	136	0.0794392523364486	171	0.0998831775700934	101	0.0589953271028037	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	14	0.5384615384615384
278	2026081000	20	pooled_test	ALL	26	520	137	0.2634615384615384	1712	340	0.1985981308411215	133	0.0776869158878504	167	0.0975467289719626	101	0.0589953271028037	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	14	0.5384615384615384
279	2026081000	20	pooled_test	ALL	26	520	140	0.2692307692307692	1712	328	0.1915887850467289	152	0.0887850467289719	159	0.0928738317757009	106	0.0619158878504672	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	14	0.5384615384615384
280	2026081000	20	pooled_test	ALL	26	520	144	0.2769230769230769	1712	295	0.1723130841121495	150	0.0876168224299065	166	0.0969626168224299	111	0.0648364485981308	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	13	0.5
281	2026081000	20	pooled_test	ALL	26	520	142	0.273076923076923	1712	322	0.1880841121495327	160	0.0934579439252336	183	0.1068925233644859	113	0.0660046728971962	19	0.7307692307692307	19	0.7307692307692307	19	0.7307692307692307	15	0.5769230769230769
282	2026081000	20	pooled_test	ALL	26	520	151	0.2903846153846154	1712	343	0.2003504672897196	173	0.1010514018691588	170	0.0992990654205607	119	0.0695093457943925	19	0.7307692307692307	19	0.7307692307692307	19	0.7307692307692307	14	0.5384615384615384
283	2026081000	20	pooled_test	ALL	26	520	140	0.2692307692307692	1712	310	0.1810747663551402	146	0.0852803738317757	161	0.0940420560747663	106	0.0619158878504672	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	15	0.5769230769230769
284	2026081000	20	pooled_test	ALL	26	520	137	0.2634615384615384	1712	311	0.1816588785046729	148	0.0864485981308411	166	0.0969626168224299	107	0.0625	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	18	0.6923076923076923
285	2026081000	20	pooled_test	ALL	26	520	145	0.2788461538461538	1712	331	0.1933411214953271	154	0.0899532710280373	180	0.1051401869158878	114	0.0665887850467289	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	16	0.6153846153846154
286	2026081000	20	pooled_test	ALL	26	520	137	0.2634615384615384	1712	291	0.1699766355140187	146	0.0852803738317757	162	0.094626168224299	105	0.0613317757009345	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	17	0.6538461538461539
287	2026081000	20	pooled_test	ALL	26	520	145	0.2788461538461538	1712	313	0.1828271028037383	144	0.0841121495327102	160	0.0934579439252336	107	0.0625	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	15	0.5769230769230769
288	2026081000	20	pooled_test	ALL	26	520	144	0.2769230769230769	1712	311	0.1816588785046729	148	0.0864485981308411	175	0.1022196261682243	108	0.0630841121495327	22	0.8461538461538461	22	0.8461538461538461	22	0.8461538461538461	13	0.5
289	2026081000	20	pooled_test	ALL	26	520	143	0.275	1712	351	0.2050233644859813	161	0.0940420560747663	164	0.0957943925233644	107	0.0625	18	0.6923076923076923	18	0.6923076923076923	18	0.6923076923076923	12	0.4615384615384615
290	2026081000	20	pooled_test	ALL	26	520	134	0.2576923076923076	1712	336	0.1962616822429906	141	0.0823598130841121	172	0.1004672897196261	102	0.0595794392523364	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	15	0.5769230769230769
291	2026081000	20	pooled_test	ALL	26	520	147	0.2826923076923077	1712	330	0.1927570093457944	162	0.094626168224299	179	0.1045560747663551	117	0.0683411214953271	19	0.7307692307692307	19	0.7307692307692307	19	0.7307692307692307	13	0.5
292	2026081000	20	pooled_test	ALL	26	520	137	0.2634615384615384	1712	308	0.1799065420560747	134	0.0782710280373831	165	0.0963785046728972	102	0.0595794392523364	19	0.7307692307692307	19	0.7307692307692307	19	0.7307692307692307	15	0.5769230769230769
293	2026081000	20	pooled_test	ALL	26	520	141	0.2711538461538461	1712	333	0.1945093457943925	168	0.0981308411214953	175	0.1022196261682243	111	0.0648364485981308	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	13	0.5
294	2026081000	20	pooled_test	ALL	26	520	145	0.2788461538461538	1712	346	0.2021028037383177	146	0.0852803738317757	182	0.1063084112149532	114	0.0665887850467289	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	15	0.5769230769230769
295	2026081000	20	pooled_test	ALL	26	520	139	0.2673076923076923	1712	289	0.1688084112149532	160	0.0934579439252336	163	0.0952102803738317	108	0.0630841121495327	20	0.7692307692307693	20	0.7692307692307693	20	0.7692307692307693	15	0.5769230769230769
296	2026081000	20	pooled_test	ALL	26	520	150	0.2884615384615384	1712	335	0.1956775700934579	164	0.0957943925233644	183	0.1068925233644859	123	0.0718457943925233	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	13	0.5
297	2026081000	20	pooled_test	ALL	26	520	143	0.275	1712	319	0.1863317757009346	145	0.084696261682243	176	0.102803738317757	106	0.0619158878504672	21	0.8076923076923077	21	0.8076923076923077	21	0.8076923076923077	16	0.6153846153846154
