variant	setting	official_split	acquisition_date	truth_role	truth_instances	spatial_recalled_instances	spatial_proposal_recall	role_qualified_recalled_instances	role_qualified_proposal_recall	proposal_ar_iou_0.25	proposal_ar_iou_0.50	proposal_ar_iou_0.75
training_selected_commissioned	T070_A032	test	ALL	weed	1712	978	0.5712616822429907	518	0.3025700934579439	0.3434579439252336	0.1442757009345794	0.0157710280373831
