model	seed	file	date	weed_instances	accepted_candidates	eligible_candidates	spatial_recalled	set_coverage_recalled	one_to_one_recalled	candidate_precision	spatial_recall	set_coverage_recall	one_to_one_recall	crop_exposure_at_0.00	crop_exposure_at_0.01	crop_exposure_at_0.10	AR100_IoU_0.50	AR20_IoU_0.50	AR100_IoU_0.55	AR20_IoU_0.55	AR100_IoU_0.60	AR20_IoU_0.60	AR100_IoU_0.65	AR20_IoU_0.65	AR100_IoU_0.70	AR20_IoU_0.70	AR100_IoU_0.75	AR20_IoU_0.75	AR100_IoU_0.80	AR20_IoU_0.80	AR100_IoU_0.85	AR20_IoU_0.85	AR100_IoU_0.90	AR20_IoU_0.90	AR100_IoU_0.95	AR20_IoU_0.95
ResNet18--U-Net	20260810	2023-06-06_0667	2023-06-06	95	20	19	24	23	19	0.95	0.25263157894736843	0.24210526315789474	0.2	0	0	0	0.3894736842105263	0.2	0.35789473684210527	0.18947368421052632	0.3157894736842105	0.17894736842105263	0.28421052631578947	0.15789473684210525	0.23157894736842105	0.11578947368421053	0.11578947368421053	0.05263157894736842	0.031578947368421054	0.0	0.021052631578947368	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260810	2023-05-30_0652	2023-05-30	55	20	19	21	21	19	0.95	0.38181818181818183	0.38181818181818183	0.34545454545454546	0	0	0	0.41818181818181815	0.32727272727272727	0.38181818181818183	0.2909090909090909	0.38181818181818183	0.2909090909090909	0.2909090909090909	0.21818181818181817	0.2	0.14545454545454545	0.07272727272727272	0.05454545454545454	0.03636363636363636	0.03636363636363636	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260810	2023-05-25_0681	2023-05-25	69	20	8	8	7	7	0.4	0.11594202898550725	0.10144927536231885	0.10144927536231885	1	1	1	0.08695652173913043	0.08695652173913043	0.057971014492753624	0.057971014492753624	0.028985507246376812	0.028985507246376812	0.014492753623188406	0.014492753623188406	0.014492753623188406	0.014492753623188406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260810	2023-06-15_0169	2023-06-15	80	20	16	27	27	14	0.8	0.3375	0.3375	0.175	0	0	0	0.15	0.1	0.1	0.0625	0.075	0.05	0.05	0.05	0.0375	0.0375	0.025	0.025	0.0125	0.0125	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260810	2023-06-06_0176	2023-06-06	150	20	19	24	23	19	0.95	0.16	0.15333333333333332	0.12666666666666668	0	0	0	0.3	0.11333333333333333	0.24	0.11333333333333333	0.17333333333333334	0.09333333333333334	0.11333333333333333	0.06666666666666667	0.06666666666666667	0.04	0.02	0.02	0.006666666666666667	0.006666666666666667	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260810	2023-05-30_0099	2023-05-30	52	20	17	18	17	17	0.85	0.34615384615384615	0.3269230769230769	0.3269230769230769	0	0	0	0.38461538461538464	0.25	0.3076923076923077	0.21153846153846154	0.1346153846153846	0.09615384615384616	0.07692307692307693	0.057692307692307696	0.057692307692307696	0.038461538461538464	0.019230769230769232	0.019230769230769232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260810	2023-05-25_0170	2023-05-25	16	20	1	3	1	1	0.05	0.1875	0.0625	0.0625	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260810	2023-06-06_0161	2023-06-06	101	20	20	24	24	20	1.0	0.2376237623762376	0.2376237623762376	0.19801980198019803	0	0	0	0.48514851485148514	0.18811881188118812	0.43564356435643564	0.16831683168316833	0.32673267326732675	0.13861386138613863	0.2376237623762376	0.13861386138613863	0.16831683168316833	0.1188118811881188	0.10891089108910891	0.07920792079207921	0.0594059405940594	0.0297029702970297	0.009900990099009901	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260810	2023-05-30_0044	2023-05-30	46	20	18	19	18	18	0.9	0.41304347826086957	0.391304347826087	0.391304347826087	0	0	0	0.5	0.32608695652173914	0.41304347826086957	0.32608695652173914	0.30434782608695654	0.2391304347826087	0.21739130434782608	0.1956521739130435	0.15217391304347827	0.15217391304347827	0.08695652173913043	0.08695652173913043	0.08695652173913043	0.08695652173913043	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260810	2023-05-25_0114	2023-05-25	17	20	7	5	5	5	0.35	0.29411764705882354	0.29411764705882354	0.29411764705882354	1	1	1	0.17647058823529413	0.17647058823529413	0.17647058823529413	0.17647058823529413	0.11764705882352941	0.11764705882352941	0.11764705882352941	0.11764705882352941	0.058823529411764705	0.058823529411764705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260810	2023-06-06_0231	2023-06-06	65	20	18	24	23	18	0.9	0.36923076923076925	0.35384615384615387	0.27692307692307694	0	0	0	0.4461538461538462	0.23076923076923078	0.3384615384615385	0.2	0.16923076923076924	0.15384615384615385	0.15384615384615385	0.13846153846153847	0.1076923076923077	0.09230769230769231	0.06153846153846154	0.046153846153846156	0.015384615384615385	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260810	2023-05-30_0114	2023-05-30	35	20	13	16	13	12	0.65	0.45714285714285713	0.37142857142857144	0.34285714285714286	0	0	0	0.2571428571428571	0.2	0.14285714285714285	0.11428571428571428	0.14285714285714285	0.11428571428571428	0.05714285714285714	0.02857142857142857	0.02857142857142857	0.02857142857142857	0.02857142857142857	0.02857142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260810	2023-05-25_0183	2023-05-25	9	17	2	3	2	2	0.11764705882352941	0.3333333333333333	0.2222222222222222	0.2222222222222222	1	1	1	0.2222222222222222	0.2222222222222222	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260810	2023-06-06_0166	2023-06-06	76	20	18	25	23	18	0.9	0.32894736842105265	0.3026315789473684	0.23684210526315788	0	0	0	0.4473684210526316	0.19736842105263158	0.2631578947368421	0.13157894736842105	0.15789473684210525	0.09210526315789473	0.06578947368421052	0.05263157894736842	0.02631578947368421	0.02631578947368421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260810	2023-05-30_0039	2023-05-30	43	20	6	19	6	6	0.3	0.4418604651162791	0.13953488372093023	0.13953488372093023	0	0	0	0.13953488372093023	0.09302325581395349	0.09302325581395349	0.046511627906976744	0.09302325581395349	0.046511627906976744	0.046511627906976744	0.023255813953488372	0.023255813953488372	0.0	0.023255813953488372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260810	2023-05-25_0109	2023-05-25	17	12	1	4	1	1	0.08333333333333333	0.23529411764705882	0.058823529411764705	0.058823529411764705	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
