model	seed	file	date	weed_instances	accepted_candidates	eligible_candidates	spatial_recalled	set_coverage_recalled	one_to_one_recalled	candidate_precision	spatial_recall	set_coverage_recall	one_to_one_recall	crop_exposure_at_0.00	crop_exposure_at_0.01	crop_exposure_at_0.10	AR100_IoU_0.50	AR20_IoU_0.50	AR100_IoU_0.55	AR20_IoU_0.55	AR100_IoU_0.60	AR20_IoU_0.60	AR100_IoU_0.65	AR20_IoU_0.65	AR100_IoU_0.70	AR20_IoU_0.70	AR100_IoU_0.75	AR20_IoU_0.75	AR100_IoU_0.80	AR20_IoU_0.80	AR100_IoU_0.85	AR20_IoU_0.85	AR100_IoU_0.90	AR20_IoU_0.90	AR100_IoU_0.95	AR20_IoU_0.95
ResNet18--U-Net	20260811	2023-06-15_0735	2023-06-15	74	20	6	3	3	3	0.3	0.04054054054054054	0.04054054054054054	0.04054054054054054	0	0	0	0.06756756756756757	0.04054054054054054	0.06756756756756757	0.04054054054054054	0.06756756756756757	0.04054054054054054	0.06756756756756757	0.04054054054054054	0.06756756756756757	0.04054054054054054	0.06756756756756757	0.04054054054054054	0.05405405405405406	0.02702702702702703	0.013513513513513514	0.013513513513513514	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260811	2023-06-06_0736	2023-06-06	69	20	20	33	33	19	1.0	0.4782608695652174	0.4782608695652174	0.2753623188405797	0	0	0	0.4057971014492754	0.2318840579710145	0.37681159420289856	0.21739130434782608	0.36231884057971014	0.2028985507246377	0.3333333333333333	0.2028985507246377	0.30434782608695654	0.18840579710144928	0.2753623188405797	0.17391304347826086	0.15942028985507245	0.11594202898550725	0.08695652173913043	0.057971014492753624	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260811	2023-05-30_0720	2023-05-30	49	20	20	24	24	20	1.0	0.4897959183673469	0.4897959183673469	0.40816326530612246	0	0	0	0.5510204081632653	0.3469387755102041	0.42857142857142855	0.24489795918367346	0.3673469387755102	0.22448979591836735	0.2857142857142857	0.1836734693877551	0.1836734693877551	0.10204081632653061	0.10204081632653061	0.061224489795918366	0.02040816326530612	0.02040816326530612	0.02040816326530612	0.02040816326530612	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260811	2023-05-25_0750	2023-05-25	74	20	10	9	8	8	0.5	0.12162162162162163	0.10810810810810811	0.10810810810810811	1	1	1	0.0945945945945946	0.0945945945945946	0.08108108108108109	0.08108108108108109	0.05405405405405406	0.05405405405405406	0.04054054054054054	0.04054054054054054	0.013513513513513514	0.013513513513513514	0.013513513513513514	0.013513513513513514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260811	2023-06-06_0770	2023-06-06	74	20	20	23	23	20	1.0	0.3108108108108108	0.3108108108108108	0.2702702702702703	0	0	0	0.47297297297297297	0.24324324324324326	0.4594594594594595	0.24324324324324326	0.43243243243243246	0.22972972972972974	0.4189189189189189	0.22972972972972974	0.3783783783783784	0.20270270270270271	0.28378378378378377	0.17567567567567569	0.21621621621621623	0.13513513513513514	0.13513513513513514	0.08108108108108109	0.013513513513513514	0.0	0.0	0.0
ResNet18--U-Net	20260811	2023-05-30_0750	2023-05-30	67	20	20	23	23	20	1.0	0.34328358208955223	0.34328358208955223	0.29850746268656714	0	0	0	0.5373134328358209	0.2537313432835821	0.5373134328358209	0.2537313432835821	0.47761194029850745	0.2537313432835821	0.34328358208955223	0.208955223880597	0.19402985074626866	0.13432835820895522	0.04477611940298507	0.014925373134328358	0.029850746268656716	0.014925373134328358	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260811	2023-05-25_0786	2023-05-25	76	20	13	12	12	12	0.65	0.15789473684210525	0.15789473684210525	0.15789473684210525	1	1	1	0.10526315789473684	0.10526315789473684	0.09210526315789473	0.09210526315789473	0.05263157894736842	0.05263157894736842	0.039473684210526314	0.039473684210526314	0.013157894736842105	0.013157894736842105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260811	2023-06-06_0670	2023-06-06	96	20	20	30	30	20	1.0	0.3125	0.3125	0.20833333333333334	0	0	0	0.40625	0.15625	0.3854166666666667	0.15625	0.3229166666666667	0.14583333333333334	0.2916666666666667	0.14583333333333334	0.25	0.14583333333333334	0.16666666666666666	0.10416666666666667	0.11458333333333333	0.0625	0.07291666666666667	0.03125	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260811	2023-05-30_0649	2023-05-30	93	20	19	21	21	17	0.95	0.22580645161290322	0.22580645161290322	0.1827956989247312	0	0	0	0.4946236559139785	0.13978494623655913	0.3870967741935484	0.11827956989247312	0.3548387096774194	0.11827956989247312	0.22580645161290322	0.07526881720430108	0.11827956989247312	0.053763440860215055	0.010752688172043012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260811	2023-05-25_0685	2023-05-25	114	20	10	12	11	8	0.5	0.10526315789473684	0.09649122807017543	0.07017543859649122	1	1	1	0.03508771929824561	0.03508771929824561	0.03508771929824561	0.03508771929824561	0.02631578947368421	0.02631578947368421	0.02631578947368421	0.02631578947368421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260811	2023-06-06_0667	2023-06-06	95	20	19	27	26	19	0.95	0.28421052631578947	0.2736842105263158	0.2	0	0	0	0.4105263157894737	0.18947368421052632	0.35789473684210527	0.15789473684210525	0.3157894736842105	0.14736842105263157	0.30526315789473685	0.14736842105263157	0.2631578947368421	0.11578947368421053	0.15789473684210525	0.07368421052631578	0.06315789473684211	0.010526315789473684	0.021052631578947368	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260811	2023-05-30_0652	2023-05-30	55	20	20	21	21	18	1.0	0.38181818181818183	0.38181818181818183	0.32727272727272727	0	0	0	0.45454545454545453	0.2727272727272727	0.4	0.21818181818181817	0.36363636363636365	0.21818181818181817	0.23636363636363636	0.2	0.2	0.18181818181818182	0.12727272727272726	0.10909090909090909	0.07272727272727272	0.05454545454545454	0.05454545454545454	0.03636363636363636	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260811	2023-05-25_0681	2023-05-25	69	20	4	4	2	2	0.2	0.057971014492753624	0.028985507246376812	0.028985507246376812	1	1	1	0.028985507246376812	0.028985507246376812	0.028985507246376812	0.028985507246376812	0.014492753623188406	0.014492753623188406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260811	2023-06-15_0169	2023-06-15	80	20	17	25	25	15	0.85	0.3125	0.3125	0.1875	0	0	0	0.175	0.125	0.125	0.0875	0.075	0.05	0.05	0.0375	0.05	0.0375	0.025	0.025	0.025	0.025	0.0125	0.0125	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260811	2023-06-06_0176	2023-06-06	150	20	20	28	28	20	1.0	0.18666666666666668	0.18666666666666668	0.13333333333333333	0	0	0	0.34	0.09333333333333334	0.26	0.09333333333333334	0.19333333333333333	0.09333333333333334	0.14	0.08	0.10666666666666667	0.06666666666666667	0.07333333333333333	0.04666666666666667	0.02666666666666667	0.013333333333333334	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260811	2023-05-30_0099	2023-05-30	52	20	19	18	17	17	0.95	0.34615384615384615	0.3269230769230769	0.3269230769230769	0	0	0	0.25	0.23076923076923078	0.23076923076923078	0.21153846153846154	0.15384615384615385	0.15384615384615385	0.057692307692307696	0.057692307692307696	0.019230769230769232	0.019230769230769232	0.019230769230769232	0.019230769230769232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260811	2023-05-25_0170	2023-05-25	16	16	1	1	1	1	0.0625	0.0625	0.0625	0.0625	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260811	2023-06-06_0161	2023-06-06	101	20	20	26	26	20	1.0	0.25742574257425743	0.25742574257425743	0.19801980198019803	0	0	0	0.48514851485148514	0.16831683168316833	0.40594059405940597	0.1485148514851485	0.297029702970297	0.13861386138613863	0.22772277227722773	0.12871287128712872	0.18811881188118812	0.10891089108910891	0.10891089108910891	0.0594059405940594	0.039603960396039604	0.0297029702970297	0.009900990099009901	0.009900990099009901	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260811	2023-05-30_0044	2023-05-30	46	20	17	18	16	16	0.85	0.391304347826087	0.34782608695652173	0.34782608695652173	0	0	0	0.43478260869565216	0.2608695652173913	0.34782608695652173	0.21739130434782608	0.30434782608695654	0.21739130434782608	0.1956521739130435	0.15217391304347827	0.17391304347826086	0.15217391304347827	0.06521739130434782	0.06521739130434782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260811	2023-05-25_0114	2023-05-25	17	20	7	6	6	6	0.35	0.35294117647058826	0.35294117647058826	0.35294117647058826	1	1	1	0.29411764705882354	0.29411764705882354	0.23529411764705882	0.23529411764705882	0.11764705882352941	0.11764705882352941	0.058823529411764705	0.058823529411764705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260811	2023-06-06_0231	2023-06-06	65	20	18	21	20	18	0.9	0.3230769230769231	0.3076923076923077	0.27692307692307694	0	0	0	0.5230769230769231	0.26153846153846155	0.4307692307692308	0.23076923076923078	0.26153846153846155	0.18461538461538463	0.2	0.15384615384615385	0.15384615384615385	0.1076923076923077	0.07692307692307693	0.06153846153846154	0.03076923076923077	0.03076923076923077	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260811	2023-05-30_0114	2023-05-30	35	20	13	16	11	10	0.65	0.45714285714285713	0.3142857142857143	0.2857142857142857	0	0	0	0.22857142857142856	0.17142857142857143	0.2	0.14285714285714285	0.17142857142857143	0.14285714285714285	0.11428571428571428	0.08571428571428572	0.02857142857142857	0.02857142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260811	2023-05-25_0183	2023-05-25	9	16	2	3	2	2	0.125	0.3333333333333333	0.2222222222222222	0.2222222222222222	1	1	1	0.2222222222222222	0.2222222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260811	2023-06-06_0166	2023-06-06	76	20	19	24	24	19	0.95	0.3157894736842105	0.3157894736842105	0.25	0	0	0	0.5394736842105263	0.21052631578947367	0.34210526315789475	0.14473684210526316	0.17105263157894737	0.10526315789473684	0.11842105263157894	0.06578947368421052	0.06578947368421052	0.039473684210526314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260811	2023-05-30_0039	2023-05-30	43	20	11	19	10	10	0.55	0.4418604651162791	0.23255813953488372	0.23255813953488372	0	0	0	0.18604651162790697	0.16279069767441862	0.11627906976744186	0.09302325581395349	0.09302325581395349	0.09302325581395349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260811	2023-05-25_0109	2023-05-25	17	13	1	4	1	1	0.07692307692307693	0.23529411764705882	0.058823529411764705	0.058823529411764705	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260812	2023-06-15_0735	2023-06-15	74	20	2	2	2	2	0.1	0.02702702702702703	0.02702702702702703	0.02702702702702703	0	0	0	0.05405405405405406	0.02702702702702703	0.05405405405405406	0.02702702702702703	0.05405405405405406	0.02702702702702703	0.05405405405405406	0.02702702702702703	0.05405405405405406	0.02702702702702703	0.04054054054054054	0.013513513513513514	0.013513513513513514	0.013513513513513514	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260812	2023-06-06_0736	2023-06-06	69	20	20	20	20	18	1.0	0.2898550724637681	0.2898550724637681	0.2608695652173913	0	0	0	0.4057971014492754	0.2608695652173913	0.37681159420289856	0.2463768115942029	0.36231884057971014	0.2318840579710145	0.34782608695652173	0.2318840579710145	0.3188405797101449	0.2028985507246377	0.2753623188405797	0.17391304347826086	0.17391304347826086	0.10144927536231885	0.10144927536231885	0.043478260869565216	0.014492753623188406	0.0	0.0	0.0
ResNet18--U-Net	20260812	2023-05-30_0720	2023-05-30	49	20	20	24	24	20	1.0	0.4897959183673469	0.4897959183673469	0.40816326530612246	0	0	0	0.673469387755102	0.3673469387755102	0.5306122448979592	0.30612244897959184	0.40816326530612246	0.20408163265306123	0.24489795918367346	0.12244897959183673	0.1836734693877551	0.08163265306122448	0.08163265306122448	0.02040816326530612	0.061224489795918366	0.02040816326530612	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260812	2023-05-25_0750	2023-05-25	74	20	13	16	12	11	0.65	0.21621621621621623	0.16216216216216217	0.14864864864864866	0	0	0	0.14864864864864866	0.13513513513513514	0.14864864864864866	0.13513513513513514	0.14864864864864866	0.13513513513513514	0.0945945945945946	0.08108108108108109	0.05405405405405406	0.05405405405405406	0.013513513513513514	0.013513513513513514	0.013513513513513514	0.013513513513513514	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260812	2023-06-06_0770	2023-06-06	74	20	20	23	23	20	1.0	0.3108108108108108	0.3108108108108108	0.2702702702702703	0	0	0	0.5135135135135135	0.22972972972972974	0.5	0.22972972972972974	0.44594594594594594	0.21621621621621623	0.43243243243243246	0.21621621621621623	0.3918918918918919	0.17567567567567569	0.36486486486486486	0.14864864864864866	0.25675675675675674	0.08108108108108109	0.14864864864864866	0.05405405405405406	0.02702702702702703	0.0	0.0	0.0
ResNet18--U-Net	20260812	2023-05-30_0750	2023-05-30	67	20	20	22	22	20	1.0	0.3283582089552239	0.3283582089552239	0.29850746268656714	0	0	0	0.7014925373134329	0.2835820895522388	0.6119402985074627	0.26865671641791045	0.5522388059701493	0.2537313432835821	0.44776119402985076	0.22388059701492538	0.2537313432835821	0.13432835820895522	0.08955223880597014	0.07462686567164178	0.014925373134328358	0.014925373134328358	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260812	2023-05-25_0786	2023-05-25	76	20	14	16	13	13	0.7	0.21052631578947367	0.17105263157894737	0.17105263157894737	1	1	0	0.17105263157894737	0.11842105263157894	0.11842105263157894	0.07894736842105263	0.09210526315789473	0.07894736842105263	0.02631578947368421	0.013157894736842105	0.013157894736842105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260812	2023-06-06_0670	2023-06-06	96	20	19	19	19	18	0.95	0.19791666666666666	0.19791666666666666	0.1875	0	0	0	0.40625	0.17708333333333334	0.375	0.17708333333333334	0.34375	0.17708333333333334	0.3020833333333333	0.15625	0.2708333333333333	0.13541666666666666	0.1875	0.09375	0.14583333333333334	0.07291666666666667	0.08333333333333333	0.03125	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260812	2023-05-30_0649	2023-05-30	93	20	20	24	24	20	1.0	0.25806451612903225	0.25806451612903225	0.21505376344086022	0	0	0	0.5268817204301075	0.1827956989247312	0.46236559139784944	0.17204301075268819	0.34408602150537637	0.12903225806451613	0.13978494623655913	0.08602150537634409	0.08602150537634409	0.043010752688172046	0.03225806451612903	0.021505376344086023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260812	2023-05-25_0685	2023-05-25	114	20	18	21	21	18	0.9	0.18421052631578946	0.18421052631578946	0.15789473684210525	0	0	0	0.24561403508771928	0.13157894736842105	0.18421052631578946	0.10526315789473684	0.12280701754385964	0.07894736842105263	0.06140350877192982	0.03508771929824561	0.03508771929824561	0.017543859649122806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260812	2023-06-06_0667	2023-06-06	95	20	19	20	19	19	0.95	0.21052631578947367	0.2	0.2	0	0	0	0.4105263157894737	0.2	0.35789473684210527	0.17894736842105263	0.3263157894736842	0.17894736842105263	0.30526315789473685	0.16842105263157894	0.25263157894736843	0.1368421052631579	0.16842105263157894	0.09473684210526316	0.06315789473684211	0.031578947368421054	0.021052631578947368	0.010526315789473684	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260812	2023-05-30_0652	2023-05-30	55	20	19	23	23	19	0.95	0.41818181818181815	0.41818181818181815	0.34545454545454546	0	0	0	0.5636363636363636	0.32727272727272727	0.4909090909090909	0.2909090909090909	0.43636363636363634	0.2545454545454545	0.38181818181818183	0.23636363636363636	0.2909090909090909	0.18181818181818182	0.09090909090909091	0.05454545454545454	0.07272727272727272	0.05454545454545454	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260812	2023-05-25_0681	2023-05-25	69	20	11	12	11	11	0.55	0.17391304347826086	0.15942028985507245	0.15942028985507245	1	1	1	0.13043478260869565	0.13043478260869565	0.08695652173913043	0.08695652173913043	0.043478260869565216	0.043478260869565216	0.028985507246376812	0.028985507246376812	0.028985507246376812	0.028985507246376812	0.014492753623188406	0.014492753623188406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260812	2023-06-15_0169	2023-06-15	80	20	14	20	20	13	0.7	0.25	0.25	0.1625	0	0	0	0.1875	0.125	0.175	0.1125	0.1	0.0625	0.0625	0.0375	0.025	0.0125	0.0125	0.0125	0.0125	0.0125	0.0125	0.0125	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260812	2023-06-06_0176	2023-06-06	150	20	19	23	22	19	0.95	0.15333333333333332	0.14666666666666667	0.12666666666666668	0	0	0	0.3333333333333333	0.1	0.25333333333333335	0.1	0.2	0.09333333333333334	0.14666666666666667	0.07333333333333333	0.10666666666666667	0.06	0.03333333333333333	0.03333333333333333	0.006666666666666667	0.006666666666666667	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260812	2023-05-30_0099	2023-05-30	52	20	16	19	16	16	0.8	0.36538461538461536	0.3076923076923077	0.3076923076923077	0	0	0	0.36538461538461536	0.23076923076923078	0.2692307692307692	0.19230769230769232	0.15384615384615385	0.09615384615384616	0.07692307692307693	0.038461538461538464	0.057692307692307696	0.038461538461538464	0.019230769230769232	0.019230769230769232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260812	2023-05-25_0170	2023-05-25	16	20	2	4	2	2	0.1	0.25	0.125	0.125	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260812	2023-06-06_0161	2023-06-06	101	20	20	21	21	19	1.0	0.2079207920792079	0.2079207920792079	0.18811881188118812	0	0	0	0.5148514851485149	0.1782178217821782	0.44554455445544555	0.16831683168316833	0.3465346534653465	0.13861386138613863	0.22772277227722773	0.1188118811881188	0.19801980198019803	0.10891089108910891	0.1188118811881188	0.0891089108910891	0.07920792079207921	0.0594059405940594	0.0297029702970297	0.019801980198019802	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260812	2023-05-30_0044	2023-05-30	46	20	14	19	14	14	0.7	0.41304347826086957	0.30434782608695654	0.30434782608695654	0	0	0	0.45652173913043476	0.21739130434782608	0.391304347826087	0.17391304347826086	0.30434782608695654	0.17391304347826086	0.2391304347826087	0.15217391304347827	0.13043478260869565	0.08695652173913043	0.08695652173913043	0.06521739130434782	0.043478260869565216	0.021739130434782608	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260812	2023-05-25_0114	2023-05-25	17	20	6	7	6	6	0.3	0.4117647058823529	0.35294117647058826	0.35294117647058826	1	1	1	0.29411764705882354	0.29411764705882354	0.29411764705882354	0.29411764705882354	0.23529411764705882	0.23529411764705882	0.11764705882352941	0.11764705882352941	0.11764705882352941	0.11764705882352941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260812	2023-06-06_0231	2023-06-06	65	20	15	20	17	15	0.75	0.3076923076923077	0.26153846153846155	0.23076923076923078	0	0	0	0.5230769230769231	0.2153846153846154	0.4307692307692308	0.2	0.24615384615384617	0.15384615384615385	0.18461538461538463	0.12307692307692308	0.13846153846153847	0.09230769230769231	0.07692307692307693	0.046153846153846156	0.046153846153846156	0.03076923076923077	0.015384615384615385	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260812	2023-05-30_0114	2023-05-30	35	20	12	19	14	12	0.6	0.5428571428571428	0.4	0.34285714285714286	0	0	0	0.2571428571428571	0.22857142857142856	0.2	0.17142857142857143	0.11428571428571428	0.08571428571428572	0.02857142857142857	0.02857142857142857	0.02857142857142857	0.02857142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260812	2023-05-25_0183	2023-05-25	9	19	2	3	2	2	0.10526315789473684	0.3333333333333333	0.2222222222222222	0.2222222222222222	1	1	1	0.2222222222222222	0.2222222222222222	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260812	2023-06-06_0166	2023-06-06	76	20	14	16	14	14	0.7	0.21052631578947367	0.18421052631578946	0.18421052631578946	0	0	0	0.5394736842105263	0.17105263157894737	0.32894736842105265	0.10526315789473684	0.17105263157894737	0.06578947368421052	0.11842105263157894	0.05263157894736842	0.05263157894736842	0.02631578947368421	0.013157894736842105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260812	2023-05-30_0039	2023-05-30	43	20	7	14	6	6	0.35	0.32558139534883723	0.13953488372093023	0.13953488372093023	0	0	0	0.16279069767441862	0.13953488372093023	0.06976744186046512	0.06976744186046512	0.06976744186046512	0.06976744186046512	0.046511627906976744	0.046511627906976744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260812	2023-05-25_0109	2023-05-25	17	20	1	5	1	1	0.05	0.29411764705882354	0.058823529411764705	0.058823529411764705	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260813	2023-06-15_0735	2023-06-15	74	20	11	4	4	4	0.55	0.05405405405405406	0.05405405405405406	0.05405405405405406	0	0	0	0.06756756756756757	0.05405405405405406	0.06756756756756757	0.05405405405405406	0.06756756756756757	0.05405405405405406	0.06756756756756757	0.05405405405405406	0.06756756756756757	0.05405405405405406	0.05405405405405406	0.04054054054054054	0.013513513513513514	0.013513513513513514	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260813	2023-06-06_0736	2023-06-06	69	20	20	42	42	18	1.0	0.6086956521739131	0.6086956521739131	0.2608695652173913	0	0	0	0.42028985507246375	0.2028985507246377	0.4057971014492754	0.2028985507246377	0.391304347826087	0.18840579710144928	0.34782608695652173	0.18840579710144928	0.3333333333333333	0.18840579710144928	0.2898550724637681	0.17391304347826086	0.2028985507246377	0.11594202898550725	0.10144927536231885	0.07246376811594203	0.014492753623188406	0.014492753623188406	0.0	0.0
ResNet18--U-Net	20260813	2023-05-30_0720	2023-05-30	49	20	20	25	25	20	1.0	0.5102040816326531	0.5102040816326531	0.40816326530612246	0	0	0	0.6326530612244898	0.3469387755102041	0.5306122448979592	0.2857142857142857	0.42857142857142855	0.22448979591836735	0.24489795918367346	0.12244897959183673	0.1836734693877551	0.08163265306122448	0.061224489795918366	0.02040816326530612	0.02040816326530612	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260813	2023-05-25_0750	2023-05-25	74	20	12	11	9	9	0.6	0.14864864864864866	0.12162162162162163	0.12162162162162163	1	1	1	0.12162162162162163	0.12162162162162163	0.0945945945945946	0.0945945945945946	0.0945945945945946	0.0945945945945946	0.06756756756756757	0.06756756756756757	0.04054054054054054	0.04054054054054054	0.013513513513513514	0.013513513513513514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260813	2023-06-06_0770	2023-06-06	74	20	20	31	31	20	1.0	0.4189189189189189	0.4189189189189189	0.2702702702702703	0	0	0	0.527027027027027	0.21621621621621623	0.5	0.21621621621621623	0.4864864864864865	0.21621621621621623	0.44594594594594594	0.21621621621621623	0.43243243243243246	0.20270270270270271	0.36486486486486486	0.1891891891891892	0.24324324324324326	0.14864864864864866	0.16216216216216217	0.12162162162162163	0.04054054054054054	0.04054054054054054	0.0	0.0
ResNet18--U-Net	20260813	2023-05-30_0750	2023-05-30	67	20	20	22	22	20	1.0	0.3283582089552239	0.3283582089552239	0.29850746268656714	0	0	0	0.6417910447761194	0.26865671641791045	0.6268656716417911	0.26865671641791045	0.5522388059701493	0.26865671641791045	0.373134328358209	0.22388059701492538	0.2537313432835821	0.14925373134328357	0.13432835820895522	0.07462686567164178	0.029850746268656716	0.014925373134328358	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260813	2023-05-25_0786	2023-05-25	76	20	17	13	13	13	0.85	0.17105263157894737	0.17105263157894737	0.17105263157894737	0	0	0	0.17105263157894737	0.14473684210526316	0.10526315789473684	0.09210526315789473	0.07894736842105263	0.07894736842105263	0.07894736842105263	0.07894736842105263	0.039473684210526314	0.039473684210526314	0.02631578947368421	0.02631578947368421	0.013157894736842105	0.013157894736842105	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260813	2023-06-06_0670	2023-06-06	96	20	20	36	36	20	1.0	0.375	0.375	0.20833333333333334	0	0	0	0.4166666666666667	0.15625	0.3854166666666667	0.15625	0.3333333333333333	0.15625	0.2916666666666667	0.13541666666666666	0.2708333333333333	0.13541666666666666	0.21875	0.125	0.14583333333333334	0.10416666666666667	0.08333333333333333	0.0625	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260813	2023-05-30_0649	2023-05-30	93	20	19	26	25	19	0.95	0.27956989247311825	0.26881720430107525	0.20430107526881722	0	0	0	0.45161290322580644	0.15053763440860216	0.41935483870967744	0.15053763440860216	0.2903225806451613	0.12903225806451613	0.17204301075268819	0.08602150537634409	0.07526881720430108	0.043010752688172046	0.010752688172043012	0.010752688172043012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260813	2023-05-25_0685	2023-05-25	114	20	20	21	21	19	1.0	0.18421052631578946	0.18421052631578946	0.16666666666666666	0	0	0	0.13157894736842105	0.11403508771929824	0.10526315789473684	0.08771929824561403	0.05263157894736842	0.043859649122807015	0.03508771929824561	0.03508771929824561	0.017543859649122806	0.017543859649122806	0.008771929824561403	0.008771929824561403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ResNet18--U-Net	20260813	2023-06-06_0667	2023-06-06	95	20	20	25	25	20	1.0	0.2631578947368421	0.2631578947368421	0.21052631578947367	0	0	0	0.42105263157894735	0.21052631578947367	0.37894736842105264	0.2	0.3157894736842105	0.18947368421052632	0.3157894736842105	0.18947368421052632	0.25263157894736843	0.15789473684210525	0.14736842105263157	0.10526315789473684	0.10526315789473684	0.06315789473684211	0.021052631578947368	0.0	0.0	0.0	0.0	0.0
