variant	global_N	images	weed_instances	accepted_candidates	mean_candidates_per_image	all_candidate_precision	many_to_one_spatial_recall	many_to_one_role_qualified_recall	one_to_one_role_qualified_recall	crop_overlap_scene_frequency
commissioned_T070_A032	90	26	1712	90	3.4615384615384617	0.8222222222222222	0.1261682242990654	0.05841121495327103	0.037383177570093455	0.3076923076923077
original_T095_A032	91	26	1712	91	3.5	0.7692307692307693	0.0911214953271028	0.037383177570093455	0.02336448598130841	0.38461538461538464
commissioned_T070_A032	91	26	1712	91	3.5	0.8241758241758241	0.1261682242990654	0.05841121495327103	0.037383177570093455	0.3076923076923077
original_T095_A032	92	26	1712	92	3.5384615384615383	0.7717391304347826	0.0911214953271028	0.037383177570093455	0.02336448598130841	0.38461538461538464
commissioned_T070_A032	92	26	1712	92	3.5384615384615383	0.8260869565217391	0.12675233644859812	0.05899532710280374	0.037967289719626166	0.3076923076923077
original_T095_A032	93	26	1712	93	3.576923076923077	0.7634408602150538	0.0911214953271028	0.037383177570093455	0.02336448598130841	0.4230769230769231
commissioned_T070_A032	93	26	1712	93	3.576923076923077	0.8279569892473119	0.12733644859813084	0.05957943925233645	0.038551401869158876	0.3076923076923077
original_T095_A032	94	26	1712	94	3.6153846153846154	0.7659574468085106	0.0911214953271028	0.037383177570093455	0.02336448598130841	0.4230769230769231
commissioned_T070_A032	94	26	1712	94	3.6153846153846154	0.8297872340425532	0.12792056074766356	0.06016355140186916	0.039135514018691586	0.3076923076923077
original_T095_A032	95	26	1712	95	3.6538461538461537	0.7684210526315789	0.09228971962616822	0.038551401869158876	0.02394859813084112	0.4230769230769231
commissioned_T070_A032	95	26	1712	95	3.6538461538461537	0.8315789473684211	0.12850467289719625	0.06074766355140187	0.0397196261682243	0.3076923076923077
original_T095_A032	96	26	1712	96	3.6923076923076925	0.7708333333333334	0.09228971962616822	0.038551401869158876	0.02394859813084112	0.4230769230769231
commissioned_T070_A032	96	26	1712	96	3.6923076923076925	0.8333333333333334	0.12908878504672897	0.06133177570093458	0.04030373831775701	0.3076923076923077
original_T095_A032	97	26	1712	97	3.730769230769231	0.7731958762886598	0.09228971962616822	0.038551401869158876	0.02394859813084112	0.4230769230769231
commissioned_T070_A032	97	26	1712	97	3.730769230769231	0.8350515463917526	0.12967289719626168	0.06191588785046729	0.04088785046728972	0.3076923076923077
original_T095_A032	98	26	1712	98	3.769230769230769	0.7755102040816326	0.09287383177570094	0.039135514018691586	0.02453271028037383	0.4230769230769231
commissioned_T070_A032	98	26	1712	98	3.769230769230769	0.8367346938775511	0.1314252336448598	0.06366822429906542	0.04147196261682243	0.3076923076923077
original_T095_A032	99	26	1712	99	3.8076923076923075	0.7777777777777778	0.09404205607476636	0.04030373831775701	0.02511682242990654	0.4230769230769231
commissioned_T070_A032	99	26	1712	99	3.8076923076923075	0.8282828282828283	0.1314252336448598	0.06366822429906542	0.04147196261682243	0.34615384615384615
original_T095_A032	100	26	1712	100	3.8461538461538463	0.78	0.09462616822429906	0.04088785046728972	0.02570093457943925	0.4230769230769231
commissioned_T070_A032	100	26	1712	100	3.8461538461538463	0.82	0.1314252336448598	0.06366822429906542	0.04147196261682243	0.38461538461538464
original_T095_A032	101	26	1712	101	3.8846153846153846	0.7821782178217822	0.09521028037383178	0.04147196261682243	0.026285046728971962	0.4230769230769231
commissioned_T070_A032	101	26	1712	101	3.8846153846153846	0.8118811881188119	0.1314252336448598	0.06366822429906542	0.04147196261682243	0.38461538461538464
original_T095_A032	102	26	1712	102	3.923076923076923	0.7843137254901961	0.09521028037383178	0.04147196261682243	0.026285046728971962	0.4230769230769231
commissioned_T070_A032	102	26	1712	102	3.923076923076923	0.8137254901960784	0.13200934579439252	0.06425233644859812	0.04205607476635514	0.38461538461538464
original_T095_A032	103	26	1712	103	3.9615384615384617	0.7864077669902912	0.09521028037383178	0.04147196261682243	0.026285046728971962	0.4230769230769231
commissioned_T070_A032	103	26	1712	103	3.9615384615384617	0.8155339805825242	0.13259345794392524	0.06483644859813084	0.04264018691588785	0.38461538461538464
original_T095_A032	104	26	1712	104	4.0	0.7884615384615384	0.09579439252336448	0.04205607476635514	0.026869158878504672	0.4230769230769231
commissioned_T070_A032	104	26	1712	104	4.0	0.8173076923076923	0.13317757009345793	0.06542056074766354	0.04322429906542056	0.38461538461538464
original_T095_A032	105	26	1712	105	4.038461538461538	0.7904761904761904	0.0963785046728972	0.04264018691588785	0.027453271028037383	0.4230769230769231
commissioned_T070_A032	105	26	1712	105	4.038461538461538	0.819047619047619	0.13434579439252337	0.06658878504672897	0.04380841121495327	0.38461538461538464
original_T095_A032	106	26	1712	106	4.076923076923077	0.7924528301886793	0.0969626168224299	0.04322429906542056	0.028037383177570093	0.4230769230769231
commissioned_T070_A032	106	26	1712	106	4.076923076923077	0.8207547169811321	0.13434579439252337	0.06658878504672897	0.04380841121495327	0.38461538461538464
original_T095_A032	107	26	1712	107	4.115384615384615	0.7850467289719626	0.0969626168224299	0.04322429906542056	0.028037383177570093	0.4230769230769231
commissioned_T070_A032	107	26	1712	107	4.115384615384615	0.822429906542056	0.13551401869158877	0.06775700934579439	0.04439252336448598	0.38461538461538464
original_T095_A032	108	26	1712	108	4.153846153846154	0.7777777777777778	0.0969626168224299	0.04322429906542056	0.028037383177570093	0.4230769230769231
commissioned_T070_A032	108	26	1712	108	4.153846153846154	0.8240740740740741	0.1360981308411215	0.0683411214953271	0.04497663551401869	0.38461538461538464
original_T095_A032	109	26	1712	109	4.1923076923076925	0.7798165137614679	0.0969626168224299	0.04322429906542056	0.028037383177570093	0.4230769230769231
commissioned_T070_A032	109	26	1712	109	4.1923076923076925	0.8256880733944955	0.13726635514018692	0.06950934579439252	0.0455607476635514	0.38461538461538464
original_T095_A032	110	26	1712	110	4.230769230769231	0.7818181818181819	0.09754672897196262	0.04380841121495327	0.028621495327102803	0.4230769230769231
commissioned_T070_A032	110	26	1712	110	4.230769230769231	0.8272727272727273	0.1378504672897196	0.07009345794392523	0.04614485981308411	0.38461538461538464
original_T095_A032	111	26	1712	111	4.269230769230769	0.7837837837837838	0.09754672897196262	0.04380841121495327	0.028621495327102803	0.4230769230769231
commissioned_T070_A032	111	26	1712	111	4.269230769230769	0.8288288288288288	0.13843457943925233	0.07067757009345794	0.04672897196261682	0.38461538461538464
original_T095_A032	112	26	1712	112	4.3076923076923075	0.7857142857142857	0.09754672897196262	0.04380841121495327	0.028621495327102803	0.4230769230769231
commissioned_T070_A032	112	26	1712	112	4.3076923076923075	0.8303571428571429	0.13843457943925233	0.07067757009345794	0.04672897196261682	0.38461538461538464
original_T095_A032	113	26	1712	113	4.346153846153846	0.7876106194690266	0.09871495327102804	0.04497663551401869	0.029205607476635514	0.4230769230769231
commissioned_T070_A032	113	26	1712	113	4.346153846153846	0.831858407079646	0.13960280373831777	0.07184579439252337	0.04731308411214953	0.38461538461538464
original_T095_A032	114	26	1712	114	4.384615384615385	0.7894736842105263	0.09929906542056074	0.0455607476635514	0.029789719626168224	0.4230769230769231
commissioned_T070_A032	114	26	1712	114	4.384615384615385	0.8333333333333334	0.14018691588785046	0.07242990654205607	0.04789719626168224	0.38461538461538464
original_T095_A032	115	26	1712	115	4.423076923076923	0.7913043478260869	0.09988317757009346	0.04614485981308411	0.030373831775700934	0.4230769230769231
commissioned_T070_A032	115	26	1712	115	4.423076923076923	0.8347826086956521	0.14077102803738317	0.07301401869158879	0.04848130841121495	0.38461538461538464
original_T095_A032	116	26	1712	116	4.461538461538462	0.7931034482758621	0.09988317757009346	0.04614485981308411	0.030373831775700934	0.4230769230769231
commissioned_T070_A032	116	26	1712	116	4.461538461538462	0.8362068965517241	0.14077102803738317	0.07301401869158879	0.04848130841121495	0.38461538461538464
original_T095_A032	117	26	1712	117	4.5	0.7948717948717948	0.09988317757009346	0.04614485981308411	0.030373831775700934	0.4230769230769231
commissioned_T070_A032	117	26	1712	117	4.5	0.8376068376068376	0.1419392523364486	0.0741822429906542	0.04906542056074766	0.38461538461538464
original_T095_A032	118	26	1712	118	4.538461538461538	0.7966101694915254	0.09988317757009346	0.04614485981308411	0.030373831775700934	0.4230769230769231
commissioned_T070_A032	118	26	1712	118	4.538461538461538	0.8389830508474576	0.1419392523364486	0.0741822429906542	0.04906542056074766	0.38461538461538464
original_T095_A032	119	26	1712	119	4.576923076923077	0.7983193277310925	0.10046728971962617	0.04672897196261682	0.030957943925233645	0.4230769230769231
commissioned_T070_A032	119	26	1712	119	4.576923076923077	0.8319327731092437	0.1419392523364486	0.0741822429906542	0.04906542056074766	0.38461538461538464
original_T095_A032	120	26	1712	120	4.615384615384615	0.8	0.10046728971962617	0.04672897196261682	0.030957943925233645	0.4230769230769231
commissioned_T070_A032	120	26	1712	120	4.615384615384615	0.8333333333333334	0.1425233644859813	0.07476635514018691	0.04964953271028037	0.38461538461538464
original_T095_A032	121	26	1712	121	4.653846153846154	0.8016528925619835	0.10046728971962617	0.04672897196261682	0.030957943925233645	0.4230769230769231
commissioned_T070_A032	121	26	1712	121	4.653846153846154	0.8264462809917356	0.143107476635514	0.07476635514018691	0.04964953271028037	0.38461538461538464
original_T095_A032	122	26	1712	122	4.6923076923076925	0.7950819672131147	0.10105140186915888	0.04672897196261682	0.030957943925233645	0.4230769230769231
commissioned_T070_A032	122	26	1712	122	4.6923076923076925	0.8278688524590164	0.14427570093457945	0.07593457943925233	0.05023364485981308	0.38461538461538464
original_T095_A032	123	26	1712	123	4.730769230769231	0.7967479674796748	0.10105140186915888	0.04672897196261682	0.030957943925233645	0.4230769230769231
commissioned_T070_A032	123	26	1712	123	4.730769230769231	0.8292682926829268	0.14427570093457945	0.07593457943925233	0.05023364485981308	0.38461538461538464
original_T095_A032	124	26	1712	124	4.769230769230769	0.7983870967741935	0.10105140186915888	0.04672897196261682	0.030957943925233645	0.4230769230769231
commissioned_T070_A032	124	26	1712	124	4.769230769230769	0.8306451612903226	0.14544392523364486	0.07710280373831775	0.05081775700934579	0.38461538461538464
original_T095_A032	125	26	1712	125	4.8076923076923075	0.8	0.10105140186915888	0.04672897196261682	0.030957943925233645	0.4230769230769231
commissioned_T070_A032	125	26	1712	125	4.8076923076923075	0.824	0.1466121495327103	0.07710280373831775	0.05081775700934579	0.38461538461538464
original_T095_A032	126	26	1712	126	4.846153846153846	0.8015873015873016	0.10163551401869159	0.04731308411214953	0.03154205607476635	0.4230769230769231
commissioned_T070_A032	126	26	1712	126	4.846153846153846	0.8253968253968254	0.14719626168224298	0.07768691588785047	0.0514018691588785	0.38461538461538464
original_T095_A032	127	26	1712	127	4.884615384615385	0.8031496062992126	0.1022196261682243	0.04789719626168224	0.03212616822429906	0.4230769230769231
commissioned_T070_A032	127	26	1712	127	4.884615384615385	0.8267716535433071	0.14719626168224298	0.07768691588785047	0.0514018691588785	0.38461538461538464
original_T095_A032	128	26	1712	128	4.923076923076923	0.8046875	0.102803738317757	0.04848130841121495	0.03271028037383177	0.4230769230769231
commissioned_T070_A032	128	26	1712	128	4.923076923076923	0.828125	0.1477803738317757	0.07827102803738317	0.051985981308411214	0.38461538461538464
original_T095_A032	129	26	1712	129	4.961538461538462	0.8062015503875969	0.10338785046728972	0.04906542056074766	0.03329439252336448	0.4230769230769231
commissioned_T070_A032	129	26	1712	129	4.961538461538462	0.8294573643410853	0.1483644859813084	0.07885514018691589	0.052570093457943924	0.38461538461538464
original_T095_A032	130	26	1712	130	5.0	0.8076923076923077	0.10338785046728972	0.04906542056074766	0.03329439252336448	0.4230769230769231
commissioned_T070_A032	130	26	1712	130	5.0	0.8307692307692308	0.14894859813084113	0.0794392523364486	0.053154205607476634	0.38461538461538464
original_T095_A032	131	26	1712	131	5.038461538461538	0.8015267175572519	0.10338785046728972	0.04906542056074766	0.03329439252336448	0.46153846153846156
commissioned_T070_A032	131	26	1712	131	5.038461538461538	0.8320610687022901	0.14953271028037382	0.08002336448598131	0.053738317757009345	0.38461538461538464
original_T095_A032	132	26	1712	132	5.076923076923077	0.803030303030303	0.10338785046728972	0.04906542056074766	0.03329439252336448	0.46153846153846156
commissioned_T070_A032	132	26	1712	132	5.076923076923077	0.8257575757575758	0.14953271028037382	0.08002336448598131	0.053738317757009345	0.38461538461538464
original_T095_A032	133	26	1712	133	5.115384615384615	0.8045112781954887	0.10338785046728972	0.04906542056074766	0.03329439252336448	0.46153846153846156
commissioned_T070_A032	133	26	1712	133	5.115384615384615	0.8270676691729323	0.14953271028037382	0.08002336448598131	0.053738317757009345	0.38461538461538464
original_T095_A032	134	26	1712	134	5.153846153846154	0.8059701492537313	0.10338785046728972	0.04906542056074766	0.03329439252336448	0.46153846153846156
commissioned_T070_A032	134	26	1712	134	5.153846153846154	0.8283582089552238	0.14953271028037382	0.08002336448598131	0.053738317757009345	0.38461538461538464
original_T095_A032	135	26	1712	135	5.1923076923076925	0.8074074074074075	0.10455607476635514	0.05023364485981308	0.03387850467289719	0.46153846153846156
commissioned_T070_A032	135	26	1712	135	5.1923076923076925	0.8296296296296296	0.15011682242990654	0.08060747663551401	0.054322429906542055	0.38461538461538464
original_T095_A032	136	26	1712	136	5.230769230769231	0.8014705882352942	0.10455607476635514	0.05023364485981308	0.03387850467289719	0.46153846153846156
commissioned_T070_A032	136	26	1712	136	5.230769230769231	0.8308823529411765	0.15070093457943926	0.08119158878504673	0.054906542056074766	0.38461538461538464
original_T095_A032	137	26	1712	137	5.269230769230769	0.8029197080291971	0.10572429906542057	0.0514018691588785	0.0344626168224299	0.46153846153846156
commissioned_T070_A032	137	26	1712	137	5.269230769230769	0.8321167883211679	0.15070093457943926	0.08119158878504673	0.054906542056074766	0.38461538461538464
original_T095_A032	138	26	1712	138	5.3076923076923075	0.7971014492753623	0.10572429906542057	0.0514018691588785	0.0344626168224299	0.46153846153846156
commissioned_T070_A032	138	26	1712	138	5.3076923076923075	0.8333333333333334	0.15128504672897197	0.08177570093457943	0.055490654205607476	0.38461538461538464
original_T095_A032	139	26	1712	139	5.346153846153846	0.7985611510791367	0.10630841121495327	0.051985981308411214	0.035046728971962614	0.46153846153846156
commissioned_T070_A032	139	26	1712	139	5.346153846153846	0.8345323741007195	0.15186915887850466	0.08235981308411215	0.056074766355140186	0.38461538461538464
original_T095_A032	140	26	1712	140	5.384615384615385	0.8	0.10747663551401869	0.053154205607476634	0.035630841121495324	0.46153846153846156
commissioned_T070_A032	140	26	1712	140	5.384615384615385	0.8357142857142857	0.15245327102803738	0.08294392523364486	0.0566588785046729	0.38461538461538464
original_T095_A032	141	26	1712	141	5.423076923076923	0.8014184397163121	0.1080607476635514	0.053738317757009345	0.036214953271028034	0.46153846153846156
commissioned_T070_A032	141	26	1712	141	5.423076923076923	0.8368794326241135	0.1530373831775701	0.08352803738317757	0.05724299065420561	0.38461538461538464
original_T095_A032	142	26	1712	142	5.461538461538462	0.8028169014084507	0.10864485981308411	0.054322429906542055	0.036799065420560745	0.46153846153846156
commissioned_T070_A032	142	26	1712	142	5.461538461538462	0.8309859154929577	0.1530373831775701	0.08352803738317757	0.05724299065420561	0.38461538461538464
original_T095_A032	143	26	1712	143	5.5	0.8041958041958042	0.10922897196261683	0.054906542056074766	0.037383177570093455	0.46153846153846156
commissioned_T070_A032	143	26	1712	143	5.5	0.8321678321678322	0.1536214953271028	0.08411214953271028	0.05782710280373832	0.38461538461538464
original_T095_A032	144	26	1712	144	5.538461538461538	0.8055555555555556	0.10981308411214953	0.055490654205607476	0.037967289719626166	0.46153846153846156
commissioned_T070_A032	144	26	1712	144	5.538461538461538	0.8333333333333334	0.1542056074766355	0.084696261682243	0.05841121495327103	0.38461538461538464
original_T095_A032	145	26	1712	145	5.576923076923077	0.8068965517241379	0.10981308411214953	0.055490654205607476	0.037967289719626166	0.46153846153846156
commissioned_T070_A032	145	26	1712	145	5.576923076923077	0.8344827586206897	0.1542056074766355	0.084696261682243	0.05841121495327103	0.38461538461538464
original_T095_A032	146	26	1712	146	5.615384615384615	0.8082191780821918	0.11039719626168225	0.056074766355140186	0.038551401869158876	0.46153846153846156
commissioned_T070_A032	146	26	1712	146	5.615384615384615	0.8287671232876712	0.15478971962616822	0.084696261682243	0.05841121495327103	0.4230769230769231
original_T095_A032	147	26	1712	147	5.653846153846154	0.8027210884353742	0.11039719626168225	0.056074766355140186	0.038551401869158876	0.5
commissioned_T070_A032	147	26	1712	147	5.653846153846154	0.8231292517006803	0.15537383177570094	0.084696261682243	0.05841121495327103	0.4230769230769231
original_T095_A032	148	26	1712	148	5.6923076923076925	0.8040540540540541	0.11098130841121495	0.0566588785046729	0.039135514018691586	0.5
commissioned_T070_A032	148	26	1712	148	5.6923076923076925	0.8243243243243243	0.15712616822429906	0.08644859813084112	0.05899532710280374	0.4230769230769231
original_T095_A032	149	26	1712	149	5.730769230769231	0.8053691275167785	0.11273364485981309	0.05841121495327103	0.0397196261682243	0.5
commissioned_T070_A032	149	26	1712	149	5.730769230769231	0.825503355704698	0.15712616822429906	0.08644859813084112	0.05899532710280374	0.4230769230769231
original_T095_A032	150	26	1712	150	5.769230769230769	0.8066666666666666	0.11448598130841121	0.06016355140186916	0.04030373831775701	0.5
commissioned_T070_A032	150	26	1712	150	5.769230769230769	0.8266666666666667	0.15771028037383178	0.08703271028037383	0.05957943925233645	0.4230769230769231
original_T095_A032	151	26	1712	151	5.8076923076923075	0.8079470198675497	0.11565420560747663	0.06133177570093458	0.04088785046728972	0.5
commissioned_T070_A032	151	26	1712	151	5.8076923076923075	0.8278145695364238	0.1582943925233645	0.08761682242990654	0.06016355140186916	0.4230769230769231
original_T095_A032	152	26	1712	152	5.846153846153846	0.8026315789473685	0.11565420560747663	0.06133177570093458	0.04088785046728972	0.5384615384615384
commissioned_T070_A032	152	26	1712	152	5.846153846153846	0.8289473684210527	0.1582943925233645	0.08761682242990654	0.06016355140186916	0.4230769230769231
original_T095_A032	153	26	1712	153	5.884615384615385	0.803921568627451	0.11623831775700935	0.06191588785046729	0.04147196261682243	0.5384615384615384
commissioned_T070_A032	153	26	1712	153	5.884615384615385	0.8300653594771242	0.1582943925233645	0.08761682242990654	0.06016355140186916	0.4230769230769231
original_T095_A032	154	26	1712	154	5.923076923076923	0.8051948051948052	0.11682242990654206	0.0625	0.04205607476635514	0.5384615384615384
commissioned_T070_A032	154	26	1712	154	5.923076923076923	0.8311688311688312	0.1588785046728972	0.08820093457943926	0.06074766355140187	0.4230769230769231
original_T095_A032	155	26	1712	155	5.961538461538462	0.8064516129032258	0.11682242990654206	0.0625	0.04205607476635514	0.5384615384615384
commissioned_T070_A032	155	26	1712	155	5.961538461538462	0.8258064516129032	0.1588785046728972	0.08820093457943926	0.06074766355140187	0.46153846153846156
original_T095_A032	156	26	1712	156	6.0	0.8012820512820513	0.11682242990654206	0.0625	0.04205607476635514	0.5384615384615384
commissioned_T070_A032	156	26	1712	156	6.0	0.8269230769230769	0.16004672897196262	0.08936915887850468	0.06133177570093458	0.46153846153846156
original_T095_A032	157	26	1712	157	6.038461538461538	0.802547770700637	0.11740654205607477	0.0630841121495327	0.04264018691588785	0.5384615384615384
commissioned_T070_A032	157	26	1712	157	6.038461538461538	0.8280254777070064	0.16063084112149534	0.08995327102803738	0.06191588785046729	0.46153846153846156
original_T095_A032	158	26	1712	158	6.076923076923077	0.8037974683544303	0.11740654205607477	0.0630841121495327	0.04264018691588785	0.5384615384615384
commissioned_T070_A032	158	26	1712	158	6.076923076923077	0.8227848101265823	0.16121495327102803	0.08995327102803738	0.06191588785046729	0.46153846153846156
original_T095_A032	159	26	1712	159	6.115384615384615	0.8050314465408805	0.11799065420560748	0.06366822429906542	0.04322429906542056	0.5384615384615384
commissioned_T070_A032	159	26	1712	159	6.115384615384615	0.8176100628930818	0.16121495327102803	0.08995327102803738	0.06191588785046729	0.46153846153846156
original_T095_A032	160	26	1712	160	6.153846153846154	0.80625	0.1185747663551402	0.06425233644859812	0.04380841121495327	0.5384615384615384
commissioned_T070_A032	160	26	1712	160	6.153846153846154	0.81875	0.16179906542056074	0.0905373831775701	0.0625	0.46153846153846156
original_T095_A032	161	26	1712	161	6.1923076923076925	0.8074534161490683	0.1191588785046729	0.06483644859813084	0.04439252336448598	0.5384615384615384
commissioned_T070_A032	161	26	1712	161	6.1923076923076925	0.8136645962732919	0.16179906542056074	0.0905373831775701	0.0625	0.46153846153846156
original_T095_A032	162	26	1712	162	6.230769230769231	0.808641975308642	0.11974299065420561	0.06542056074766354	0.04497663551401869	0.5384615384615384
commissioned_T070_A032	162	26	1712	162	6.230769230769231	0.8148148148148148	0.16238317757009346	0.0911214953271028	0.0630841121495327	0.46153846153846156
original_T095_A032	163	26	1712	163	6.269230769230769	0.803680981595092	0.11974299065420561	0.06542056074766354	0.04497663551401869	0.5384615384615384
commissioned_T070_A032	163	26	1712	163	6.269230769230769	0.8159509202453987	0.16296728971962618	0.09170560747663552	0.06366822429906542	0.46153846153846156
original_T095_A032	164	26	1712	164	6.3076923076923075	0.8048780487804879	0.12032710280373832	0.06600467289719626	0.0455607476635514	0.5384615384615384
commissioned_T070_A032	164	26	1712	164	6.3076923076923075	0.8170731707317073	0.16355140186915887	0.09228971962616822	0.06425233644859812	0.46153846153846156
original_T095_A032	165	26	1712	165	6.346153846153846	0.806060606060606	0.12091121495327103	0.06658878504672897	0.04614485981308411	0.5384615384615384
commissioned_T070_A032	165	26	1712	165	6.346153846153846	0.8181818181818182	0.1641355140186916	0.09287383177570094	0.06483644859813084	0.46153846153846156
original_T095_A032	166	26	1712	166	6.384615384615385	0.8012048192771084	0.12091121495327103	0.06658878504672897	0.04614485981308411	0.5384615384615384
commissioned_T070_A032	166	26	1712	166	6.384615384615385	0.8192771084337349	0.16530373831775702	0.09404205607476636	0.06542056074766354	0.46153846153846156
original_T095_A032	167	26	1712	167	6.423076923076923	0.8023952095808383	0.12149532710280374	0.06717289719626168	0.04672897196261682	0.5384615384615384
commissioned_T070_A032	167	26	1712	167	6.423076923076923	0.8143712574850299	0.16530373831775702	0.09404205607476636	0.06542056074766354	0.5
original_T095_A032	168	26	1712	168	6.461538461538462	0.7976190476190477	0.12149532710280374	0.06717289719626168	0.04672897196261682	0.5384615384615384
commissioned_T070_A032	168	26	1712	168	6.461538461538462	0.8154761904761905	0.1658878504672897	0.09462616822429906	0.06600467289719626	0.5
original_T095_A032	169	26	1712	169	6.5	0.7928994082840237	0.12149532710280374	0.06717289719626168	0.04672897196261682	0.5769230769230769
commissioned_T070_A032	169	26	1712	169	6.5	0.8106508875739645	0.1658878504672897	0.09462616822429906	0.06600467289719626	0.5
original_T095_A032	170	26	1712	170	6.538461538461538	0.788235294117647	0.12149532710280374	0.06717289719626168	0.04672897196261682	0.5769230769230769
commissioned_T070_A032	170	26	1712	170	6.538461538461538	0.8058823529411765	0.16647196261682243	0.09462616822429906	0.06600467289719626	0.5
original_T095_A032	171	26	1712	171	6.576923076923077	0.7894736842105263	0.12207943925233646	0.06775700934579439	0.04731308411214953	0.5769230769230769
commissioned_T070_A032	171	26	1712	171	6.576923076923077	0.8070175438596491	0.16705607476635514	0.09521028037383178	0.06658878504672897	0.5
original_T095_A032	172	26	1712	172	6.615384615384615	0.7906976744186046	0.12266355140186916	0.0683411214953271	0.04789719626168224	0.5769230769230769
commissioned_T070_A032	172	26	1712	172	6.615384615384615	0.8023255813953488	0.16705607476635514	0.09521028037383178	0.06658878504672897	0.5
original_T095_A032	173	26	1712	173	6.653846153846154	0.791907514450867	0.12383177570093458	0.06950934579439252	0.04848130841121495	0.5769230769230769
commissioned_T070_A032	173	26	1712	173	6.653846153846154	0.7976878612716763	0.16764018691588786	0.09521028037383178	0.06658878504672897	0.5
original_T095_A032	174	26	1712	174	6.6923076923076925	0.7931034482758621	0.1244158878504673	0.07009345794392523	0.04906542056074766	0.5769230769230769
commissioned_T070_A032	174	26	1712	174	6.6923076923076925	0.7988505747126436	0.16822429906542055	0.09579439252336448	0.06717289719626168	0.5
original_T095_A032	175	26	1712	175	6.730769230769231	0.7942857142857143	0.125	0.07067757009345794	0.04964953271028037	0.5769230769230769
commissioned_T070_A032	175	26	1712	175	6.730769230769231	0.7942857142857143	0.16822429906542055	0.09579439252336448	0.06717289719626168	0.5384615384615384
original_T095_A032	176	26	1712	176	6.769230769230769	0.7897727272727273	0.125	0.07067757009345794	0.04964953271028037	0.6153846153846154
commissioned_T070_A032	176	26	1712	176	6.769230769230769	0.7897727272727273	0.16822429906542055	0.09579439252336448	0.06717289719626168	0.5769230769230769
original_T095_A032	177	26	1712	177	6.8076923076923075	0.7909604519774012	0.12558411214953272	0.07126168224299065	0.05023364485981308	0.6153846153846154
commissioned_T070_A032	177	26	1712	177	6.8076923076923075	0.7909604519774012	0.16880841121495327	0.0963785046728972	0.06775700934579439	0.5769230769230769
original_T095_A032	178	26	1712	178	6.846153846153846	0.7921348314606742	0.1261682242990654	0.07184579439252337	0.05081775700934579	0.6153846153846154
commissioned_T070_A032	178	26	1712	178	6.846153846153846	0.7921348314606742	0.169392523364486	0.0969626168224299	0.0683411214953271	0.5769230769230769
original_T095_A032	179	26	1712	179	6.884615384615385	0.7932960893854749	0.1261682242990654	0.07184579439252337	0.05081775700934579	0.6153846153846154
commissioned_T070_A032	179	26	1712	179	6.884615384615385	0.7932960893854749	0.1699766355140187	0.09754672897196262	0.0689252336448598	0.5769230769230769
original_T095_A032	180	26	1712	180	6.923076923076923	0.7888888888888889	0.1261682242990654	0.07184579439252337	0.05081775700934579	0.6538461538461539
commissioned_T070_A032	180	26	1712	180	6.923076923076923	0.7944444444444444	0.1705607476635514	0.09813084112149532	0.06950934579439252	0.5769230769230769
original_T095_A032	181	26	1712	181	6.961538461538462	0.7900552486187845	0.12675233644859812	0.07242990654205607	0.0514018691588785	0.6538461538461539
commissioned_T070_A032	181	26	1712	181	6.961538461538462	0.7900552486187845	0.1705607476635514	0.09813084112149532	0.06950934579439252	0.5769230769230769
original_T095_A032	182	26	1712	182	7.0	0.7912087912087912	0.12675233644859812	0.07242990654205607	0.0514018691588785	0.6538461538461539
commissioned_T070_A032	182	26	1712	182	7.0	0.7857142857142857	0.1705607476635514	0.09813084112149532	0.06950934579439252	0.5769230769230769
original_T095_A032	183	26	1712	183	7.038461538461538	0.7923497267759563	0.12733644859813084	0.07301401869158879	0.051985981308411214	0.6538461538461539
commissioned_T070_A032	183	26	1712	183	7.038461538461538	0.7868852459016393	0.17231308411214954	0.09988317757009346	0.07009345794392523	0.5769230769230769
original_T095_A032	184	26	1712	184	7.076923076923077	0.7934782608695652	0.12792056074766356	0.07359813084112149	0.052570093457943924	0.6538461538461539
commissioned_T070_A032	184	26	1712	184	7.076923076923077	0.7880434782608695	0.17289719626168223	0.10046728971962617	0.07067757009345794	0.5769230769230769
original_T095_A032	185	26	1712	185	7.115384615384615	0.7891891891891892	0.12792056074766356	0.07359813084112149	0.052570093457943924	0.6538461538461539
commissioned_T070_A032	185	26	1712	185	7.115384615384615	0.7891891891891892	0.17348130841121495	0.10105140186915888	0.07126168224299065	0.5769230769230769
original_T095_A032	186	26	1712	186	7.153846153846154	0.7903225806451613	0.12850467289719625	0.0741822429906542	0.053154205607476634	0.6538461538461539
commissioned_T070_A032	186	26	1712	186	7.153846153846154	0.7903225806451613	0.17406542056074767	0.10163551401869159	0.07184579439252337	0.5769230769230769
original_T095_A032	187	26	1712	187	7.1923076923076925	0.7914438502673797	0.12850467289719625	0.0741822429906542	0.053154205607476634	0.6538461538461539
commissioned_T070_A032	187	26	1712	187	7.1923076923076925	0.786096256684492	0.17406542056074767	0.10163551401869159	0.07184579439252337	0.5769230769230769
original_T095_A032	188	26	1712	188	7.230769230769231	0.7872340425531915	0.12850467289719625	0.0741822429906542	0.053154205607476634	0.6538461538461539
