ranker_scheme	variant	instance_coverage	candidate_labeled_coverage	same_role_purity	accepted_candidates	candidate_precision	spatial_recall	set_coverage_recall	one_to_one_recall	crop_exposure_scene_frequency_at_0.00	crop_exposure_scene_frequency_at_0.01	crop_exposure_scene_frequency_at_0.10	proposal_set_coverage_ceiling	per_tile_K20_oracle_one_to_one_recall
original_only_shared	original	0.5	0.75	0.5	471.0	0.44798301486199577	0.16822429906542055	0.1308411214953271	0.05899532710280374	0.8076923076923077	0.8076923076923077	0.8076923076923077	0.1863317757009346	0.09404205607476636
original_only_shared	commissioned	0.5	0.75	0.5	471.0	0.1592356687898089	0.04147196261682243	0.02161214953271028	0.02161214953271028	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.16764018691588786	0.08294392523364486
original_only_shared	original	0.5	0.75	0.75	471.0	0.4437367303609342	0.16822429906542055	0.10630841121495327	0.05782710280373832	0.8076923076923077	0.8076923076923077	0.8076923076923077	0.1588785046728972	0.09228971962616822
original_only_shared	commissioned	0.5	0.75	0.75	471.0	0.1592356687898089	0.04147196261682243	0.02161214953271028	0.02161214953271028	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.1530373831775701	0.08177570093457943
original_only_shared	original	0.5	0.75	0.9	471.0	0.4394904458598726	0.16822429906542055	0.0741822429906542	0.0566588785046729	0.8076923076923077	0.8076923076923077	0.8076923076923077	0.12324766355140188	0.0911214953271028
original_only_shared	commissioned	0.5	0.75	0.9	471.0	0.1592356687898089	0.04147196261682243	0.02161214953271028	0.02161214953271028	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.11390186915887851	0.08060747663551401
original_only_shared	original	0.75	0.25	0.5	471.0	0.6220806794055201	0.10514018691588785	0.10455607476635514	0.04789719626168224	0.8076923076923077	0.8076923076923077	0.8076923076923077	0.15654205607476634	0.0852803738317757
original_only_shared	commissioned	0.75	0.25	0.5	471.0	0.27176220806794055	0.012266355140186916	0.012266355140186916	0.012266355140186916	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.370911214953271	0.1822429906542056
original_only_shared	original	0.75	0.25	0.75	471.0	0.6178343949044586	0.10514018691588785	0.08586448598130841	0.04672897196261682	0.8076923076923077	0.8076923076923077	0.8076923076923077	0.13551401869158877	0.08235981308411215
original_only_shared	commissioned	0.75	0.25	0.75	471.0	0.27176220806794055	0.012266355140186916	0.012266355140186916	0.012266355140186916	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.33703271028037385	0.1810747663551402
original_only_shared	original	0.75	0.25	0.9	471.0	0.613588110403397	0.10514018691588785	0.0566588785046729	0.0455607476635514	0.8076923076923077	0.8076923076923077	0.8076923076923077	0.102803738317757	0.08060747663551401
original_only_shared	commissioned	0.75	0.25	0.9	471.0	0.27176220806794055	0.012266355140186916	0.012266355140186916	0.012266355140186916	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.3014018691588785	0.18049065420560748
original_only_shared	original	0.75	0.5	0.5	471.0	0.5966029723991507	0.10514018691588785	0.09988317757009346	0.04380841121495327	0.8076923076923077	0.8076923076923077	0.8076923076923077	0.15070093457943926	0.08002336448598131
original_only_shared	commissioned	0.75	0.5	0.5	471.0	0.23779193205944799	0.012266355140186916	0.009929906542056074	0.009929906542056074	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.29205607476635514	0.1413551401869159
original_only_shared	original	0.75	0.5	0.75	471.0	0.5923566878980892	0.10514018691588785	0.08119158878504673	0.04264018691588785	0.8076923076923077	0.8076923076923077	0.8076923076923077	0.12967289719626168	0.07710280373831775
original_only_shared	commissioned	0.75	0.5	0.75	471.0	0.23779193205944799	0.012266355140186916	0.009929906542056074	0.009929906542056074	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.25817757009345793	0.13960280373831777
original_only_shared	original	0.75	0.5	0.9	471.0	0.5881104033970276	0.10514018691588785	0.051985981308411214	0.04147196261682243	0.8076923076923077	0.8076923076923077	0.8076923076923077	0.0969626168224299	0.07535046728971963
original_only_shared	commissioned	0.75	0.5	0.9	471.0	0.23779193205944799	0.012266355140186916	0.009929906542056074	0.009929906542056074	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.22254672897196262	0.13901869158878505
original_only_shared	original	0.75	0.75	0.5	471.0	0.44798301486199577	0.10514018691588785	0.084696261682243	0.029205607476635514	0.8076923076923077	0.8076923076923077	0.8076923076923077	0.11098130841121495	0.04672897196261682
original_only_shared	commissioned	0.75	0.75	0.5	471.0	0.1592356687898089	0.012266355140186916	0.005841121495327103	0.005841121495327103	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.11740654205607477	0.04906542056074766
original_only_shared	original	0.75	0.75	0.75	471.0	0.4437367303609342	0.10514018691588785	0.06600467289719626	0.028037383177570093	0.8076923076923077	0.8076923076923077	0.8076923076923077	0.08995327102803738	0.04380841121495327
original_only_shared	commissioned	0.75	0.75	0.75	471.0	0.1592356687898089	0.012266355140186916	0.005841121495327103	0.005841121495327103	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.10514018691588785	0.04731308411214953
original_only_shared	original	0.75	0.75	0.9	471.0	0.4394904458598726	0.10514018691588785	0.036799065420560745	0.026869158878504672	0.8076923076923077	0.8076923076923077	0.8076923076923077	0.05724299065420561	0.04205607476635514
original_only_shared	commissioned	0.75	0.75	0.9	471.0	0.1592356687898089	0.012266355140186916	0.005841121495327103	0.005841121495327103	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.06950934579439252	0.04672897196261682
union_shared	original	0.25	0.25	0.5	471.0	0.6263269639065817	0.24941588785046728	0.24182242990654207	0.14602803738317757	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.3621495327102804	0.1699766355140187
union_shared	commissioned	0.25	0.25	0.5	471.0	0.6369426751592356	0.2955607476635514	0.2821261682242991	0.1641355140186916	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.5309579439252337	0.20794392523364486
union_shared	original	0.25	0.25	0.75	471.0	0.6220806794055201	0.24941588785046728	0.21436915887850466	0.14485981308411214	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.33119158878504673	0.169392523364486
union_shared	commissioned	0.25	0.25	0.75	471.0	0.6263269639065817	0.2955607476635514	0.24824766355140188	0.16121495327102803	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.49065420560747663	0.20735981308411214
union_shared	original	0.25	0.25	0.9	471.0	0.6178343949044586	0.24941588785046728	0.17990654205607476	0.14369158878504673	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.2932242990654206	0.16880841121495327
union_shared	commissioned	0.25	0.25	0.9	471.0	0.6220806794055201	0.2955607476635514	0.20794392523364486	0.16004672897196262	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.4503504672897196	0.20619158878504673
union_shared	original	0.25	0.5	0.5	471.0	0.6008492569002123	0.24941588785046728	0.23598130841121495	0.14077102803738317	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.3492990654205608	0.16355140186915887
union_shared	commissioned	0.25	0.5	0.5	471.0	0.5371549893842887	0.2955607476635514	0.25292056074766356	0.13726635514018692	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.42289719626168226	0.17757009345794392
union_shared	original	0.25	0.5	0.75	471.0	0.5966029723991507	0.24941588785046728	0.20852803738317757	0.13960280373831777	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.3183411214953271	0.16296728971962618
union_shared	commissioned	0.25	0.5	0.75	471.0	0.5265392781316348	0.2955607476635514	0.21904205607476634	0.13434579439252337	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.38259345794392524	0.17698598130841123
union_shared	original	0.25	0.5	0.9	471.0	0.5923566878980892	0.24941588785046728	0.17406542056074767	0.13843457943925233	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.2803738317757009	0.16238317757009346
union_shared	commissioned	0.25	0.5	0.9	471.0	0.5222929936305732	0.2955607476635514	0.17873831775700935	0.13317757009345793	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.3422897196261682	0.1758177570093458
union_shared	original	0.25	0.75	0.5	471.0	0.43736730360934184	0.24941588785046728	0.18808411214953272	0.09988317757009346	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.2564252336448598	0.12908878504672897
union_shared	commissioned	0.25	0.75	0.5	471.0	0.2632696390658174	0.2955607476635514	0.13259345794392524	0.0630841121495327	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.19158878504672897	0.09754672897196262
union_shared	original	0.25	0.75	0.75	471.0	0.43312101910828027	0.24941588785046728	0.16063084112149534	0.09871495327102804	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.22546728971962618	0.12850467289719625
