ranker_scheme	variant	instance_coverage	candidate_labeled_coverage	same_role_purity	accepted_candidates	candidate_precision	spatial_recall	set_coverage_recall	one_to_one_recall	crop_exposure_scene_frequency_at_0.00	crop_exposure_scene_frequency_at_0.01	crop_exposure_scene_frequency_at_0.10	proposal_set_coverage_ceiling	per_tile_K20_oracle_one_to_one_recall
union_shared	commissioned	0.25	0.75	0.75	471.0	0.2611464968152866	0.2955607476635514	0.12266355140186916	0.0625	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.1758177570093458	0.0969626168224299
union_shared	original	0.25	0.75	0.9	471.0	0.4288747346072187	0.24941588785046728	0.1261682242990654	0.09754672897196262	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.1875	0.12792056074766356
union_shared	commissioned	0.25	0.75	0.9	471.0	0.25690021231422505	0.2955607476635514	0.08235981308411215	0.06133177570093458	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.13551401869158877	0.09579439252336448
union_shared	original	0.5	0.25	0.5	471.0	0.6263269639065817	0.18925233644859812	0.18399532710280375	0.10514018691588785	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.2651869158878505	0.1483644859813084
union_shared	commissioned	0.5	0.25	0.5	471.0	0.6369426751592356	0.2739485981308411	0.2605140186915888	0.14894859813084113	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.48189252336448596	0.1985981308411215
union_shared	original	0.5	0.25	0.75	471.0	0.6220806794055201	0.18925233644859812	0.1594626168224299	0.10397196261682243	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.23773364485981308	0.14719626168224298
union_shared	commissioned	0.5	0.25	0.75	471.0	0.6263269639065817	0.2739485981308411	0.2272196261682243	0.14602803738317757	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.4427570093457944	0.19801401869158877
union_shared	original	0.5	0.25	0.9	471.0	0.6178343949044586	0.18925233644859812	0.12733644859813084	0.102803738317757	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.20210280373831777	0.14602803738317757
union_shared	commissioned	0.5	0.25	0.9	471.0	0.6220806794055201	0.2739485981308411	0.18808411214953272	0.14485981308411214	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.4036214953271028	0.19684579439252337
union_shared	original	0.5	0.5	0.5	471.0	0.6008492569002123	0.18925233644859812	0.17873831775700935	0.10046728971962617	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.2558411214953271	0.1419392523364486
union_shared	commissioned	0.5	0.5	0.5	471.0	0.5371549893842887	0.2739485981308411	0.2324766355140187	0.12324766355140188	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.3808411214953271	0.16355140186915887
union_shared	original	0.5	0.5	0.75	471.0	0.5966029723991507	0.18925233644859812	0.1542056074766355	0.09929906542056074	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.2283878504672897	0.14077102803738317
union_shared	commissioned	0.5	0.5	0.75	471.0	0.5265392781316348	0.2739485981308411	0.1991822429906542	0.12032710280373832	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.34170560747663553	0.16296728971962618
union_shared	original	0.5	0.5	0.9	471.0	0.5923566878980892	0.18925233644859812	0.12207943925233646	0.09813084112149532	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.1927570093457944	0.13960280373831777
union_shared	commissioned	0.5	0.5	0.9	471.0	0.5222929936305732	0.2739485981308411	0.16004672897196262	0.1191588785046729	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.30257009345794394	0.16179906542056074
union_shared	original	0.5	0.75	0.5	471.0	0.43736730360934184	0.18925233644859812	0.1413551401869159	0.06600467289719626	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.1863317757009346	0.09404205607476636
union_shared	commissioned	0.5	0.75	0.5	471.0	0.2632696390658174	0.2739485981308411	0.12032710280373832	0.054322429906542055	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.16764018691588786	0.08294392523364486
union_shared	original	0.5	0.75	0.75	471.0	0.43312101910828027	0.18925233644859812	0.11682242990654206	0.06483644859813084	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.1588785046728972	0.09228971962616822
union_shared	commissioned	0.5	0.75	0.75	471.0	0.2611464968152866	0.2739485981308411	0.11098130841121495	0.053738317757009345	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.1530373831775701	0.08177570093457943
union_shared	original	0.5	0.75	0.9	471.0	0.4288747346072187	0.18925233644859812	0.084696261682243	0.06366822429906542	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.12324766355140188	0.0911214953271028
union_shared	commissioned	0.5	0.75	0.9	471.0	0.25690021231422505	0.2739485981308411	0.07184579439252337	0.052570093457943924	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.11390186915887851	0.08060747663551401
union_shared	original	0.75	0.25	0.5	471.0	0.6263269639065817	0.12558411214953272	0.12207943925233646	0.06133177570093458	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.15654205607476634	0.0852803738317757
union_shared	commissioned	0.75	0.25	0.5	471.0	0.6369426751592356	0.2283878504672897	0.2161214953271028	0.12149532710280374	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.370911214953271	0.1822429906542056
union_shared	original	0.75	0.25	0.75	471.0	0.6220806794055201	0.12558411214953272	0.10338785046728972	0.06016355140186916	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.13551401869158877	0.08235981308411215
union_shared	commissioned	0.75	0.25	0.75	471.0	0.6263269639065817	0.2283878504672897	0.18808411214953272	0.1185747663551402	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.33703271028037385	0.1810747663551402
union_shared	original	0.75	0.25	0.9	471.0	0.6178343949044586	0.12558411214953272	0.0741822429906542	0.05899532710280374	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.102803738317757	0.08060747663551401
union_shared	commissioned	0.75	0.25	0.9	471.0	0.6220806794055201	0.2283878504672897	0.15245327102803738	0.11799065420560748	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.3014018691588785	0.18049065420560748
union_shared	original	0.75	0.5	0.5	471.0	0.6008492569002123	0.12558411214953272	0.11740654205607477	0.05724299065420561	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.15070093457943926	0.08002336448598131
union_shared	commissioned	0.75	0.5	0.5	471.0	0.5371549893842887	0.2283878504672897	0.19042056074766356	0.09813084112149532	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.29205607476635514	0.1413551401869159
union_shared	original	0.75	0.5	0.75	471.0	0.5966029723991507	0.12558411214953272	0.09871495327102804	0.056074766355140186	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.12967289719626168	0.07710280373831775
union_shared	commissioned	0.75	0.5	0.75	471.0	0.5265392781316348	0.2283878504672897	0.16238317757009346	0.09521028037383178	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.25817757009345793	0.13960280373831777
union_shared	original	0.75	0.5	0.9	471.0	0.5923566878980892	0.12558411214953272	0.06950934579439252	0.054906542056074766	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.0969626168224299	0.07535046728971963
union_shared	commissioned	0.75	0.5	0.9	471.0	0.5222929936305732	0.2283878504672897	0.12675233644859812	0.09462616822429906	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.22254672897196262	0.13901869158878505
union_shared	original	0.75	0.75	0.5	471.0	0.43736730360934184	0.12558411214953272	0.09345794392523364	0.035046728971962614	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.11098130841121495	0.04672897196261682
union_shared	commissioned	0.75	0.75	0.5	471.0	0.2632696390658174	0.2283878504672897	0.08878504672897196	0.0344626168224299	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.11740654205607477	0.04906542056074766
union_shared	original	0.75	0.75	0.75	471.0	0.43312101910828027	0.12558411214953272	0.07476635514018691	0.03387850467289719	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.08995327102803738	0.04380841121495327
union_shared	commissioned	0.75	0.75	0.75	471.0	0.2611464968152866	0.2283878504672897	0.08177570093457943	0.03387850467289719	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.10514018691588785	0.04731308411214953
union_shared	original	0.75	0.75	0.9	471.0	0.4288747346072187	0.12558411214953272	0.0455607476635514	0.03271028037383177	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.05724299065420561	0.04205607476635514
union_shared	commissioned	0.75	0.75	0.9	471.0	0.25690021231422505	0.2283878504672897	0.04614485981308411	0.03329439252336448	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.06950934579439252	0.04672897196261682
reciprocal_cross_pool	original	0.25	0.25	0.5	471.0	0.6220806794055201	0.24766355140186916	0.24007009345794392	0.14485981308411214	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.3621495327102804	0.1699766355140187
reciprocal_cross_pool	commissioned	0.25	0.25	0.5	471.0	0.27176220806794055	0.05899532710280374	0.05724299065420561	0.055490654205607476	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.5309579439252337	0.20794392523364486
reciprocal_cross_pool	original	0.25	0.25	0.75	471.0	0.6178343949044586	0.24766355140186916	0.21261682242990654	0.14369158878504673	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.33119158878504673	0.169392523364486
reciprocal_cross_pool	commissioned	0.25	0.25	0.75	471.0	0.27176220806794055	0.05899532710280374	0.05724299065420561	0.055490654205607476	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.49065420560747663	0.20735981308411214
reciprocal_cross_pool	original	0.25	0.25	0.9	471.0	0.613588110403397	0.24766355140186916	0.17815420560747663	0.1425233644859813	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.2932242990654206	0.16880841121495327
reciprocal_cross_pool	commissioned	0.25	0.25	0.9	471.0	0.27176220806794055	0.05899532710280374	0.05724299065420561	0.055490654205607476	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.4503504672897196	0.20619158878504673
reciprocal_cross_pool	original	0.25	0.5	0.5	471.0	0.5944798301486199	0.24766355140186916	0.2336448598130841	0.13901869158878505	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.3492990654205608	0.16355140186915887
reciprocal_cross_pool	commissioned	0.25	0.5	0.5	471.0	0.23779193205944799	0.05899532710280374	0.04964953271028037	0.04789719626168224	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.42289719626168226	0.17757009345794392
reciprocal_cross_pool	original	0.25	0.5	0.75	471.0	0.5902335456475584	0.24766355140186916	0.20619158878504673	0.1378504672897196	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.3183411214953271	0.16296728971962618
reciprocal_cross_pool	commissioned	0.25	0.5	0.75	471.0	0.23779193205944799	0.05899532710280374	0.04964953271028037	0.04789719626168224	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.38259345794392524	0.17698598130841123
reciprocal_cross_pool	original	0.25	0.5	0.9	471.0	0.5859872611464968	0.24766355140186916	0.17172897196261683	0.1366822429906542	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.2803738317757009	0.16238317757009346
reciprocal_cross_pool	commissioned	0.25	0.5	0.9	471.0	0.23779193205944799	0.05899532710280374	0.04964953271028037	0.04789719626168224	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.3422897196261682	0.1758177570093458
reciprocal_cross_pool	original	0.25	0.75	0.5	471.0	0.4416135881104034	0.24766355140186916	0.1886682242990654	0.10105140186915888	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.2564252336448598	0.12908878504672897
reciprocal_cross_pool	commissioned	0.25	0.75	0.5	471.0	0.1592356687898089	0.05899532710280374	0.030373831775700934	0.030373831775700934	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.19158878504672897	0.09754672897196262
reciprocal_cross_pool	original	0.25	0.75	0.75	471.0	0.43736730360934184	0.24766355140186916	0.16121495327102803	0.09988317757009346	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.22546728971962618	0.12850467289719625
reciprocal_cross_pool	commissioned	0.25	0.75	0.75	471.0	0.1592356687898089	0.05899532710280374	0.030373831775700934	0.030373831775700934	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.1758177570093458	0.0969626168224299
reciprocal_cross_pool	original	0.25	0.75	0.9	471.0	0.43312101910828027	0.24766355140186916	0.12675233644859812	0.09871495327102804	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.1875	0.12792056074766356
reciprocal_cross_pool	commissioned	0.25	0.75	0.9	471.0	0.1592356687898089	0.05899532710280374	0.030373831775700934	0.030373831775700934	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.13551401869158877	0.09579439252336448
reciprocal_cross_pool	original	0.5	0.25	0.5	471.0	0.6220806794055201	0.1875	0.1822429906542056	0.10455607476635514	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.2651869158878505	0.1483644859813084
reciprocal_cross_pool	commissioned	0.5	0.25	0.5	471.0	0.27176220806794055	0.04147196261682243	0.04088785046728972	0.04030373831775701	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.48189252336448596	0.1985981308411215
reciprocal_cross_pool	original	0.5	0.25	0.75	471.0	0.6178343949044586	0.1875	0.15771028037383178	0.10338785046728972	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.23773364485981308	0.14719626168224298
reciprocal_cross_pool	commissioned	0.5	0.25	0.75	471.0	0.27176220806794055	0.04147196261682243	0.04088785046728972	0.04030373831775701	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.4427570093457944	0.19801401869158877
reciprocal_cross_pool	original	0.5	0.25	0.9	471.0	0.613588110403397	0.1875	0.12558411214953272	0.1022196261682243	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.20210280373831777	0.14602803738317757
reciprocal_cross_pool	commissioned	0.5	0.25	0.9	471.0	0.27176220806794055	0.04147196261682243	0.04088785046728972	0.04030373831775701	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.4036214953271028	0.19684579439252337
reciprocal_cross_pool	original	0.5	0.5	0.5	471.0	0.5944798301486199	0.1875	0.1764018691588785	0.09929906542056074	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.2558411214953271	0.1419392523364486
reciprocal_cross_pool	commissioned	0.5	0.5	0.5	471.0	0.23779193205944799	0.04147196261682243	0.035046728971962614	0.0344626168224299	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.3808411214953271	0.16355140186915887
reciprocal_cross_pool	original	0.5	0.5	0.75	471.0	0.5902335456475584	0.1875	0.15186915887850466	0.09813084112149532	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.2283878504672897	0.14077102803738317
reciprocal_cross_pool	commissioned	0.5	0.5	0.75	471.0	0.23779193205944799	0.04147196261682243	0.035046728971962614	0.0344626168224299	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.34170560747663553	0.16296728971962618
reciprocal_cross_pool	original	0.5	0.5	0.9	471.0	0.5859872611464968	0.1875	0.11974299065420561	0.0969626168224299	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.1927570093457944	0.13960280373831777
reciprocal_cross_pool	commissioned	0.5	0.5	0.9	471.0	0.23779193205944799	0.04147196261682243	0.035046728971962614	0.0344626168224299	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.30257009345794394	0.16179906542056074
reciprocal_cross_pool	original	0.5	0.75	0.5	471.0	0.4416135881104034	0.1875	0.1419392523364486	0.06775700934579439	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.1863317757009346	0.09404205607476636
reciprocal_cross_pool	commissioned	0.5	0.75	0.5	471.0	0.1592356687898089	0.04147196261682243	0.02161214953271028	0.02161214953271028	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.16764018691588786	0.08294392523364486
reciprocal_cross_pool	original	0.5	0.75	0.75	471.0	0.43736730360934184	0.1875	0.11740654205607477	0.06658878504672897	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.1588785046728972	0.09228971962616822
reciprocal_cross_pool	commissioned	0.5	0.75	0.75	471.0	0.1592356687898089	0.04147196261682243	0.02161214953271028	0.02161214953271028	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.1530373831775701	0.08177570093457943
reciprocal_cross_pool	original	0.5	0.75	0.9	471.0	0.43312101910828027	0.1875	0.0852803738317757	0.06542056074766354	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.12324766355140188	0.0911214953271028
reciprocal_cross_pool	commissioned	0.5	0.75	0.9	471.0	0.1592356687898089	0.04147196261682243	0.02161214953271028	0.02161214953271028	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.11390186915887851	0.08060747663551401
reciprocal_cross_pool	original	0.75	0.25	0.5	471.0	0.6220806794055201	0.12266355140186916	0.1191588785046729	0.05841121495327103	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.15654205607476634	0.0852803738317757
reciprocal_cross_pool	commissioned	0.75	0.25	0.5	471.0	0.27176220806794055	0.012266355140186916	0.012266355140186916	0.012266355140186916	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.370911214953271	0.1822429906542056
reciprocal_cross_pool	original	0.75	0.25	0.75	471.0	0.6178343949044586	0.12266355140186916	0.10046728971962617	0.05724299065420561	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.13551401869158877	0.08235981308411215
reciprocal_cross_pool	commissioned	0.75	0.25	0.75	471.0	0.27176220806794055	0.012266355140186916	0.012266355140186916	0.012266355140186916	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.33703271028037385	0.1810747663551402
reciprocal_cross_pool	original	0.75	0.25	0.9	471.0	0.613588110403397	0.12266355140186916	0.07126168224299065	0.056074766355140186	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.102803738317757	0.08060747663551401
reciprocal_cross_pool	commissioned	0.75	0.25	0.9	471.0	0.27176220806794055	0.012266355140186916	0.012266355140186916	0.012266355140186916	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.3014018691588785	0.18049065420560748
reciprocal_cross_pool	original	0.75	0.5	0.5	471.0	0.5944798301486199	0.12266355140186916	0.11390186915887851	0.053738317757009345	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.15070093457943926	0.08002336448598131
reciprocal_cross_pool	commissioned	0.75	0.5	0.5	471.0	0.23779193205944799	0.012266355140186916	0.009929906542056074	0.009929906542056074	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.29205607476635514	0.1413551401869159
reciprocal_cross_pool	original	0.75	0.5	0.75	471.0	0.5902335456475584	0.12266355140186916	0.09521028037383178	0.052570093457943924	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.12967289719626168	0.07710280373831775
reciprocal_cross_pool	commissioned	0.75	0.5	0.75	471.0	0.23779193205944799	0.012266355140186916	0.009929906542056074	0.009929906542056074	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.25817757009345793	0.13960280373831777
reciprocal_cross_pool	original	0.75	0.5	0.9	471.0	0.5859872611464968	0.12266355140186916	0.06600467289719626	0.0514018691588785	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.0969626168224299	0.07535046728971963
reciprocal_cross_pool	commissioned	0.75	0.5	0.9	471.0	0.23779193205944799	0.012266355140186916	0.009929906542056074	0.009929906542056074	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.22254672897196262	0.13901869158878505
reciprocal_cross_pool	original	0.75	0.75	0.5	471.0	0.4416135881104034	0.12266355140186916	0.09287383177570094	0.0344626168224299	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.11098130841121495	0.04672897196261682
reciprocal_cross_pool	commissioned	0.75	0.75	0.5	471.0	0.1592356687898089	0.012266355140186916	0.005841121495327103	0.005841121495327103	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.11740654205607477	0.04906542056074766
reciprocal_cross_pool	original	0.75	0.75	0.75	471.0	0.43736730360934184	0.12266355140186916	0.0741822429906542	0.03329439252336448	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.08995327102803738	0.04380841121495327
reciprocal_cross_pool	commissioned	0.75	0.75	0.75	471.0	0.1592356687898089	0.012266355140186916	0.005841121495327103	0.005841121495327103	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.10514018691588785	0.04731308411214953
reciprocal_cross_pool	original	0.75	0.75	0.9	471.0	0.43312101910828027	0.12266355140186916	0.04497663551401869	0.03212616822429906	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.05724299065420561	0.04205607476635514
reciprocal_cross_pool	commissioned	0.75	0.75	0.9	471.0	0.1592356687898089	0.012266355140186916	0.005841121495327103	0.005841121495327103	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.06950934579439252	0.04672897196261682
