model	seed	instance_coverage	candidate_labeled_coverage	same_role_purity	weed_instances	accepted_candidates	candidate_precision	spatial_recall	set_coverage_recall	one_to_one_recall	crop_exposure_scene_frequency_at_0.00	crop_exposure_scene_frequency_at_0.01	crop_exposure_scene_frequency_at_0.10
Mask R-CNN--ResNet50-FPN-v2	20260820	0.75	0.75	0.5	1712	520	0.5307692307692308	0.16822429906542055	0.11390186915887851	0.10922897196261683	0.23076923076923078	0.19230769230769232	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260820	0.75	0.75	0.75	1712	520	0.5307692307692308	0.16822429906542055	0.11390186915887851	0.10922897196261683	0.23076923076923078	0.19230769230769232	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260820	0.75	0.75	0.9	1712	520	0.5307692307692308	0.16822429906542055	0.11390186915887851	0.10922897196261683	0.23076923076923078	0.19230769230769232	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.25	0.25	0.5	1712	520	0.8403846153846154	0.2570093457943925	0.2558411214953271	0.2371495327102804	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.25	0.25	0.75	1712	520	0.8403846153846154	0.2570093457943925	0.2558411214953271	0.2371495327102804	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.25	0.25	0.9	1712	520	0.8384615384615385	0.2570093457943925	0.254088785046729	0.23656542056074767	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.25	0.5	0.5	1712	520	0.7961538461538461	0.2570093457943925	0.2441588785046729	0.22605140186915887	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.25	0.5	0.75	1712	520	0.7961538461538461	0.2570093457943925	0.2441588785046729	0.22605140186915887	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.25	0.5	0.9	1712	520	0.7942307692307692	0.2570093457943925	0.24240654205607476	0.22546728971962618	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.25	0.75	0.5	1712	520	0.5115384615384615	0.2570093457943925	0.16121495327102803	0.1477803738317757	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.25	0.75	0.75	1712	520	0.5115384615384615	0.2570093457943925	0.16121495327102803	0.1477803738317757	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.25	0.75	0.9	1712	520	0.5115384615384615	0.2570093457943925	0.16121495327102803	0.1477803738317757	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.5	0.25	0.5	1712	520	0.8403846153846154	0.2371495327102804	0.23656542056074767	0.22254672897196262	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.5	0.25	0.75	1712	520	0.8403846153846154	0.2371495327102804	0.23656542056074767	0.22254672897196262	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.5	0.25	0.9	1712	520	0.8384615384615385	0.2371495327102804	0.23481308411214954	0.2219626168224299	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.5	0.5	0.5	1712	520	0.7961538461538461	0.2371495327102804	0.2272196261682243	0.21378504672897197	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.5	0.5	0.75	1712	520	0.7961538461538461	0.2371495327102804	0.2272196261682243	0.21378504672897197	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.5	0.5	0.9	1712	520	0.7942307692307692	0.2371495327102804	0.22546728971962618	0.21320093457943926	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.5	0.75	0.5	1712	520	0.5115384615384615	0.2371495327102804	0.14953271028037382	0.13960280373831777	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.5	0.75	0.75	1712	520	0.5115384615384615	0.2371495327102804	0.14953271028037382	0.13960280373831777	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.5	0.75	0.9	1712	520	0.5115384615384615	0.2371495327102804	0.14953271028037382	0.13960280373831777	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.75	0.25	0.5	1712	520	0.8403846153846154	0.15186915887850466	0.15128504672897197	0.14369158878504673	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.75	0.25	0.75	1712	520	0.8403846153846154	0.15186915887850466	0.15128504672897197	0.14369158878504673	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.75	0.25	0.9	1712	520	0.8384615384615385	0.15186915887850466	0.15011682242990654	0.143107476635514	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.75	0.5	0.5	1712	520	0.7961538461538461	0.15186915887850466	0.14544392523364486	0.1378504672897196	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.75	0.5	0.75	1712	520	0.7961538461538461	0.15186915887850466	0.14544392523364486	0.1378504672897196	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.75	0.5	0.9	1712	520	0.7942307692307692	0.15186915887850466	0.14427570093457945	0.13726635514018692	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.75	0.75	0.5	1712	520	0.5115384615384615	0.15186915887850466	0.10922897196261683	0.102803738317757	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.75	0.75	0.75	1712	520	0.5115384615384615	0.15186915887850466	0.10922897196261683	0.102803738317757	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260821	0.75	0.75	0.9	1712	520	0.5115384615384615	0.15186915887850466	0.10922897196261683	0.102803738317757	0.15384615384615385	0.15384615384615385	0.11538461538461539
Mask R-CNN--ResNet50-FPN-v2	20260822	0.25	0.25	0.5	1712	520	0.8519230769230769	0.2558411214953271	0.2552570093457944	0.24532710280373832	0.3076923076923077	0.2692307692307692	0.23076923076923078
