model	seed	instance_coverage	candidate_labeled_coverage	same_role_purity	weed_instances	accepted_candidates	candidate_precision	spatial_recall	set_coverage_recall	one_to_one_recall	crop_exposure_scene_frequency_at_0.00	crop_exposure_scene_frequency_at_0.01	crop_exposure_scene_frequency_at_0.10
Mask R-CNN--ResNet50-FPN-v2	20260822	0.25	0.25	0.75	1712	520	0.8519230769230769	0.2558411214953271	0.2552570093457944	0.24532710280373832	0.3076923076923077	0.2692307692307692	0.23076923076923078
Mask R-CNN--ResNet50-FPN-v2	20260822	0.25	0.25	0.9	1712	520	0.8480769230769231	0.2558411214953271	0.254088785046729	0.2441588785046729	0.3076923076923077	0.2692307692307692	0.23076923076923078
Mask R-CNN--ResNet50-FPN-v2	20260822	0.25	0.5	0.5	1712	520	0.7769230769230769	0.2558411214953271	0.2324766355140187	0.22371495327102803	0.3076923076923077	0.2692307692307692	0.23076923076923078
Mask R-CNN--ResNet50-FPN-v2	20260822	0.25	0.5	0.75	1712	520	0.7769230769230769	0.2558411214953271	0.2324766355140187	0.22371495327102803	0.3076923076923077	0.2692307692307692	0.23076923076923078
Mask R-CNN--ResNet50-FPN-v2	20260822	0.25	0.5	0.9	1712	520	0.7730769230769231	0.2558411214953271	0.23130841121495327	0.22254672897196262	0.3076923076923077	0.2692307692307692	0.23076923076923078
Mask R-CNN--ResNet50-FPN-v2	20260822	0.25	0.75	0.5	1712	520	0.47692307692307695	0.2558411214953271	0.14427570093457945	0.13960280373831777	0.3076923076923077	0.2692307692307692	0.23076923076923078
Mask R-CNN--ResNet50-FPN-v2	20260822	0.25	0.75	0.75	1712	520	0.47692307692307695	0.2558411214953271	0.14427570093457945	0.13960280373831777	0.3076923076923077	0.2692307692307692	0.23076923076923078
Mask R-CNN--ResNet50-FPN-v2	20260822	0.25	0.75	0.9	1712	520	0.47307692307692306	0.2558411214953271	0.143107476635514	0.13843457943925233	0.3076923076923077	0.2692307692307692	0.23076923076923078
Mask R-CNN--ResNet50-FPN-v2	20260822	0.5	0.25	0.5	1712	520	0.8519230769230769	0.24182242990654207	0.24123831775700935	0.23422897196261683	0.3076923076923077	0.2692307692307692	0.23076923076923078
Mask R-CNN--ResNet50-FPN-v2	20260822	0.5	0.25	0.75	1712	520	0.8519230769230769	0.24182242990654207	0.24123831775700935	0.23422897196261683	0.3076923076923077	0.2692307692307692	0.23076923076923078
Mask R-CNN--ResNet50-FPN-v2	20260822	0.5	0.25	0.9	1712	520	0.8480769230769231	0.24182242990654207	0.24007009345794392	0.2330607476635514	0.3076923076923077	0.2692307692307692	0.23076923076923078
Mask R-CNN--ResNet50-FPN-v2	20260822	0.5	0.5	0.5	1712	520	0.7769230769230769	0.24182242990654207	0.2219626168224299	0.2155373831775701	0.3076923076923077	0.2692307692307692	0.23076923076923078
Mask R-CNN--ResNet50-FPN-v2	20260822	0.5	0.5	0.75	1712	520	0.7769230769230769	0.24182242990654207	0.2219626168224299	0.2155373831775701	0.3076923076923077	0.2692307692307692	0.23076923076923078
Mask R-CNN--ResNet50-FPN-v2	20260822	0.5	0.5	0.9	1712	520	0.7730769230769231	0.24182242990654207	0.2207943925233645	0.21436915887850466	0.3076923076923077	0.2692307692307692	0.23076923076923078
Mask R-CNN--ResNet50-FPN-v2	20260822	0.5	0.75	0.5	1712	520	0.47692307692307695	0.24182242990654207	0.13901869158878505	0.13492990654205608	0.3076923076923077	0.2692307692307692	0.23076923076923078
Mask R-CNN--ResNet50-FPN-v2	20260822	0.5	0.75	0.75	1712	520	0.47692307692307695	0.24182242990654207	0.13901869158878505	0.13492990654205608	0.3076923076923077	0.2692307692307692	0.23076923076923078
Mask R-CNN--ResNet50-FPN-v2	20260822	0.5	0.75	0.9	1712	520	0.47307692307692306	0.24182242990654207	0.1378504672897196	0.13376168224299065	0.3076923076923077	0.2692307692307692	0.23076923076923078
Mask R-CNN--ResNet50-FPN-v2	20260822	0.75	0.25	0.5	1712	520	0.8519230769230769	0.18399532710280375	0.18341121495327103	0.17815420560747663	0.3076923076923077	0.2692307692307692	0.23076923076923078
Mask R-CNN--ResNet50-FPN-v2	20260822	0.75	0.25	0.75	1712	520	0.8519230769230769	0.18399532710280375	0.18341121495327103	0.17815420560747663	0.3076923076923077	0.2692307692307692	0.23076923076923078
Mask R-CNN--ResNet50-FPN-v2	20260822	0.75	0.25	0.9	1712	520	0.8480769230769231	0.18399532710280375	0.1822429906542056	0.17698598130841123	0.3076923076923077	0.2692307692307692	0.23076923076923078
Mask R-CNN--ResNet50-FPN-v2	20260822	0.75	0.5	0.5	1712	520	0.7769230769230769	0.18399532710280375	0.1711448598130841	0.1658878504672897	0.3076923076923077	0.2692307692307692	0.23076923076923078
Mask R-CNN--ResNet50-FPN-v2	20260822	0.75	0.5	0.75	1712	520	0.7769230769230769	0.18399532710280375	0.1711448598130841	0.1658878504672897	0.3076923076923077	0.2692307692307692	0.23076923076923078
Mask R-CNN--ResNet50-FPN-v2	20260822	0.75	0.5	0.9	1712	520	0.7730769230769231	0.18399532710280375	0.1699766355140187	0.1647196261682243	0.3076923076923077	0.2692307692307692	0.23076923076923078
Mask R-CNN--ResNet50-FPN-v2	20260822	0.75	0.75	0.5	1712	520	0.47692307692307695	0.18399532710280375	0.1133177570093458	0.10922897196261683	0.3076923076923077	0.2692307692307692	0.23076923076923078
Mask R-CNN--ResNet50-FPN-v2	20260822	0.75	0.75	0.75	1712	520	0.47692307692307695	0.18399532710280375	0.1133177570093458	0.10922897196261683	0.3076923076923077	0.2692307692307692	0.23076923076923078
Mask R-CNN--ResNet50-FPN-v2	20260822	0.75	0.75	0.9	1712	520	0.47307692307692306	0.18399532710280375	0.11214953271028037	0.1080607476635514	0.3076923076923077	0.2692307692307692	0.23076923076923078
ResNet18--U-Net	20260810	0.25	0.25	0.5	1712	509	0.7897838899803536	0.2797897196261682	0.27920560747663553	0.231892523364486	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260810	0.25	0.25	0.75	1712	509	0.787819253438114	0.2797897196261682	0.2786214953271028	0.23130841121495327	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260810	0.25	0.25	0.9	1712	509	0.787819253438114	0.2797897196261682	0.2786214953271028	0.23130841121495327	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260810	0.25	0.5	0.5	1712	509	0.7131630648330058	0.2797897196261682	0.2552570093457944	0.20969626168224298	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260810	0.25	0.5	0.75	1712	509	0.7111984282907662	0.2797897196261682	0.2546728971962617	0.2091121495327103	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260810	0.25	0.5	0.9	1712	509	0.7111984282907662	0.2797897196261682	0.2546728971962617	0.2091121495327103	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260810	0.25	0.75	0.5	1712	509	0.35952848722986247	0.2797897196261682	0.13317757009345793	0.10572429906542057	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260810	0.25	0.75	0.75	1712	509	0.35952848722986247	0.2797897196261682	0.13317757009345793	0.10572429906542057	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260810	0.25	0.75	0.9	1712	509	0.35952848722986247	0.2797897196261682	0.13317757009345793	0.10572429906542057	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260810	0.5	0.25	0.5	1712	509	0.7897838899803536	0.27044392523364486	0.27044392523364486	0.22546728971962618	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260810	0.5	0.25	0.75	1712	509	0.787819253438114	0.27044392523364486	0.26985981308411217	0.22488317757009346	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260810	0.5	0.25	0.9	1712	509	0.787819253438114	0.27044392523364486	0.26985981308411217	0.22488317757009346	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260810	0.5	0.5	0.5	1712	509	0.7131630648330058	0.27044392523364486	0.25	0.20677570093457945	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260810	0.5	0.5	0.75	1712	509	0.7111984282907662	0.27044392523364486	0.24941588785046728	0.20619158878504673	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260810	0.5	0.5	0.9	1712	509	0.7111984282907662	0.27044392523364486	0.24941588785046728	0.20619158878504673	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260810	0.5	0.75	0.5	1712	509	0.35952848722986247	0.27044392523364486	0.1308411214953271	0.10455607476635514	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260810	0.5	0.75	0.75	1712	509	0.35952848722986247	0.27044392523364486	0.1308411214953271	0.10455607476635514	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260810	0.5	0.75	0.9	1712	509	0.35952848722986247	0.27044392523364486	0.1308411214953271	0.10455607476635514	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260810	0.75	0.25	0.5	1712	509	0.7897838899803536	0.23130841121495327	0.23130841121495327	0.19217289719626168	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260810	0.75	0.25	0.75	1712	509	0.787819253438114	0.23130841121495327	0.23072429906542055	0.19158878504672897	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260810	0.75	0.25	0.9	1712	509	0.787819253438114	0.23130841121495327	0.23072429906542055	0.19158878504672897	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260810	0.75	0.5	0.5	1712	509	0.7131630648330058	0.23130841121495327	0.21495327102803738	0.17698598130841123	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260810	0.75	0.5	0.75	1712	509	0.7111984282907662	0.23130841121495327	0.21436915887850466	0.1764018691588785	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260810	0.75	0.5	0.9	1712	509	0.7111984282907662	0.23130841121495327	0.21436915887850466	0.1764018691588785	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260810	0.75	0.75	0.5	1712	509	0.35952848722986247	0.23130841121495327	0.11273364485981309	0.08820093457943926	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260810	0.75	0.75	0.75	1712	509	0.35952848722986247	0.23130841121495327	0.11273364485981309	0.08820093457943926	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260810	0.75	0.75	0.9	1712	509	0.35952848722986247	0.23130841121495327	0.11273364485981309	0.08820093457943926	0.2692307692307692	0.2692307692307692	0.2692307692307692
ResNet18--U-Net	20260811	0.25	0.25	0.5	1712	505	0.7821782178217822	0.27920560747663553	0.2786214953271028	0.2266355140186916	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260811	0.25	0.25	0.75	1712	505	0.7801980198019802	0.27920560747663553	0.2780373831775701	0.22605140186915887	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260811	0.25	0.25	0.9	1712	505	0.7801980198019802	0.27920560747663553	0.2780373831775701	0.22605140186915887	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260811	0.25	0.5	0.5	1712	505	0.7267326732673267	0.27920560747663553	0.2616822429906542	0.2108644859813084	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260811	0.25	0.5	0.75	1712	505	0.7247524752475247	0.27920560747663553	0.2610981308411215	0.2102803738317757	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260811	0.25	0.5	0.9	1712	505	0.7247524752475247	0.27920560747663553	0.2610981308411215	0.2102803738317757	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260811	0.25	0.75	0.5	1712	505	0.45742574257425744	0.27920560747663553	0.16822429906542055	0.13259345794392524	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260811	0.25	0.75	0.75	1712	505	0.45742574257425744	0.27920560747663553	0.16822429906542055	0.13259345794392524	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260811	0.25	0.75	0.9	1712	505	0.45742574257425744	0.27920560747663553	0.16822429906542055	0.13259345794392524	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260811	0.5	0.25	0.5	1712	505	0.7821782178217822	0.26343457943925236	0.26343457943925236	0.21378504672897197	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260811	0.5	0.25	0.75	1712	505	0.7801980198019802	0.26343457943925236	0.2628504672897196	0.21320093457943926	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260811	0.5	0.25	0.9	1712	505	0.7801980198019802	0.26343457943925236	0.2628504672897196	0.21320093457943926	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260811	0.5	0.5	0.5	1712	505	0.7267326732673267	0.26343457943925236	0.24824766355140188	0.19976635514018692	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260811	0.5	0.5	0.75	1712	505	0.7247524752475247	0.26343457943925236	0.24766355140186916	0.1991822429906542	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260811	0.5	0.5	0.9	1712	505	0.7247524752475247	0.26343457943925236	0.24766355140186916	0.1991822429906542	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260811	0.5	0.75	0.5	1712	505	0.45742574257425744	0.26343457943925236	0.1588785046728972	0.1244158878504673	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260811	0.5	0.75	0.75	1712	505	0.45742574257425744	0.26343457943925236	0.1588785046728972	0.1244158878504673	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260811	0.5	0.75	0.9	1712	505	0.45742574257425744	0.26343457943925236	0.1588785046728972	0.1244158878504673	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260811	0.75	0.25	0.5	1712	505	0.7821782178217822	0.21144859813084113	0.21144859813084113	0.16764018691588786	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260811	0.75	0.25	0.75	1712	505	0.7801980198019802	0.21144859813084113	0.2108644859813084	0.16705607476635514	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260811	0.75	0.25	0.9	1712	505	0.7801980198019802	0.21144859813084113	0.2108644859813084	0.16705607476635514	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260811	0.75	0.5	0.5	1712	505	0.7267326732673267	0.21144859813084113	0.20210280373831777	0.1594626168224299	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260811	0.75	0.5	0.75	1712	505	0.7247524752475247	0.21144859813084113	0.20151869158878505	0.1588785046728972	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260811	0.75	0.5	0.9	1712	505	0.7247524752475247	0.21144859813084113	0.20151869158878505	0.1588785046728972	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260811	0.75	0.75	0.5	1712	505	0.45742574257425744	0.21144859813084113	0.13434579439252337	0.10338785046728972	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260811	0.75	0.75	0.75	1712	505	0.45742574257425744	0.21144859813084113	0.13434579439252337	0.10338785046728972	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260811	0.75	0.75	0.9	1712	505	0.45742574257425744	0.21144859813084113	0.13434579439252337	0.10338785046728972	0.3076923076923077	0.3076923076923077	0.3076923076923077
ResNet18--U-Net	20260812	0.25	0.25	0.5	1712	519	0.7745664739884393	0.2622663551401869	0.25934579439252337	0.231892523364486	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260812	0.25	0.25	0.75	1712	519	0.7745664739884393	0.2622663551401869	0.25934579439252337	0.231892523364486	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260812	0.25	0.25	0.9	1712	519	0.7745664739884393	0.2622663551401869	0.25934579439252337	0.231892523364486	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260812	0.25	0.5	0.5	1712	519	0.6878612716763006	0.2622663551401869	0.2330607476635514	0.20619158878504673	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260812	0.25	0.5	0.75	1712	519	0.6878612716763006	0.2622663551401869	0.2330607476635514	0.20619158878504673	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260812	0.25	0.5	0.9	1712	519	0.6878612716763006	0.2622663551401869	0.2330607476635514	0.20619158878504673	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260812	0.25	0.75	0.5	1712	519	0.3448940269749518	0.2622663551401869	0.11740654205607477	0.102803738317757	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260812	0.25	0.75	0.75	1712	519	0.3448940269749518	0.2622663551401869	0.11740654205607477	0.102803738317757	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260812	0.25	0.75	0.9	1712	519	0.3448940269749518	0.2622663551401869	0.11740654205607477	0.102803738317757	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260812	0.5	0.25	0.5	1712	519	0.7745664739884393	0.2523364485981308	0.2517523364485981	0.22780373831775702	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260812	0.5	0.25	0.75	1712	519	0.7745664739884393	0.2523364485981308	0.2517523364485981	0.22780373831775702	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260812	0.5	0.25	0.9	1712	519	0.7745664739884393	0.2523364485981308	0.2517523364485981	0.22780373831775702	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260812	0.5	0.5	0.5	1712	519	0.6878612716763006	0.2523364485981308	0.2266355140186916	0.20327102803738317	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260812	0.5	0.5	0.75	1712	519	0.6878612716763006	0.2523364485981308	0.2266355140186916	0.20327102803738317	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260812	0.5	0.5	0.9	1712	519	0.6878612716763006	0.2523364485981308	0.2266355140186916	0.20327102803738317	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260812	0.5	0.75	0.5	1712	519	0.3448940269749518	0.2523364485981308	0.11507009345794393	0.1022196261682243	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260812	0.5	0.75	0.75	1712	519	0.3448940269749518	0.2523364485981308	0.11507009345794393	0.1022196261682243	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260812	0.5	0.75	0.9	1712	519	0.3448940269749518	0.2523364485981308	0.11507009345794393	0.1022196261682243	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260812	0.75	0.25	0.5	1712	519	0.7745664739884393	0.21320093457943926	0.21261682242990654	0.1933411214953271	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260812	0.75	0.25	0.75	1712	519	0.7745664739884393	0.21320093457943926	0.21261682242990654	0.1933411214953271	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260812	0.75	0.25	0.9	1712	519	0.7745664739884393	0.21320093457943926	0.21261682242990654	0.1933411214953271	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260812	0.75	0.5	0.5	1712	519	0.6878612716763006	0.21320093457943926	0.19217289719626168	0.17348130841121495	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260812	0.75	0.5	0.75	1712	519	0.6878612716763006	0.21320093457943926	0.19217289719626168	0.17348130841121495	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260812	0.75	0.5	0.9	1712	519	0.6878612716763006	0.21320093457943926	0.19217289719626168	0.17348130841121495	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260812	0.75	0.75	0.5	1712	519	0.3448940269749518	0.21320093457943926	0.09929906542056074	0.08761682242990654	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260812	0.75	0.75	0.75	1712	519	0.3448940269749518	0.21320093457943926	0.09929906542056074	0.08761682242990654	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260812	0.75	0.75	0.9	1712	519	0.3448940269749518	0.21320093457943926	0.09929906542056074	0.08761682242990654	0.23076923076923078	0.23076923076923078	0.19230769230769232
ResNet18--U-Net	20260813	0.25	0.25	0.5	1712	510	0.8235294117647058	0.3177570093457944	0.31600467289719625	0.2383177570093458	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260813	0.25	0.25	0.75	1712	510	0.8215686274509804	0.3177570093457944	0.31542056074766356	0.23773364485981308	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260813	0.25	0.25	0.9	1712	510	0.8215686274509804	0.3177570093457944	0.31542056074766356	0.23773364485981308	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260813	0.25	0.5	0.5	1712	510	0.7588235294117647	0.3177570093457944	0.29614485981308414	0.21962616822429906	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260813	0.25	0.5	0.75	1712	510	0.7568627450980392	0.3177570093457944	0.2955607476635514	0.21904205607476634	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260813	0.25	0.5	0.9	1712	510	0.7568627450980392	0.3177570093457944	0.2955607476635514	0.21904205607476634	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260813	0.25	0.75	0.5	1712	510	0.42549019607843136	0.3177570093457944	0.17698598130841123	0.12324766355140188	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260813	0.25	0.75	0.75	1712	510	0.42549019607843136	0.3177570093457944	0.17698598130841123	0.12324766355140188	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260813	0.25	0.75	0.9	1712	510	0.42549019607843136	0.3177570093457944	0.17698598130841123	0.12324766355140188	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260813	0.5	0.25	0.5	1712	510	0.8235294117647058	0.3008177570093458	0.2996495327102804	0.22488317757009346	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260813	0.5	0.25	0.75	1712	510	0.8215686274509804	0.3008177570093458	0.29906542056074764	0.22429906542056074	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260813	0.5	0.25	0.9	1712	510	0.8215686274509804	0.3008177570093458	0.29906542056074764	0.22429906542056074	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260813	0.5	0.5	0.5	1712	510	0.7588235294117647	0.3008177570093458	0.2838785046728972	0.2102803738317757	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260813	0.5	0.5	0.75	1712	510	0.7568627450980392	0.3008177570093458	0.28329439252336447	0.20969626168224298	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260813	0.5	0.5	0.9	1712	510	0.7568627450980392	0.3008177570093458	0.28329439252336447	0.20969626168224298	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260813	0.5	0.75	0.5	1712	510	0.42549019607843136	0.3008177570093458	0.17172897196261683	0.12032710280373832	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260813	0.5	0.75	0.75	1712	510	0.42549019607843136	0.3008177570093458	0.17172897196261683	0.12032710280373832	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260813	0.5	0.75	0.9	1712	510	0.42549019607843136	0.3008177570093458	0.17172897196261683	0.12032710280373832	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260813	0.75	0.25	0.5	1712	510	0.8235294117647058	0.25817757009345793	0.25759345794392524	0.18983644859813084	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260813	0.75	0.25	0.75	1712	510	0.8215686274509804	0.25817757009345793	0.2570093457943925	0.18925233644859812	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260813	0.75	0.25	0.9	1712	510	0.8215686274509804	0.25817757009345793	0.2570093457943925	0.18925233644859812	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260813	0.75	0.5	0.5	1712	510	0.7588235294117647	0.25817757009345793	0.24707943925233644	0.17990654205607476	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260813	0.75	0.5	0.75	1712	510	0.7568627450980392	0.25817757009345793	0.24649532710280375	0.17932242990654207	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260813	0.75	0.5	0.9	1712	510	0.7568627450980392	0.25817757009345793	0.24649532710280375	0.17932242990654207	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260813	0.75	0.75	0.5	1712	510	0.42549019607843136	0.25817757009345793	0.15128504672897197	0.1022196261682243	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260813	0.75	0.75	0.75	1712	510	0.42549019607843136	0.25817757009345793	0.15128504672897197	0.1022196261682243	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260813	0.75	0.75	0.9	1712	510	0.42549019607843136	0.25817757009345793	0.15128504672897197	0.1022196261682243	0.23076923076923078	0.23076923076923078	0.23076923076923078
ResNet18--U-Net	20260814	0.25	0.25	0.5	1712	516	0.7751937984496124	0.2651869158878505	0.26343457943925236	0.2283878504672897	0.19230769230769232	0.19230769230769232	0.19230769230769232
ResNet18--U-Net	20260814	0.25	0.25	0.75	1712	516	0.7751937984496124	0.2651869158878505	0.26343457943925236	0.2283878504672897	0.19230769230769232	0.19230769230769232	0.19230769230769232
ResNet18--U-Net	20260814	0.25	0.25	0.9	1712	516	0.7751937984496124	0.2651869158878505	0.26343457943925236	0.2283878504672897	0.19230769230769232	0.19230769230769232	0.19230769230769232
ResNet18--U-Net	20260814	0.25	0.5	0.5	1712	516	0.7034883720930233	0.2651869158878505	0.24123831775700935	0.20677570093457945	0.19230769230769232	0.19230769230769232	0.19230769230769232
ResNet18--U-Net	20260814	0.25	0.5	0.75	1712	516	0.7034883720930233	0.2651869158878505	0.24123831775700935	0.20677570093457945	0.19230769230769232	0.19230769230769232	0.19230769230769232
ResNet18--U-Net	20260814	0.25	0.5	0.9	1712	516	0.7034883720930233	0.2651869158878505	0.24123831775700935	0.20677570093457945	0.19230769230769232	0.19230769230769232	0.19230769230769232
ResNet18--U-Net	20260814	0.25	0.75	0.5	1712	516	0.43023255813953487	0.2651869158878505	0.15070093457943926	0.12558411214953272	0.19230769230769232	0.19230769230769232	0.19230769230769232
ResNet18--U-Net	20260814	0.25	0.75	0.75	1712	516	0.43023255813953487	0.2651869158878505	0.15070093457943926	0.12558411214953272	0.19230769230769232	0.19230769230769232	0.19230769230769232
ResNet18--U-Net	20260814	0.25	0.75	0.9	1712	516	0.43023255813953487	0.2651869158878505	0.15070093457943926	0.12558411214953272	0.19230769230769232	0.19230769230769232	0.19230769230769232
